Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,col,iptg,sal,dnaseI,growth,weight,lysate_vol,dilution,rep,ChanStr
sybr,50,4271,1.186388888888889,A12,3669,AFU,487,528,JS006,1,0,0,2,1,190,570,10,1,sybr50487528
sybr,50,4271,1.186388888888889,B1,4047,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B2,3983,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B3,4307,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B4,5907,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B5,5809,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B6,6096,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B7,5190,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B8,4531,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B9,5157,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B10,5974,AFU,487,528,JS006,1,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B11,4261,AFU,487,528,JS006,1,0,0,1,1,190,570,10,2,sybr50487528
sybr,50,4271,1.186388888888889,B12,3973,AFU,487,528,JS006,1,0,0,2,1,190,570,10,2,sybr50487528
sybr,50,4271,1.186388888888889,C1,4055,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C2,3878,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C3,4164,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C4,5819,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C5,5741,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C6,6126,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C7,5107,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C8,4443,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C9,5090,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C10,5981,AFU,487,528,JS006,1,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C11,4064,AFU,487,528,JS006,1,0,0,1,1,190,570,10,3,sybr50487528
sybr,50,4271,1.186388888888889,C12,3644,AFU,487,528,JS006,1,0,0,2,1,190,570,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,A1,3909,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A2,3858,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A3,3930,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A4,5973,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A5,5887,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A6,6224,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A7,4971,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A8,4523,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A9,5115,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A10,6016,AFU,487,528,JS006,1,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A11,3969,AFU,487,528,JS006,1,0,0,1,1,190,570,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,A12,3642,AFU,487,528,JS006,1,0,0,2,1,190,570,10,1,sybr50487528
sybr,50,4331,1.2030555555555555,B1,4001,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B2,3954,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B3,4266,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B4,5901,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B5,5818,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B6,6117,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B7,5180,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B8,4528,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B9,5134,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B10,5974,AFU,487,528,JS006,1,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B11,4250,AFU,487,528,JS006,1,0,0,1,1,190,570,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,B12,3945,AFU,487,528,JS006,1,0,0,2,1,190,570,10,2,sybr50487528
sybr,50,4331,1.2030555555555555,C1,4015,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C2,3855,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C3,4141,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C4,5815,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C5,5731,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C6,6119,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C7,5081,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C8,4427,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C9,5086,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C10,5976,AFU,487,528,JS006,1,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C11,4056,AFU,487,528,JS006,1,0,0,1,1,190,570,10,3,sybr50487528
sybr,50,4331,1.2030555555555555,C12,3619,AFU,487,528,JS006,1,0,0,2,1,190,570,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,A1,3857,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A2,3847,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A3,3890,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A4,5963,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A5,5881,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A6,6203,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A7,4949,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A8,4527,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A9,5104,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A10,6032,AFU,487,528,JS006,1,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A11,3954,AFU,487,528,JS006,1,0,0,1,1,190,570,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,A12,3604,AFU,487,528,JS006,1,0,0,2,1,190,570,10,1,sybr50487528
sybr,50,4391,1.2197222222222222,B1,3954,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B2,3937,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B3,4206,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B4,5889,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B5,5804,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B6,6087,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B7,5177,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B8,4528,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B9,5118,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B10,5960,AFU,487,528,JS006,1,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B11,4217,AFU,487,528,JS006,1,0,0,1,1,190,570,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,B12,3931,AFU,487,528,JS006,1,0,0,2,1,190,570,10,2,sybr50487528
sybr,50,4391,1.2197222222222222,C1,3966,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C2,3818,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C3,4110,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C4,5825,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C5,5725,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C6,6113,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C7,5053,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C8,4408,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C9,5049,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C10,5974,AFU,487,528,JS006,1,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C11,4029,AFU,487,528,JS006,1,0,0,1,1,190,570,10,3,sybr50487528
sybr,50,4391,1.2197222222222222,C12,3609,AFU,487,528,JS006,1,0,0,2,1,190,570,10,3,sybr50487528
sybr,50,4451,1.236388888888889,A1,3830,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A2,3805,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A3,3878,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A4,5966,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A5,5852,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A6,6214,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A7,4942,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A8,4530,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A9,5093,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A10,6011,AFU,487,528,JS006,1,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A11,3936,AFU,487,528,JS006,1,0,0,1,1,190,570,10,1,sybr50487528
sybr,50,4451,1.236388888888889,A12,3591,AFU,487,528,JS006,1,0,0,2,1,190,570,10,1,sybr50487528
sybr,50,4451,1.236388888888889,B1,3932,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B2,3901,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B3,4192,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B4,5895,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B5,5805,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B6,6104,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B7,5141,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B8,4521,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B9,5115,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B10,5959,AFU,487,528,JS006,1,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B11,4173,AFU,487,528,JS006,1,0,0,1,1,190,570,10,2,sybr50487528
sybr,50,4451,1.236388888888889,B12,3896,AFU,487,528,JS006,1,0,0,2,1,190,570,10,2,sybr50487528
sybr,50,4451,1.236388888888889,C1,3948,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C2,3789,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C3,4080,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C4,5815,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C5,5720,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C6,6087,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C7,5040,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C8,4394,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C9,5048,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C10,5969,AFU,487,528,JS006,1,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C11,4042,AFU,487,528,JS006,1,0,0,1,1,190,570,10,3,sybr50487528
sybr,50,4451,1.236388888888889,C12,3590,AFU,487,528,JS006,1,0,0,2,1,190,570,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,A1,3779,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A2,3777,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A3,3828,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A4,5944,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A5,5841,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A6,6204,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A7,4932,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A8,4501,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A9,5085,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A10,6037,AFU,487,528,JS006,1,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A11,3922,AFU,487,528,JS006,1,0,0,1,1,190,570,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,A12,3563,AFU,487,528,JS006,1,0,0,2,1,190,570,10,1,sybr50487528
sybr,50,4511,1.2530555555555556,B1,3895,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B2,3856,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B3,4142,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B4,5858,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B5,5798,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B6,6088,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B7,5125,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B8,4482,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B9,5093,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B10,5960,AFU,487,528,JS006,1,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B11,4171,AFU,487,528,JS006,1,0,0,1,1,190,570,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,B12,3861,AFU,487,528,JS006,1,0,0,2,1,190,570,10,2,sybr50487528
sybr,50,4511,1.2530555555555556,C1,3892,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C2,3746,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C3,4029,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C4,5786,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C5,5711,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C6,6092,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C7,5026,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C8,4402,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C9,5030,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C10,5961,AFU,487,528,JS006,1,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C11,4019,AFU,487,528,JS006,1,0,0,1,1,190,570,10,3,sybr50487528
sybr,50,4511,1.2530555555555556,C12,3568,AFU,487,528,JS006,1,0,0,2,1,190,570,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,A1,3752,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A2,3747,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A3,3815,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A4,5911,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A5,5838,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A6,6197,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A7,4911,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A8,4499,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A9,5077,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A10,6031,AFU,487,528,JS006,1,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A11,3906,AFU,487,528,JS006,1,0,0,1,1,190,570,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,A12,3542,AFU,487,528,JS006,1,0,0,2,1,190,570,10,1,sybr50487528
sybr,50,4571,1.2697222222222222,B1,3869,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B2,3819,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B3,4115,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B4,5851,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B5,5780,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B6,6072,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B7,5133,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B8,4467,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B9,5084,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B10,5963,AFU,487,528,JS006,1,0,0,0,1,190,570,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B11,4136,AFU,487,528,JS006,1,0,0,1,1,190,570,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,B12,3845,AFU,487,528,JS006,1,0,0,2,1,190,570,10,2,sybr50487528
sybr,50,4571,1.2697222222222222,C1,3876,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C2,3723,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C3,4004,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C4,5788,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C5,5723,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C6,6084,AFU,487,528,split pir 2x bxb1,3,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C7,5023,AFU,487,528,split pir 2x bxb1,1,10,20,0,2,80,240,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C8,4374,AFU,487,528,split pir 2x bxb1,2,10,20,0,2,170,510,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C9,5024,AFU,487,528,split pir 2x bxb1,3,10,20,0,2,50,150,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C10,5960,AFU,487,528,JS006,1,0,0,0,1,190,570,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C11,3996,AFU,487,528,JS006,1,0,0,1,1,190,570,10,3,sybr50487528
sybr,50,4571,1.2697222222222222,C12,3551,AFU,487,528,JS006,1,0,0,2,1,190,570,10,3,sybr50487528
sybr,50,4631,1.2863888888888888,A1,3727,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,1,sybr50487528
sybr,50,4631,1.2863888888888888,A2,3707,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,1,sybr50487528
sybr,50,4631,1.2863888888888888,A3,3767,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,1,sybr50487528
sybr,50,4631,1.2863888888888888,A4,5914,AFU,487,528,split pir 2x bxb1,1,0,0,0,1,180,540,10,1,sybr50487528
sybr,50,4631,1.2863888888888888,A5,5827,AFU,487,528,split pir 2x bxb1,2,0,0,0,1,180,540,10,1,sybr50487528
