Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,col,iptg,sal,dnaseI,growth,rep,ChanStr
sybr,50,2291,0.6363888888888889,B11,5068,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2291,0.6363888888888889,B12,4689,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2291,0.6363888888888889,C8,6160,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2291,0.6363888888888889,C9,5778,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2291,0.6363888888888889,C10,5407,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2291,0.6363888888888889,C11,5048,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2291,0.6363888888888889,C12,4639,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2351,0.6530555555555555,A8,6055,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2351,0.6530555555555555,A9,5674,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2351,0.6530555555555555,A10,5340,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2351,0.6530555555555555,A11,5009,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2351,0.6530555555555555,A12,4603,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2351,0.6530555555555555,B8,6115,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2351,0.6530555555555555,B9,5751,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2351,0.6530555555555555,B10,5402,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2351,0.6530555555555555,B11,5045,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2351,0.6530555555555555,B12,4667,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2351,0.6530555555555555,C8,6127,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2351,0.6530555555555555,C9,5767,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2351,0.6530555555555555,C10,5372,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2351,0.6530555555555555,C11,4999,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2351,0.6530555555555555,C12,4622,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2411,0.6697222222222222,A8,6061,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2411,0.6697222222222222,A9,5652,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2411,0.6697222222222222,A10,5332,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2411,0.6697222222222222,A11,4986,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2411,0.6697222222222222,A12,4586,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2411,0.6697222222222222,B8,6132,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2411,0.6697222222222222,B9,5742,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2411,0.6697222222222222,B10,5390,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2411,0.6697222222222222,B11,5034,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2411,0.6697222222222222,B12,4639,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2411,0.6697222222222222,C8,6148,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2411,0.6697222222222222,C9,5731,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2411,0.6697222222222222,C10,5338,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2411,0.6697222222222222,C11,4993,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2411,0.6697222222222222,C12,4584,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2471,0.6863888888888889,A8,6066,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2471,0.6863888888888889,A9,5628,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2471,0.6863888888888889,A10,5324,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2471,0.6863888888888889,A11,4960,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2471,0.6863888888888889,A12,4558,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2471,0.6863888888888889,B8,6103,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2471,0.6863888888888889,B9,5723,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2471,0.6863888888888889,B10,5378,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2471,0.6863888888888889,B11,5010,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2471,0.6863888888888889,B12,4630,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2471,0.6863888888888889,C8,6126,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2471,0.6863888888888889,C9,5713,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2471,0.6863888888888889,C10,5333,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2471,0.6863888888888889,C11,4958,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2471,0.6863888888888889,C12,4574,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2531,0.7030555555555555,A8,6058,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2531,0.7030555555555555,A9,5628,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2531,0.7030555555555555,A10,5285,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2531,0.7030555555555555,A11,4938,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2531,0.7030555555555555,A12,4545,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2531,0.7030555555555555,B8,6096,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2531,0.7030555555555555,B9,5690,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2531,0.7030555555555555,B10,5340,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2531,0.7030555555555555,B11,4976,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2531,0.7030555555555555,B12,4597,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2531,0.7030555555555555,C8,6119,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2531,0.7030555555555555,C9,5702,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2531,0.7030555555555555,C10,5305,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2531,0.7030555555555555,C11,4929,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2531,0.7030555555555555,C12,4543,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2591,0.7197222222222223,A8,6074,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2591,0.7197222222222223,A9,5609,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2591,0.7197222222222223,A10,5274,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2591,0.7197222222222223,A11,4938,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2591,0.7197222222222223,A12,4513,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2591,0.7197222222222223,B8,6103,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2591,0.7197222222222223,B9,5701,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2591,0.7197222222222223,B10,5328,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2591,0.7197222222222223,B11,4968,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2591,0.7197222222222223,B12,4569,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2591,0.7197222222222223,C8,6133,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2591,0.7197222222222223,C9,5679,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2591,0.7197222222222223,C10,5290,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2591,0.7197222222222223,C11,4909,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2591,0.7197222222222223,C12,4515,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2651,0.7363888888888889,A8,6068,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2651,0.7363888888888889,A9,5600,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2651,0.7363888888888889,A10,5259,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2651,0.7363888888888889,A11,4908,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2651,0.7363888888888889,A12,4490,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2651,0.7363888888888889,B8,6095,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2651,0.7363888888888889,B9,5666,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2651,0.7363888888888889,B10,5296,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2651,0.7363888888888889,B11,4937,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2651,0.7363888888888889,B12,4564,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2651,0.7363888888888889,C8,6123,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2651,0.7363888888888889,C9,5674,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2651,0.7363888888888889,C10,5270,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2651,0.7363888888888889,C11,4898,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2651,0.7363888888888889,C12,4523,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2711,0.7530555555555556,A8,6069,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2711,0.7530555555555556,A9,5569,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2711,0.7530555555555556,A10,5229,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2711,0.7530555555555556,A11,4876,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2711,0.7530555555555556,A12,4485,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2711,0.7530555555555556,B8,6108,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2711,0.7530555555555556,B9,5663,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2711,0.7530555555555556,B10,5272,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2711,0.7530555555555556,B11,4929,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2711,0.7530555555555556,B12,4541,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2711,0.7530555555555556,C8,6131,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2711,0.7530555555555556,C9,5632,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2711,0.7530555555555556,C10,5239,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2711,0.7530555555555556,C11,4861,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2711,0.7530555555555556,C12,4488,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2771,0.7697222222222222,A8,6081,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2771,0.7697222222222222,A9,5560,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2771,0.7697222222222222,A10,5203,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2771,0.7697222222222222,A11,4861,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2771,0.7697222222222222,A12,4437,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2771,0.7697222222222222,B8,6102,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2771,0.7697222222222222,B9,5641,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2771,0.7697222222222222,B10,5264,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2771,0.7697222222222222,B11,4905,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2771,0.7697222222222222,B12,4529,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2771,0.7697222222222222,C8,6123,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2771,0.7697222222222222,C9,5615,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2771,0.7697222222222222,C10,5221,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2771,0.7697222222222222,C11,4858,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2771,0.7697222222222222,C12,4493,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2831,0.7863888888888889,A8,6052,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2831,0.7863888888888889,A9,5559,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2831,0.7863888888888889,A10,5194,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2831,0.7863888888888889,A11,4841,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2831,0.7863888888888889,A12,4424,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2831,0.7863888888888889,B8,6078,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2831,0.7863888888888889,B9,5625,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2831,0.7863888888888889,B10,5237,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2831,0.7863888888888889,B11,4880,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2831,0.7863888888888889,B12,4496,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2831,0.7863888888888889,C8,6095,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2831,0.7863888888888889,C9,5598,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2831,0.7863888888888889,C10,5203,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2831,0.7863888888888889,C11,4817,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2831,0.7863888888888889,C12,4455,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2891,0.8030555555555555,A8,6051,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2891,0.8030555555555555,A9,5533,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2891,0.8030555555555555,A10,5167,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2891,0.8030555555555555,A11,4805,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2891,0.8030555555555555,A12,4409,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2891,0.8030555555555555,B8,6090,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2891,0.8030555555555555,B9,5618,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2891,0.8030555555555555,B10,5216,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2891,0.8030555555555555,B11,4855,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2891,0.8030555555555555,B12,4466,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2891,0.8030555555555555,C8,6093,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2891,0.8030555555555555,C9,5579,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2891,0.8030555555555555,C10,5204,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2891,0.8030555555555555,C11,4794,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2891,0.8030555555555555,C12,4448,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,2951,0.8197222222222222,A8,6025,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,2951,0.8197222222222222,A9,5516,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,2951,0.8197222222222222,A10,5136,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,2951,0.8197222222222222,A11,4781,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,2951,0.8197222222222222,A12,4377,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,2951,0.8197222222222222,B8,6070,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,2951,0.8197222222222222,B9,5583,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,2951,0.8197222222222222,B10,5191,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,2951,0.8197222222222222,B11,4838,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,2951,0.8197222222222222,B12,4450,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,2951,0.8197222222222222,C8,6098,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,2951,0.8197222222222222,C9,5562,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,2951,0.8197222222222222,C10,5161,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,2951,0.8197222222222222,C11,4766,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,2951,0.8197222222222222,C12,4415,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,3011,0.8363888888888888,A8,6026,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,3011,0.8363888888888888,A9,5507,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,3011,0.8363888888888888,A10,5131,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,3011,0.8363888888888888,A11,4758,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,3011,0.8363888888888888,A12,4348,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,3011,0.8363888888888888,B8,6089,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,3011,0.8363888888888888,B9,5571,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,3011,0.8363888888888888,B10,5175,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,3011,0.8363888888888888,B11,4817,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,3011,0.8363888888888888,B12,4446,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,3011,0.8363888888888888,C8,6095,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,3011,0.8363888888888888,C9,5554,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,3011,0.8363888888888888,C10,5162,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,3011,0.8363888888888888,C11,4766,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,3011,0.8363888888888888,C12,4419,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,3071,0.8530555555555556,A8,6052,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,3071,0.8530555555555556,A9,5502,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,3071,0.8530555555555556,A10,5122,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,3071,0.8530555555555556,A11,4747,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,3071,0.8530555555555556,A12,4338,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,3071,0.8530555555555556,B8,6082,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,3071,0.8530555555555556,B9,5542,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,3071,0.8530555555555556,B10,5157,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,3071,0.8530555555555556,B11,4812,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,3071,0.8530555555555556,B12,4437,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,3071,0.8530555555555556,C8,6098,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,3071,0.8530555555555556,C9,5529,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,3071,0.8530555555555556,C10,5129,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,3071,0.8530555555555556,C11,4728,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,3071,0.8530555555555556,C12,4390,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,3131,0.8697222222222222,A8,6042,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,3131,0.8697222222222222,A9,5485,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,3131,0.8697222222222222,A10,5106,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,3131,0.8697222222222222,A11,4735,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,3131,0.8697222222222222,A12,4320,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,3131,0.8697222222222222,B8,6066,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,3131,0.8697222222222222,B9,5546,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,3131,0.8697222222222222,B10,5151,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,3131,0.8697222222222222,B11,4781,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,3131,0.8697222222222222,B12,4418,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,3131,0.8697222222222222,C8,6099,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,3131,0.8697222222222222,C9,5514,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,3131,0.8697222222222222,C10,5120,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,3131,0.8697222222222222,C11,4718,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,3131,0.8697222222222222,C12,4374,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,3191,0.8863888888888889,A8,6036,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,3191,0.8863888888888889,A9,5466,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,3191,0.8863888888888889,A10,5077,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,3191,0.8863888888888889,A11,4695,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,3191,0.8863888888888889,A12,4285,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,3191,0.8863888888888889,B8,6080,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,3191,0.8863888888888889,B9,5525,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,3191,0.8863888888888889,B10,5112,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,3191,0.8863888888888889,B11,4766,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,3191,0.8863888888888889,B12,4387,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,3191,0.8863888888888889,C8,6088,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,3191,0.8863888888888889,C9,5506,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,3191,0.8863888888888889,C10,5099,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,3191,0.8863888888888889,C11,4698,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,3191,0.8863888888888889,C12,4351,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,3251,0.9030555555555555,A8,6040,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,3251,0.9030555555555555,A9,5449,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
sybr,50,3251,0.9030555555555555,A10,5053,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr50487528
sybr,50,3251,0.9030555555555555,A11,4670,AFU,487,528,JS006,1,0,0,1,1,1,sybr50487528
sybr,50,3251,0.9030555555555555,A12,4248,AFU,487,528,JS006,1,0,0,2,1,1,sybr50487528
sybr,50,3251,0.9030555555555555,B8,6056,AFU,487,528,JS006,1,0,0,0,1,2,sybr50487528
sybr,50,3251,0.9030555555555555,B9,5495,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr50487528
sybr,50,3251,0.9030555555555555,B10,5092,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr50487528
sybr,50,3251,0.9030555555555555,B11,4750,AFU,487,528,JS006,1,0,0,1,1,2,sybr50487528
sybr,50,3251,0.9030555555555555,B12,4376,AFU,487,528,JS006,1,0,0,2,1,2,sybr50487528
sybr,50,3251,0.9030555555555555,C8,6082,AFU,487,528,JS006,1,0,0,0,1,3,sybr50487528
sybr,50,3251,0.9030555555555555,C9,5478,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr50487528
sybr,50,3251,0.9030555555555555,C10,5076,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr50487528
sybr,50,3251,0.9030555555555555,C11,4679,AFU,487,528,JS006,1,0,0,1,1,3,sybr50487528
sybr,50,3251,0.9030555555555555,C12,4345,AFU,487,528,JS006,1,0,0,2,1,3,sybr50487528
sybr,50,3311,0.9197222222222222,A8,6005,AFU,487,528,JS006,1,0,0,0,1,1,sybr50487528
sybr,50,3311,0.9197222222222222,A9,5425,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr50487528
