Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,col,iptg,sal,dnaseI,growth,rep,ChanStr
sybr,60,4832,1.3422222222222222,C12,14340,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,4892,1.3588888888888888,A8,22666,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,4892,1.3588888888888888,A9,19339,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,4892,1.3588888888888888,A10,17519,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,4892,1.3588888888888888,A11,15496,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,4892,1.3588888888888888,A12,13237,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,4892,1.3588888888888888,B8,22661,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,4892,1.3588888888888888,B9,19502,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,4892,1.3588888888888888,B10,17475,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,4892,1.3588888888888888,B11,15927,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,4892,1.3588888888888888,B12,14579,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,4892,1.3588888888888888,C8,22730,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,4892,1.3588888888888888,C9,19544,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,4892,1.3588888888888888,C10,17490,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,4892,1.3588888888888888,C11,15782,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,4892,1.3588888888888888,C12,14239,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,4952,1.3755555555555556,A8,22577,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,4952,1.3755555555555556,A9,19347,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,4952,1.3755555555555556,A10,17520,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,4952,1.3755555555555556,A11,15461,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,4952,1.3755555555555556,A12,13128,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,4952,1.3755555555555556,B8,22657,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,4952,1.3755555555555556,B9,19477,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,4952,1.3755555555555556,B10,17403,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,4952,1.3755555555555556,B11,15907,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,4952,1.3755555555555556,B12,14510,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,4952,1.3755555555555556,C8,22772,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,4952,1.3755555555555556,C9,19474,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,4952,1.3755555555555556,C10,17535,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,4952,1.3755555555555556,C11,15736,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,4952,1.3755555555555556,C12,14137,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5012,1.3922222222222222,A8,22561,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5012,1.3922222222222222,A9,19348,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5012,1.3922222222222222,A10,17400,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5012,1.3922222222222222,A11,15462,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5012,1.3922222222222222,A12,13142,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5012,1.3922222222222222,B8,22664,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5012,1.3922222222222222,B9,19453,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5012,1.3922222222222222,B10,17327,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5012,1.3922222222222222,B11,15727,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5012,1.3922222222222222,B12,14399,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5012,1.3922222222222222,C8,22763,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5012,1.3922222222222222,C9,19306,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5012,1.3922222222222222,C10,17400,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5012,1.3922222222222222,C11,15715,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5012,1.3922222222222222,C12,14003,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5072,1.4088888888888889,A8,22581,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5072,1.4088888888888889,A9,19249,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5072,1.4088888888888889,A10,17354,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5072,1.4088888888888889,A11,15454,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5072,1.4088888888888889,A12,13048,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5072,1.4088888888888889,B8,22655,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5072,1.4088888888888889,B9,19364,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5072,1.4088888888888889,B10,17308,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5072,1.4088888888888889,B11,15760,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5072,1.4088888888888889,B12,14287,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5072,1.4088888888888889,C8,22794,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5072,1.4088888888888889,C9,19407,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5072,1.4088888888888889,C10,17346,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5072,1.4088888888888889,C11,15726,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5072,1.4088888888888889,C12,13895,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5132,1.4255555555555555,A8,22571,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5132,1.4255555555555555,A9,19259,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5132,1.4255555555555555,A10,17276,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5132,1.4255555555555555,A11,15405,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5132,1.4255555555555555,A12,13000,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5132,1.4255555555555555,B8,22602,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5132,1.4255555555555555,B9,19308,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5132,1.4255555555555555,B10,17238,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5132,1.4255555555555555,B11,15651,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5132,1.4255555555555555,B12,14239,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5132,1.4255555555555555,C8,22711,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5132,1.4255555555555555,C9,19247,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5132,1.4255555555555555,C10,17324,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5132,1.4255555555555555,C11,15605,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5132,1.4255555555555555,C12,13819,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5192,1.4422222222222223,A8,22600,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5192,1.4422222222222223,A9,19153,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5192,1.4422222222222223,A10,17227,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5192,1.4422222222222223,A11,15388,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5192,1.4422222222222223,A12,12984,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5192,1.4422222222222223,B8,22646,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5192,1.4422222222222223,B9,19290,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5192,1.4422222222222223,B10,17228,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5192,1.4422222222222223,B11,15596,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5192,1.4422222222222223,B12,14086,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5192,1.4422222222222223,C8,22674,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5192,1.4422222222222223,C9,19177,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5192,1.4422222222222223,C10,17234,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5192,1.4422222222222223,C11,15619,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5192,1.4422222222222223,C12,13719,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5252,1.458888888888889,A8,22586,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5252,1.458888888888889,A9,19223,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5252,1.458888888888889,A10,17161,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5252,1.458888888888889,A11,15296,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5252,1.458888888888889,A12,12937,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5252,1.458888888888889,B8,22617,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5252,1.458888888888889,B9,19212,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5252,1.458888888888889,B10,17168,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5252,1.458888888888889,B11,15505,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5252,1.458888888888889,B12,14009,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5252,1.458888888888889,C8,22620,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5252,1.458888888888889,C9,19115,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5252,1.458888888888889,C10,17185,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5252,1.458888888888889,C11,15639,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5252,1.458888888888889,C12,13610,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5312,1.4755555555555555,A8,22605,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5312,1.4755555555555555,A9,19172,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5312,1.4755555555555555,A10,17175,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5312,1.4755555555555555,A11,15325,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5312,1.4755555555555555,A12,12914,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5312,1.4755555555555555,B8,22612,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5312,1.4755555555555555,B9,19222,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5312,1.4755555555555555,B10,17071,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5312,1.4755555555555555,B11,15467,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5312,1.4755555555555555,B12,13976,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5312,1.4755555555555555,C8,22641,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5312,1.4755555555555555,C9,19131,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5312,1.4755555555555555,C10,17178,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5312,1.4755555555555555,C11,15611,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5312,1.4755555555555555,C12,13561,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5372,1.4922222222222221,A8,22654,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5372,1.4922222222222221,A9,19180,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5372,1.4922222222222221,A10,17147,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5372,1.4922222222222221,A11,15297,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5372,1.4922222222222221,A12,12869,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5372,1.4922222222222221,B8,22608,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5372,1.4922222222222221,B9,19226,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5372,1.4922222222222221,B10,17094,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5372,1.4922222222222221,B11,15399,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5372,1.4922222222222221,B12,13867,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5372,1.4922222222222221,C8,22658,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5372,1.4922222222222221,C9,18980,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5372,1.4922222222222221,C10,17121,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5372,1.4922222222222221,C11,15582,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5372,1.4922222222222221,C12,13509,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5432,1.508888888888889,A8,22537,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5432,1.508888888888889,A9,19110,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5432,1.508888888888889,A10,16988,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5432,1.508888888888889,A11,15196,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5432,1.508888888888889,A12,12780,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5432,1.508888888888889,B8,22598,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5432,1.508888888888889,B9,19143,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5432,1.508888888888889,B10,16953,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5432,1.508888888888889,B11,15317,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5432,1.508888888888889,B12,13794,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5432,1.508888888888889,C8,22593,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5432,1.508888888888889,C9,18894,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5432,1.508888888888889,C10,17094,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5432,1.508888888888889,C11,15525,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5432,1.508888888888889,C12,13391,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5492,1.5255555555555556,A8,22504,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5492,1.5255555555555556,A9,19100,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5492,1.5255555555555556,A10,16978,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5492,1.5255555555555556,A11,15231,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5492,1.5255555555555556,A12,12751,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5492,1.5255555555555556,B8,22539,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5492,1.5255555555555556,B9,19156,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5492,1.5255555555555556,B10,16985,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5492,1.5255555555555556,B11,15250,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5492,1.5255555555555556,B12,13757,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5492,1.5255555555555556,C8,22711,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5492,1.5255555555555556,C9,18863,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5492,1.5255555555555556,C10,16996,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5492,1.5255555555555556,C11,15566,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5492,1.5255555555555556,C12,13367,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5552,1.5422222222222222,A8,22503,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5552,1.5422222222222222,A9,19045,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5552,1.5422222222222222,A10,16999,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5552,1.5422222222222222,A11,15181,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5552,1.5422222222222222,A12,12658,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5552,1.5422222222222222,B8,22624,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5552,1.5422222222222222,B9,19045,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5552,1.5422222222222222,B10,16975,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5552,1.5422222222222222,B11,15176,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5552,1.5422222222222222,B12,13710,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5552,1.5422222222222222,C8,22731,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5552,1.5422222222222222,C9,18716,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5552,1.5422222222222222,C10,17015,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5552,1.5422222222222222,C11,15578,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5552,1.5422222222222222,C12,13342,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5612,1.558888888888889,A8,22513,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5612,1.558888888888889,A9,19008,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5612,1.558888888888889,A10,16979,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5612,1.558888888888889,A11,15164,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5612,1.558888888888889,A12,12654,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5612,1.558888888888889,B8,22581,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5612,1.558888888888889,B9,19076,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5612,1.558888888888889,B10,16911,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5612,1.558888888888889,B11,15168,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5612,1.558888888888889,B12,13639,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5612,1.558888888888889,C8,22696,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5612,1.558888888888889,C9,18723,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5612,1.558888888888889,C10,16937,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5612,1.558888888888889,C11,15489,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5612,1.558888888888889,C12,13300,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5672,1.5755555555555556,A8,22547,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5672,1.5755555555555556,A9,19036,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5672,1.5755555555555556,A10,16941,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5672,1.5755555555555556,A11,15147,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5672,1.5755555555555556,A12,12608,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5672,1.5755555555555556,B8,22583,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5672,1.5755555555555556,B9,19022,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5672,1.5755555555555556,B10,16908,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5672,1.5755555555555556,B11,15074,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5672,1.5755555555555556,B12,13663,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5672,1.5755555555555556,C8,22670,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5672,1.5755555555555556,C9,18645,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5672,1.5755555555555556,C10,16887,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5672,1.5755555555555556,C11,15471,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5672,1.5755555555555556,C12,13287,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5732,1.5922222222222222,A8,22495,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5732,1.5922222222222222,A9,18969,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5732,1.5922222222222222,A10,16881,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5732,1.5922222222222222,A11,15085,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5732,1.5922222222222222,A12,12521,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5732,1.5922222222222222,B8,22555,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5732,1.5922222222222222,B9,19041,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5732,1.5922222222222222,B10,16828,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5732,1.5922222222222222,B11,15028,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5732,1.5922222222222222,B12,13554,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5732,1.5922222222222222,C8,22677,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5732,1.5922222222222222,C9,18513,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5732,1.5922222222222222,C10,16886,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5732,1.5922222222222222,C11,15431,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5732,1.5922222222222222,C12,13282,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5792,1.6088888888888888,A8,22503,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5792,1.6088888888888888,A9,18937,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5792,1.6088888888888888,A10,16871,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5792,1.6088888888888888,A11,15002,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5792,1.6088888888888888,A12,12441,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5792,1.6088888888888888,B8,22645,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5792,1.6088888888888888,B9,18963,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5792,1.6088888888888888,B10,16823,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5792,1.6088888888888888,B11,14968,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
sybr,60,5792,1.6088888888888888,B12,13565,AFU,487,528,JS006,1,0,0,2,1,2,sybr60487528
sybr,60,5792,1.6088888888888888,C8,22606,AFU,487,528,JS006,1,0,0,0,1,3,sybr60487528
sybr,60,5792,1.6088888888888888,C9,18485,AFU,487,528,JS006,1,0,0,0.25,1,3,sybr60487528
sybr,60,5792,1.6088888888888888,C10,16863,AFU,487,528,JS006,1,0,0,0.5,1,3,sybr60487528
sybr,60,5792,1.6088888888888888,C11,15370,AFU,487,528,JS006,1,0,0,1,1,3,sybr60487528
sybr,60,5792,1.6088888888888888,C12,13275,AFU,487,528,JS006,1,0,0,2,1,3,sybr60487528
sybr,60,5852,1.6255555555555556,A8,22485,AFU,487,528,JS006,1,0,0,0,1,1,sybr60487528
sybr,60,5852,1.6255555555555556,A9,18939,AFU,487,528,JS006,1,0,0,0.25,1,1,sybr60487528
sybr,60,5852,1.6255555555555556,A10,16855,AFU,487,528,JS006,1,0,0,0.5,1,1,sybr60487528
sybr,60,5852,1.6255555555555556,A11,14972,AFU,487,528,JS006,1,0,0,1,1,1,sybr60487528
sybr,60,5852,1.6255555555555556,A12,12419,AFU,487,528,JS006,1,0,0,2,1,1,sybr60487528
sybr,60,5852,1.6255555555555556,B8,22566,AFU,487,528,JS006,1,0,0,0,1,2,sybr60487528
sybr,60,5852,1.6255555555555556,B9,18910,AFU,487,528,JS006,1,0,0,0.25,1,2,sybr60487528
sybr,60,5852,1.6255555555555556,B10,16833,AFU,487,528,JS006,1,0,0,0.5,1,2,sybr60487528
sybr,60,5852,1.6255555555555556,B11,14926,AFU,487,528,JS006,1,0,0,1,1,2,sybr60487528
