Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,col,iptg,sal,dnaseI,growth,weight,lysate_vol,dilution,rep,ChanStr
sybr,50,251,0.06972222222222223,C12,5604,AFU,487,528,JS006,1,0,0,0,1,190,570,250,3,sybr50487528
sybr,50,311,0.08638888888888889,A1,6834,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,1,sybr50487528
sybr,50,311,0.08638888888888889,A2,5929,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,50,1,sybr50487528
sybr,50,311,0.08638888888888889,A3,6036,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,250,1,sybr50487528
sybr,50,311,0.08638888888888889,A4,6536,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,1,sybr50487528
sybr,50,311,0.08638888888888889,A5,5979,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,50,1,sybr50487528
sybr,50,311,0.08638888888888889,A6,6177,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,250,1,sybr50487528
sybr,50,311,0.08638888888888889,A7,6917,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,1,sybr50487528
sybr,50,311,0.08638888888888889,A8,6155,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,50,1,sybr50487528
sybr,50,311,0.08638888888888889,A9,6214,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,250,1,sybr50487528
sybr,50,311,0.08638888888888889,A10,6868,AFU,487,528,JS006,1,0,0,0,1,190,570,10,1,sybr50487528
sybr,50,311,0.08638888888888889,A11,5981,AFU,487,528,JS006,1,0,0,0,1,190,570,50,1,sybr50487528
sybr,50,311,0.08638888888888889,A12,5856,AFU,487,528,JS006,1,0,0,0,1,190,570,250,1,sybr50487528
sybr,50,311,0.08638888888888889,B1,6828,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,10,2,sybr50487528
sybr,50,311,0.08638888888888889,B2,6008,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,50,2,sybr50487528
sybr,50,311,0.08638888888888889,B3,6259,AFU,487,528,split pir 2x bxb1,1,10,20,0,1,110,330,250,2,sybr50487528
sybr,50,311,0.08638888888888889,B4,6685,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,10,2,sybr50487528
sybr,50,311,0.08638888888888889,B5,6170,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,50,2,sybr50487528
sybr,50,311,0.08638888888888889,B6,5992,AFU,487,528,split pir 2x bxb1,2,10,20,0,1,50,150,250,2,sybr50487528
sybr,50,311,0.08638888888888889,B7,7000,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,10,2,sybr50487528
sybr,50,311,0.08638888888888889,B8,6148,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,50,2,sybr50487528
sybr,50,311,0.08638888888888889,B9,6187,AFU,487,528,split pir 2x bxb1,3,10,20,0,1,90,270,250,2,sybr50487528
sybr,50,311,0.08638888888888889,B10,6912,AFU,487,528,JS006,1,0,0,0,1,190,570,10,2,sybr50487528
