Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,kan,carb,spent_media,percent,rep,ChanStr
sfGFP,100,47345,13.151388888888889,D1,5669,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,D2,5296,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,D3,5211,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP100485515
sfGFP,100,47345,13.151388888888889,D4,9891,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,D5,9264,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,D6,10009,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP100485515
sfGFP,100,47345,13.151388888888889,E1,5531,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,E2,5386,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,E3,5413,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP100485515
sfGFP,100,47345,13.151388888888889,E4,10237,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,E5,9992,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,E6,10400,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP100485515
sfGFP,100,47345,13.151388888888889,F1,5818,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,F2,5680,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,F3,5649,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP100485515
sfGFP,100,47345,13.151388888888889,F4,11610,AFU,485,515,naive HCK,+,+,carb,10,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,F5,12517,AFU,485,515,naive HCK,+,+,carb,10,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,F6,13535,AFU,485,515,naive HCK,+,+,carb,10,3,sfGFP100485515
sfGFP,100,47345,13.151388888888889,G1,25394,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,G2,25249,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,G3,25858,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP100485515
sfGFP,100,47345,13.151388888888889,G4,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,G5,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,G6,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,47345,13.151388888888889,H1,23432,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,H2,22913,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,H3,23260,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,47345,13.151388888888889,H4,9430,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,47345,13.151388888888889,H5,9547,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,47345,13.151388888888889,H6,9916,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,A1,inf,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,A2,inf,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,A3,inf,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,A4,inf,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,A5,inf,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,A6,inf,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,B1,5786,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,B2,5756,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,B3,5609,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,B4,10000,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,B5,10441,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,B6,10602,AFU,485,515,naive HCK,+,+,-,0,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,C1,5430,AFU,485,515,naive HCA,+,+,kan,1,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,C2,5227,AFU,485,515,naive HCA,+,+,kan,1,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,C3,5203,AFU,485,515,naive HCA,+,+,kan,1,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,C4,9643,AFU,485,515,naive HCK,+,+,carb,1,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,C5,9481,AFU,485,515,naive HCK,+,+,carb,1,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,C6,9790,AFU,485,515,naive HCK,+,+,carb,1,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,D1,5808,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,D2,5261,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,D3,5140,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,D4,9933,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,D5,9406,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,D6,9917,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,E1,5658,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,E2,5503,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,E3,5360,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,E4,10240,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,E5,9995,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,E6,10323,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,F1,5778,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,F2,5584,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,F3,5710,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,F4,11793,AFU,485,515,naive HCK,+,+,carb,10,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,F5,12914,AFU,485,515,naive HCK,+,+,carb,10,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,F6,13806,AFU,485,515,naive HCK,+,+,carb,10,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,G1,25570,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,G2,24931,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,G3,25712,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,G4,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,G5,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,G6,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,H1,23541,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,H2,23207,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,H3,23588,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,47945,13.318055555555556,H4,9553,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,47945,13.318055555555556,H5,9599,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,47945,13.318055555555556,H6,9873,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,A1,inf,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,A2,inf,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,A3,inf,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,A4,inf,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,A5,inf,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,A6,inf,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,B1,5768,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,B2,5770,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,B3,5609,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,B4,9933,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,B5,10553,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,B6,10601,AFU,485,515,naive HCK,+,+,-,0,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,C1,5458,AFU,485,515,naive HCA,+,+,kan,1,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,C2,5256,AFU,485,515,naive HCA,+,+,kan,1,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,C3,5260,AFU,485,515,naive HCA,+,+,kan,1,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,C4,9560,AFU,485,515,naive HCK,+,+,carb,1,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,C5,9491,AFU,485,515,naive HCK,+,+,carb,1,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,C6,9964,AFU,485,515,naive HCK,+,+,carb,1,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,D1,5714,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,D2,5162,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,D3,5082,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,D4,9874,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,D5,9352,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,D6,9806,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,E1,5573,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,E2,5387,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,E3,5321,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,E4,10287,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,E5,10004,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,E6,10395,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,F1,5820,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,F2,5745,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,F3,5705,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,F4,12004,AFU,485,515,naive HCK,+,+,carb,10,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,F5,13472,AFU,485,515,naive HCK,+,+,carb,10,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,F6,14752,AFU,485,515,naive HCK,+,+,carb,10,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,G1,25610,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,G2,25150,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,G3,25768,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,G4,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,G5,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,G6,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,H1,23457,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,H2,23130,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,H3,23161,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,48545,13.484722222222222,H4,9487,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,48545,13.484722222222222,H5,9550,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,48545,13.484722222222222,H6,9742,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,A1,inf,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,A2,inf,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,A3,inf,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,A4,inf,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,A5,inf,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,A6,inf,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,B1,5772,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,B2,5800,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,B3,5599,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,B4,9989,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,B5,10447,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,B6,10504,AFU,485,515,naive HCK,+,+,-,0,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,C1,5440,AFU,485,515,naive HCA,+,+,kan,1,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,C2,5254,AFU,485,515,naive HCA,+,+,kan,1,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,C3,5211,AFU,485,515,naive HCA,+,+,kan,1,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,C4,9663,AFU,485,515,naive HCK,+,+,carb,1,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,C5,9509,AFU,485,515,naive HCK,+,+,carb,1,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,C6,9670,AFU,485,515,naive HCK,+,+,carb,1,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,D1,5639,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,D2,5206,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,D3,5245,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,D4,9963,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,D5,9462,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,D6,9957,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,E1,5703,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,E2,5409,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,E3,5323,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,E4,10143,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,E5,10009,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,E6,10543,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,F1,5851,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,F2,5644,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,F3,5654,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,F4,12285,AFU,485,515,naive HCK,+,+,carb,10,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,F5,13989,AFU,485,515,naive HCK,+,+,carb,10,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,F6,15297,AFU,485,515,naive HCK,+,+,carb,10,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,G1,25593,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,G2,25034,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,G3,26057,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,G4,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,G5,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,G6,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,H1,23374,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,H2,23202,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,H3,23329,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,49145,13.651388888888889,H4,9468,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,49145,13.651388888888889,H5,9567,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,49145,13.651388888888889,H6,9909,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,A1,inf,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,A2,inf,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,A3,inf,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,A4,inf,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,A5,inf,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,A6,inf,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,B1,5784,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,B2,5791,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,B3,5718,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,B4,9876,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,B5,10430,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,B6,10551,AFU,485,515,naive HCK,+,+,-,0,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,C1,5463,AFU,485,515,naive HCA,+,+,kan,1,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,C2,5200,AFU,485,515,naive HCA,+,+,kan,1,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,C3,5226,AFU,485,515,naive HCA,+,+,kan,1,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,C4,9571,AFU,485,515,naive HCK,+,+,carb,1,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,C5,9461,AFU,485,515,naive HCK,+,+,carb,1,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,C6,10103,AFU,485,515,naive HCK,+,+,carb,1,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,D1,5606,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,D2,5322,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,D3,5128,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,D4,9872,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,D5,9229,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,D6,9939,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,E1,5591,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,E2,5381,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,E3,5347,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,E4,10298,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,E5,10080,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,E6,10339,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,F1,5820,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,F2,5699,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,F3,5610,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,F4,12884,AFU,485,515,naive HCK,+,+,carb,10,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,F5,14907,AFU,485,515,naive HCK,+,+,carb,10,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,F6,16495,AFU,485,515,naive HCK,+,+,carb,10,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,G1,25667,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,G2,25079,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,G3,25977,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,G4,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,G5,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,G6,inf,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,H1,23863,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,H2,23513,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,H3,23473,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,49745,13.818055555555556,H4,9429,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,49745,13.818055555555556,H5,9640,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,49745,13.818055555555556,H6,9966,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,50345,13.984722222222222,A1,inf,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP100485515
sfGFP,100,50345,13.984722222222222,A2,inf,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP100485515
sfGFP,100,50345,13.984722222222222,A3,inf,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP100485515
sfGFP,100,50345,13.984722222222222,A4,inf,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP100485515
sfGFP,100,50345,13.984722222222222,A5,inf,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP100485515
sfGFP,100,50345,13.984722222222222,A6,inf,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP100485515
sfGFP,100,50345,13.984722222222222,B1,5731,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP100485515
sfGFP,100,50345,13.984722222222222,B2,5804,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP100485515
sfGFP,100,50345,13.984722222222222,B3,5615,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP100485515
sfGFP,100,50345,13.984722222222222,B4,9896,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP100485515
sfGFP,100,50345,13.984722222222222,B5,10417,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP100485515
