Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,kan,carb,spent_media,percent,rep,ChanStr
sfGFP,61,28118,7.810555555555555,G2,625,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,28118,7.810555555555555,G3,653,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,28118,7.810555555555555,G4,19965,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,28118,7.810555555555555,G5,19856,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,28118,7.810555555555555,G6,19681,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,28118,7.810555555555555,H1,585,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,28118,7.810555555555555,H2,577,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,28118,7.810555555555555,H3,582,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,28118,7.810555555555555,H4,241,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,28118,7.810555555555555,H5,245,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,28118,7.810555555555555,H6,248,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,A1,21603,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,A2,21237,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,A3,21178,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,A4,20638,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,A5,20444,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,A6,20292,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,B1,154,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,B2,162,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,B3,158,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,B4,260,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,B5,274,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,B6,281,AFU,485,515,naive HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,C1,145,AFU,485,515,naive HCA,+,+,kan,1,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,C2,144,AFU,485,515,naive HCA,+,+,kan,1,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,C3,157,AFU,485,515,naive HCA,+,+,kan,1,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,C4,264,AFU,485,515,naive HCK,+,+,carb,1,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,C5,254,AFU,485,515,naive HCK,+,+,carb,1,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,C6,264,AFU,485,515,naive HCK,+,+,carb,1,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,D1,168,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,D2,159,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,D3,149,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,D4,269,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,D5,251,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,D6,269,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,E1,155,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,E2,142,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,E3,150,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,E4,271,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,E5,274,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,E6,278,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,F1,158,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,F2,144,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,F3,149,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,F4,293,AFU,485,515,naive HCK,+,+,carb,10,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,F5,300,AFU,485,515,naive HCK,+,+,carb,10,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,F6,292,AFU,485,515,naive HCK,+,+,carb,10,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,G1,661,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,G2,636,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,G3,672,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,G4,20721,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,G5,20494,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,G6,20273,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,H1,590,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,H2,587,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,H3,597,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,28718,7.977222222222222,H4,251,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,28718,7.977222222222222,H5,255,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,28718,7.977222222222222,H6,253,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,A1,22180,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,A2,21809,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,A3,21623,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,A4,20953,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,A5,20782,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,A6,20919,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,B1,157,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,B2,161,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,B3,147,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,B4,257,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,B5,272,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,B6,278,AFU,485,515,naive HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,C1,148,AFU,485,515,naive HCA,+,+,kan,1,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,C2,148,AFU,485,515,naive HCA,+,+,kan,1,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,C3,145,AFU,485,515,naive HCA,+,+,kan,1,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,C4,257,AFU,485,515,naive HCK,+,+,carb,1,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,C5,262,AFU,485,515,naive HCK,+,+,carb,1,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,C6,259,AFU,485,515,naive HCK,+,+,carb,1,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,D1,150,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,D2,153,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,D3,147,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,D4,271,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,D5,259,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,D6,266,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,E1,155,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,E2,145,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,E3,142,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,E4,280,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,E5,269,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,E6,274,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,F1,160,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,F2,165,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,F3,150,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,F4,303,AFU,485,515,naive HCK,+,+,carb,10,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,F5,290,AFU,485,515,naive HCK,+,+,carb,10,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,F6,299,AFU,485,515,naive HCK,+,+,carb,10,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,G1,655,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,G2,652,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,G3,665,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,G4,21073,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,G5,20890,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,G6,20811,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,H1,606,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,H2,613,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,H3,603,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,29318,8.143888888888888,H4,245,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,29318,8.143888888888888,H5,249,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,29318,8.143888888888888,H6,257,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,A1,22667,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,A2,22335,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,A3,22044,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,A4,21191,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,A5,21182,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,A6,21405,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,B1,154,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,B2,161,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,B3,166,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,B4,273,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,B5,277,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,B6,282,AFU,485,515,naive HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,C1,143,AFU,485,515,naive HCA,+,+,kan,1,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,C2,150,AFU,485,515,naive HCA,+,+,kan,1,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,C3,134,AFU,485,515,naive HCA,+,+,kan,1,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,C4,261,AFU,485,515,naive HCK,+,+,carb,1,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,C5,251,AFU,485,515,naive HCK,+,+,carb,1,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,C6,254,AFU,485,515,naive HCK,+,+,carb,1,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,D1,166,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,D2,138,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,D3,156,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,D4,267,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,D5,252,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,D6,264,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,E1,155,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,E2,155,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,E3,147,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,E4,276,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,E5,267,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,E6,265,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,F1,159,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,F2,161,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,F3,161,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,F4,300,AFU,485,515,naive HCK,+,+,carb,10,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,F5,298,AFU,485,515,naive HCK,+,+,carb,10,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,F6,302,AFU,485,515,naive HCK,+,+,carb,10,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,G1,665,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,G2,644,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,G3,679,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,G4,21561,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,G5,21585,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,G6,21430,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,H1,612,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,H2,599,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,H3,603,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,29918,8.310555555555556,H4,259,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,29918,8.310555555555556,H5,251,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,29918,8.310555555555556,H6,258,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,A1,23181,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,A2,22973,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,A3,22417,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,A4,21504,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,A5,21828,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,A6,21901,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,B1,165,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,B2,171,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,B3,155,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,B4,273,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,B5,283,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,B6,273,AFU,485,515,naive HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,C1,145,AFU,485,515,naive HCA,+,+,kan,1,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,C2,151,AFU,485,515,naive HCA,+,+,kan,1,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,C3,147,AFU,485,515,naive HCA,+,+,kan,1,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,C4,274,AFU,485,515,naive HCK,+,+,carb,1,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,C5,251,AFU,485,515,naive HCK,+,+,carb,1,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,C6,267,AFU,485,515,naive HCK,+,+,carb,1,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,D1,158,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,D2,152,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,D3,149,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,D4,275,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,D5,262,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,D6,277,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,E1,163,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,E2,139,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,E3,142,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,E4,284,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,E5,274,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,E6,275,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,F1,178,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,F2,157,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,F3,162,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,F4,309,AFU,485,515,naive HCK,+,+,carb,10,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,F5,298,AFU,485,515,naive HCK,+,+,carb,10,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,F6,308,AFU,485,515,naive HCK,+,+,carb,10,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,G1,668,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,G2,672,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,G3,671,AFU,485,515,naive HCA + JS006 HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,G4,22026,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,G5,21958,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,G6,21690,AFU,485,515,naive HCK + JS006 HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,H1,622,AFU,485,515,JS006 HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,H2,607,AFU,485,515,JS006 HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,H3,604,AFU,485,515,JS006 HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,30518,8.477222222222222,H4,248,AFU,485,515,JS006 HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,30518,8.477222222222222,H5,252,AFU,485,515,JS006 HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,30518,8.477222222222222,H6,250,AFU,485,515,JS006 HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,A1,23520,AFU,485,515,naive HCA,-,+,-,0,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,A2,23607,AFU,485,515,naive HCA,-,+,-,0,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,A3,23084,AFU,485,515,naive HCA,-,+,-,0,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,A4,22037,AFU,485,515,naive HCK,+,-,-,0,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,A5,22077,AFU,485,515,naive HCK,+,-,-,0,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,A6,22291,AFU,485,515,naive HCK,+,-,-,0,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,B1,165,AFU,485,515,naive HCA,+,+,-,0,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,B2,162,AFU,485,515,naive HCA,+,+,-,0,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,B3,150,AFU,485,515,naive HCA,+,+,-,0,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,B4,270,AFU,485,515,naive HCK,+,+,-,0,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,B5,277,AFU,485,515,naive HCK,+,+,-,0,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,B6,270,AFU,485,515,naive HCK,+,+,-,0,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,C1,148,AFU,485,515,naive HCA,+,+,kan,1,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,C2,148,AFU,485,515,naive HCA,+,+,kan,1,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,C3,147,AFU,485,515,naive HCA,+,+,kan,1,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,C4,255,AFU,485,515,naive HCK,+,+,carb,1,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,C5,267,AFU,485,515,naive HCK,+,+,carb,1,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,C6,260,AFU,485,515,naive HCK,+,+,carb,1,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,D1,159,AFU,485,515,naive HCA,+,+,kan,2,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,D2,154,AFU,485,515,naive HCA,+,+,kan,2,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,D3,157,AFU,485,515,naive HCA,+,+,kan,2,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,D4,274,AFU,485,515,naive HCK,+,+,carb,2,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,D5,271,AFU,485,515,naive HCK,+,+,carb,2,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,D6,269,AFU,485,515,naive HCK,+,+,carb,2,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,E1,151,AFU,485,515,naive HCA,+,+,kan,5,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,E2,142,AFU,485,515,naive HCA,+,+,kan,5,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,E3,141,AFU,485,515,naive HCA,+,+,kan,5,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,E4,273,AFU,485,515,naive HCK,+,+,carb,5,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,E5,274,AFU,485,515,naive HCK,+,+,carb,5,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,E6,278,AFU,485,515,naive HCK,+,+,carb,5,3,sfGFP61485515
sfGFP,61,31118,8.643888888888888,F1,165,AFU,485,515,naive HCA,+,+,kan,10,1,sfGFP61485515
sfGFP,61,31118,8.643888888888888,F2,151,AFU,485,515,naive HCA,+,+,kan,10,2,sfGFP61485515
sfGFP,61,31118,8.643888888888888,F3,157,AFU,485,515,naive HCA,+,+,kan,10,3,sfGFP61485515
