row,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,read
G,1.316,1.083,1.298,0.989,1.329,0.958,0.052,0.772,0.053,0.7,0.655,0.251,1.086,1.049,1.259,1.038,1.295,1.042,0.059,0.221,0.074,0.11,0.067,0.435,OD700_1:700
G,19682,14934,18865,13868,19066,12872,489,4568,520,3644,2461,1694,13662,15195,19028,14809,18563,14019,195,2042,368,416,391,8050,"sfGFP_2:485,515"
G,415,219,397,198,393,184,5,113,6,110,545,13,383,222,441,211,432,203,8,16,11,2,17,47,"mScarlet_1_2:565,595"
G,11956,6363,11570,5748,11399,5301,190,3323,187,3184,15919,434,11155,6492,12822,6201,12593,6032,165,364,326,138,489,1356,"mScarlet_2_2:565,595"
G,1.313,1.077,1.26,0.984,1.322,0.949,0.052,0.775,0.052,0.694,0.64,0.261,1.083,1.044,1.248,1.021,1.287,1.028,0.059,0.228,0.077,0.109,0.067,0.446,OD700_2:700
H,18361,16454,17208,11846,14958,10796,517,3744,543,966,1919,503,6138,10204,16810,10268,17222,10276,273,217,236,187,370,1057,"sfGFP_1:485,515"
H,320,184,298,143,256,136,1,18,5,7,748,8,221,131,273,128,315,133,8,3,6,2,9,10,"mScarlet_1_1:565,595"
H,9375,5435,8702,4214,7489,4010,126,584,133,256,22006,190,6515,3876,8085,3819,9227,3927,283,151,135,101,324,207,"mScarlet_2_1:565,595"
H,1.16,1.054,1.162,0.893,1.134,0.898,0.052,0.344,0.052,0.166,1.105,0.1,1.056,0.958,1.044,0.924,1.059,0.949,0.061,0.044,0.053,0.044,0.055,0.128,OD700_1:700
H,18548,16470,17533,11936,15313,11034,514,3887,546,1018,1965,515,6307,10404,17151,10527,17549,10541,280,215,240,184,372,1097,"sfGFP_2:485,515"
H,317,184,298,144,250,138,8,21,6,8,759,6,219,133,276,132,312,136,12,6,6,5,8,6,"mScarlet_1_2:565,595"
H,9240,5356,8613,4197,7367,4038,134,570,139,262,22262,190,6407,3904,8016,3861,9118,3977,287,160,141,104,328,212,"mScarlet_2_2:565,595"
H,1.158,1.021,1.13,0.863,1.106,0.884,0.052,0.341,0.052,0.169,1.105,0.103,1.045,0.955,1.037,0.922,1.049,0.945,0.063,0.044,0.054,0.044,0.056,0.131,OD700_2:700
I,325,305,274,272,260,266,907,341,855,348,930,350,309,360,320,358,454,362,538,452,586,463,565,472,"sfGFP_1:485,515"
I,545,509,491,551,439,610,4901,2758,4445,2605,4585,2544,410,558,365,592,388,395,4391,1399,4508,1200,4432,1101,"mScarlet_1_1:565,595"
I,16064,14900,14567,16159,12879,17810,OVRFLW,80527,OVRFLW,76677,OVRFLW,74707,12046,16388,10752,17442,11315,11705,OVRFLW,41358,OVRFLW,35376,OVRFLW,32325,"mScarlet_2_1:565,595"
I,1.559,1.509,1.173,1.521,1.55,1.55,1.405,1.588,1.392,1.585,1.41,1.611,1.568,1.555,1.501,1.564,1.506,1.532,1.46,1.545,1.47,1.542,1.466,1.486,OD700_1:700
I,324,301,273,271,257,262,922,336,872,345,947,342,310,361,322,355,459,364,547,453,589,462,561,470,"sfGFP_2:485,515"
I,545,508,478,542,439,597,4865,2734,4431,2611,4534,2560,409,556,369,585,387,395,4342,1441,4447,1213,4340,1106,"mScarlet_1_2:565,595"
I,16006,14736,13980,15883,12806,17407,OVRFLW,78590,OVRFLW,75995,OVRFLW,74217,11972,16204,10785,17055,11276,11632,OVRFLW,41985,OVRFLW,35316,OVRFLW,32441,"mScarlet_2_2:565,595"
I,1.548,1.5,1.161,1.512,1.541,1.548,1.397,1.58,1.379,1.575,1.387,1.604,1.56,1.548,1.493,1.559,1.498,1.534,1.45,1.538,1.454,1.538,1.451,1.47,OD700_2:700
J,11664,11529,18761,12035,15583,12184,1027,14628,985,13831,1147,14348,14096,10533,13426,10225,8631,10927,685,15717,654,15286,1471,14777,"sfGFP_1:485,515"
J,316,218,109,197,212,226,67,323,51,323,52,288,213,285,237,290,320,294,41,646,43,685,52,735,"mScarlet_1_1:565,595"
J,9225,6427,3203,5773,6284,6646,1956,9482,1441,9511,1487,8440,6274,8419,6909,8530,9433,8668,1226,18916,1189,20126,1566,21619,"mScarlet_2_1:565,595"
J,1.378,1.46,1.087,1.399,1.422,1.48,0.102,1.412,0.097,1.375,0.124,1.405,1.3,1.454,1.406,1.436,1.353,1.436,0.359,1.339,0.267,1.348,0.471,1.339,OD700_1:700
J,11816,11729,19150,12262,15932,12379,1026,14950,982,14155,1150,14733,14415,10686,13741,10376,8841,10964,721,16089,658,15469,1604,14965,"sfGFP_2:485,515"
J,311,215,105,196,212,227,71,325,52,325,56,289,213,290,236,292,321,290,42,648,43,686,57,733,"mScarlet_1_2:565,595"
J,9156,6339,3091,5712,6180,6686,2069,9476,1585,9474,1577,8472,6209,8415,6885,8468,9374,8560,1228,18838,1227,20068,1601,21447,"mScarlet_2_2:565,595"
J,1.372,1.458,1.073,1.396,1.418,1.472,0.101,1.401,0.098,1.363,0.124,1.393,1.283,1.44,1.396,1.427,1.344,1.417,0.365,1.321,0.278,1.325,0.471,1.328,OD700_2:700
K,15095,15953,17844,15146,17241,15124,1004,9601,943,8009,1111,7383,15051,13548,15208,13653,9359,13623,3914,10798,432,12917,7064,14373,"sfGFP_1:485,515"
K,138,111,30,75,63,67,16,35,10,27,12,24,71,99,81,105,181,104,509,52,9,82,731,98,"mScarlet_1_1:565,595"
K,4013,3216,855,2202,1855,1978,446,1007,250,824,328,689,2022,2909,2424,3066,5322,3133,14906,1593,335,2383,21495,2881,"mScarlet_2_1:565,595"
K,1.264,1.359,1.036,1.26,1.352,1.26,0.089,1.037,0.088,0.969,0.12,0.94,1.166,1.269,1.199,1.319,1.077,1.22,0.684,1.016,0.153,1.083,0.861,1.135,OD700_1:700
K,15444,16138,18156,15382,17677,15468,1007,9984,946,8327,1111,7699,15416,13911,15576,14074,9662,14025,4105,11146,432,13357,7249,14814,"sfGFP_2:485,515"
K,135,108,27,75,62,65,15,34,9,28,13,25,69,96,82,103,178,111,508,56,11,82,740,97,"mScarlet_1_2:565,595"
K,3923,3180,830,2205,1824,1967,465,1002,268,811,355,679,1966,2880,2357,3040,5206,3121,14984,1575,350,2366,21631,2858,"mScarlet_2_2:565,595"
K,1.258,1.339,1.014,1.236,1.346,1.242,0.09,1.027,0.089,0.96,0.121,0.923,1.152,1.259,1.18,1.309,1.065,1.204,0.681,1.008,0.166,1.081,0.859,1.124,OD700_2:700
L,13265,11490,15884,10479,15392,9217,995,890,938,846,1104,884,11475,7487,12184,7661,3839,8686,9723,637,540,775,3462,729,"sfGFP_1:485,515"
L,34,22,11,21,24,18,4,8,4,5,7,7,17,26,19,23,58,23,445,31,30,34,868,9,"mScarlet_1_1:565,595"
L,1021,620,427,580,619,540,158,227,129,182,179,147,506,761,567,713,1602,795,13199,964,831,1025,25361,284,"mScarlet_2_1:565,595"
L,1.173,1.145,1.011,1.095,1.267,1.039,0.092,0.174,0.09,0.198,0.123,0.142,0.988,0.885,1.023,0.915,0.725,0.948,0.968,0.36,0.279,0.4,0.66,0.241,OD700_1:700
L,13626,11685,16113,10724,15718,9496,991,884,945,838,1105,875,11813,7814,12511,7986,4013,9026,10048,658,581,818,3664,749,"sfGFP_2:485,515"
L,33,21,10,23,24,20,5,8,2,7,6,8,16,29,20,23,57,28,449,32,31,37,876,10,"mScarlet_1_2:565,595"
L,999,615,416,561,611,520,152,235,131,189,185,145,490,766,552,708,1609,795,13141,1001,874,1047,25569,295,"mScarlet_2_2:565,595"
L,1.162,1.107,1.006,1.064,1.253,1.03,0.092,0.188,0.091,0.206,0.124,0.145,0.974,0.882,1.015,0.908,0.716,0.945,0.959,0.372,0.293,0.412,0.657,0.243,OD700_2:700
M,311,300,286,282,295,274,553,364,546,353,548,344,338,349,349,348,428,355,517,436,552,442,516,445,"sfGFP_1:485,515"
M,560,623,466,379,429,607,4928,1670,4644,1552,4583,1447,393,467,401,449,404,516,4282,1535,4726,1164,4223,999,"mScarlet_1_1:565,595"
M,16422,18266,13733,11133,12535,17714,OVRFLW,49246,OVRFLW,45735,OVRFLW,42538,11492,13754,11829,13176,11841,15186,OVRFLW,45353,OVRFLW,34212,OVRFLW,29303,"mScarlet_2_1:565,595"
M,1.572,1.518,1.141,1.476,1.569,1.523,1.377,1.512,1.355,1.531,1.353,1.497,1.523,1.512,1.513,1.514,1.464,1.521,1.447,1.517,1.408,1.503,1.424,1.432,OD700_1:700
M,306,302,284,281,300,276,550,363,548,353,546,342,338,352,352,350,431,354,523,432,565,440,519,442,"sfGFP_2:485,515"
M,556,599,460,379,424,593,4844,1686,4580,1564,4505,1458,390,471,400,447,401,513,4225,1557,4627,1159,4109,993,"mScarlet_1_2:565,595"
M,16241,17464,13185,11143,12454,17021,OVRFLW,49464,OVRFLW,45779,OVRFLW,42421,11342,13642,11697,13160,11651,14886,OVRFLW,45397,OVRFLW,34068,OVRFLW,29050,"mScarlet_2_2:565,595"
M,1.562,1.507,1.134,1.458,1.556,1.514,1.362,1.506,1.343,1.526,1.33,1.493,1.507,1.499,1.5,1.507,1.448,1.518,1.437,1.503,1.388,1.49,1.411,1.423,OD700_2:700
N,10330,8825,18630,9981,13276,10892,933,17593,737,18222,876,18504,13843,10258,12686,9105,9525,9320,4980,17333,4920,15334,8505,15187,"sfGFP_1:485,515"
N,480,337,295,284,373,326,56,547,46,514,52,539,398,339,394,394,392,279,52,496,64,545,74,518,"mScarlet_1_1:565,595"
N,13999,9947,8680,8397,11039,9550,1642,15878,1347,15140,1602,15859,11671,9876,11548,11529,11524,8296,1513,14554,1897,15976,2065,15261,"mScarlet_2_1:565,595"
N,1.448,1.42,0.99,1.396,1.396,1.434,0.165,1.31,0.112,1.323,0.138,1.342,1.395,1.437,1.361,1.431,1.332,1.421,0.323,1.312,0.347,1.347,0.414,1.347,OD700_1:700
N,10432,8869,19189,10026,13442,10976,968,17935,752,18579,898,18812,14033,10361,12804,9180,9677,9375,5187,17594,5123,15454,8765,15226,"sfGFP_2:485,515"
N,467,330,291,286,371,321,58,546,49,518,55,539,392,339,390,391,391,280,52,496,67,545,71,522,"mScarlet_1_2:565,595"
N,13731,9748,8407,8278,10860,9362,1712,15866,1417,15062,1674,15695,11467,9925,11408,11372,11396,8246,1538,14563,1955,15976,2047,15186,"mScarlet_2_2:565,595"
N,1.447,1.406,0.979,1.386,1.386,1.42,0.169,1.31,0.116,1.324,0.143,1.324,1.381,1.421,1.347,1.414,1.317,1.415,0.325,1.298,0.356,1.33,0.41,1.332,OD700_2:700
O,15540,15175,16050,16208,18244,17106,436,18081,410,16489,473,16750,18140,16574,18598,15745,14124,14797,244,13349,418,16685,548,17929,"sfGFP_1:485,515"
O,491,293,184,220,369,233,10,161,9,113,10,114,405,230,426,219,422,221,11,54,26,167,9,199,"mScarlet_1_1:565,595"
O,14227,8565,5249,6559,10850,6895,286,4728,261,3303,367,3305,11755,6703,12489,6350,12433,6404,286,1644,715,4894,238,5729,"mScarlet_2_1:565,595"
O,1.402,1.41,0.887,1.333,1.315,1.366,0.052,1.024,0.056,0.984,0.054,0.985,1.25,1.316,1.275,1.298,1.197,1.296,0.048,0.767,0.265,0.978,0.074,1.054,OD700_1:700
O,15713,15319,16458,16360,18516,17220,437,18477,408,16982,467,17197,18381,16769,18864,16002,14371,14943,247,13746,422,17025,556,18238,"sfGFP_2:485,515"
O,476,288,176,221,359,232,8,159,11,113,14,111,399,225,417,217,418,220,12,56,25,164,6,193,"mScarlet_1_2:565,595"
O,13980,8412,5183,6439,10601,6708,290,4752,270,3300,378,3272,11556,6639,12232,6249,12223,6363,294,1644,731,4851,234,5642,"mScarlet_2_2:565,595"
O,1.399,1.394,0.883,1.322,1.302,1.358,0.052,1.02,0.057,0.982,0.054,0.985,1.237,1.303,1.262,1.277,1.187,1.278,0.048,0.763,0.277,0.974,0.075,1.045,OD700_2:700
P,17423,20832,5870,19092,17607,19163,391,1198,404,1713,435,1207,14146,18507,16363,18405,5677,19172,191,606,311,616,436,780,"sfGFP_1:485,515"
P,452,165,134,132,307,153,5,7,9,10,8,7,265,165,291,139,275,140,7,11,10,5,10,9,"mScarlet_1_1:565,595"
P,13202,4870,3980,3879,8897,4357,125,219,129,282,136,231,7734,4796,8568,4050,7916,4077,138,163,272,181,340,180,"mScarlet_2_1:565,595"
P,1.282,1.318,0.786,1.245,1.204,1.289,0.048,0.163,0.05,0.298,0.05,0.163,1.074,1.161,1.091,1.162,1.195,1.161,0.044,0.117,0.062,0.087,0.086,0.114,OD700_1:700
P,17640,21002,5972,19342,17951,19411,391,1253,399,1808,433,1251,14361,18896,16575,18707,5765,19544,188,617,323,625,452,797,"sfGFP_2:485,515"
P,443,163,133,132,300,146,1,5,7,6,6,11,259,158,282,137,267,137,5,9,9,6,13,6,"mScarlet_1_2:565,595"
P,12953,4735,3862,3790,8704,4299,125,225,134,286,136,234,7523,4710,8313,3977,7772,4022,140,171,274,191,374,198,"mScarlet_2_2:565,595"
P,1.276,1.3,0.751,1.239,1.198,1.28,0.048,0.167,0.05,0.309,0.05,0.167,1.07,1.154,1.094,1.163,1.19,1.159,0.044,0.119,0.065,0.088,0.091,0.116,OD700_2:700
