,strain,sal,las,iptg,chlor,cole1,plate,measurement,std
332,1x diff 2x bxb1,20,0.01,50,+,carb,13,861.3125,32.358414118830275
333,1x diff 2x bxb1,20,0.01,50,+,carb,14,813.875,76.94374104314322
334,1x diff 2x bxb1,20,0.01,50,+,carb,15,895.6875,15.76374117125392
335,1x diff 2x bxb1,20,0.01,50,+,carb,16,640.0,37.294197174053004
336,1x diff 2x bxb1,20,0.01,50,+,kan,1,360.375,27.023468636406704
337,1x diff 2x bxb1,20,0.01,50,+,kan,2,332.0625,18.815718163280405
338,1x diff 2x bxb1,20,0.01,50,+,kan,3,322.1875,28.43656788111292
339,1x diff 2x bxb1,20,0.01,50,+,kan,4,241.1875,13.863975671811156
340,1x diff 2x bxb1,20,0.01,50,+,kan,5,310.625,30.973202703535296
341,1x diff 2x bxb1,20,0.01,50,+,kan,6,229.5625,22.728895234292164
342,1x diff 2x bxb1,20,0.01,50,+,kan,7,320.0,47.619773803986696
343,1x diff 2x bxb1,20,0.01,50,+,kan,8,336.1875,56.65682249927439
344,1x diff 2x bxb1,20,0.01,50,+,kan,9,360.5625,76.55177403001748
345,1x diff 2x bxb1,20,0.01,50,+,kan,10,384.125,100.1747580124711
346,1x diff 2x bxb1,20,0.01,50,+,kan,11,531.375,101.05470583514938
347,1x diff 2x bxb1,20,0.01,50,+,kan,12,571.875,66.71246938488017
348,1x diff 2x bxb1,20,0.01,50,+,kan,13,803.3125,41.45732530480676
349,1x diff 2x bxb1,20,0.01,50,+,kan,14,804.0,18.273712579237195
350,1x diff 2x bxb1,20,0.01,50,+,kan,15,844.5,7.166389806390838
351,1x diff 2x bxb1,20,0.01,50,+,kan,16,555.1875,23.92538624856153
352,1x diff 2x bxb1,20,0.01,50,-,carb,1,547.1875,30.338492169896238
353,1x diff 2x bxb1,20,0.01,50,-,carb,2,361.4375,39.67226226038973
354,1x diff 2x bxb1,20,0.01,50,-,carb,3,311.25,25.67099530598687
355,1x diff 2x bxb1,20,0.01,50,-,carb,4,291.0,40.26696625558687
356,1x diff 2x bxb1,20,0.01,50,-,carb,5,347.0625,48.74748161993309
357,1x diff 2x bxb1,20,0.01,50,-,carb,6,199.375,40.51609027816692
358,1x diff 2x bxb1,20,0.01,50,-,carb,7,141.6875,31.72531380009165
359,1x diff 2x bxb1,20,0.01,50,-,carb,8,110.0,18.39254507363552
360,1x diff 2x bxb1,20,0.01,50,-,carb,9,364.875,133.93835202382155
361,1x diff 2x bxb1,20,0.01,50,-,carb,10,620.3125,169.10435018059115
362,1x diff 2x bxb1,20,0.01,50,-,carb,11,774.0,32.940422410336964
363,1x diff 2x bxb1,20,0.01,50,-,carb,12,772.0625,31.49539365412935
364,1x diff 2x bxb1,20,0.01,50,-,carb,13,748.375,31.181210001262887
365,1x diff 2x bxb1,20,0.01,50,-,carb,14,818.3125,29.70201712726884
366,1x diff 2x bxb1,20,0.01,50,-,carb,15,773.3125,28.84433281797806
367,1x diff 2x bxb1,20,0.01,50,-,carb,16,716.9375,71.43800384149282
368,1x diff 2x bxb1,20,0.01,50,-,kan,1,465.6875,59.51886705670974
369,1x diff 2x bxb1,20,0.01,50,-,kan,2,397.5625,48.373131193138335
370,1x diff 2x bxb1,20,0.01,50,-,kan,3,235.875,25.929506083114767
371,1x diff 2x bxb1,20,0.01,50,-,kan,4,259.1875,23.06038269413585
372,1x diff 2x bxb1,20,0.01,50,-,kan,5,332.9375,19.98112949045388
373,1x diff 2x bxb1,20,0.01,50,-,kan,6,277.5625,14.301442234963575
374,1x diff 2x bxb1,20,0.01,50,-,kan,7,364.5,63.19866635120893
375,1x diff 2x bxb1,20,0.01,50,-,kan,8,464.5625,64.4639641859809
376,1x diff 2x bxb1,20,0.01,50,-,kan,9,691.75,63.47440429023339
377,1x diff 2x bxb1,20,0.01,50,-,kan,10,717.875,57.686189235998484
378,1x diff 2x bxb1,20,0.01,50,-,kan,11,658.5625,55.34723989762917
379,1x diff 2x bxb1,20,0.01,50,-,kan,12,388.9375,26.56183822705048
380,1x diff 2x bxb1,20,0.01,50,-,kan,13,490.125,33.054878611182346
381,1x diff 2x bxb1,20,0.01,50,-,kan,14,760.5625,54.27867083065739
382,1x diff 2x bxb1,20,0.01,50,-,kan,15,704.0,51.404557885741724
383,1x diff 2x bxb1,20,0.01,50,-,kan,16,696.8125,56.169346940429044
384,1x diff 2x bxb1,30,0.01,10,+,carb,1,301.1875,35.30372046359179
385,1x diff 2x bxb1,30,0.01,10,+,carb,2,108.5,15.13274595042156
386,1x diff 2x bxb1,30,0.01,10,+,carb,3,44.25,10.014275524755364
387,1x diff 2x bxb1,30,0.01,10,+,carb,4,66.5,6.803360514166091
388,1x diff 2x bxb1,30,0.01,10,+,carb,5,286.4375,72.06070729401902
389,1x diff 2x bxb1,30,0.01,10,+,carb,6,479.5625,76.86278939029694
390,1x diff 2x bxb1,30,0.01,10,+,carb,7,755.0625,30.95207989780332
391,1x diff 2x bxb1,30,0.01,10,+,carb,8,823.625,15.28946883128567
392,1x diff 2x bxb1,30,0.01,10,+,carb,9,845.3125,15.296912620338972
393,1x diff 2x bxb1,30,0.01,10,+,carb,10,719.5625,90.19757579099024
394,1x diff 2x bxb1,30,0.01,10,+,carb,11,772.25,63.63343685291786
395,1x diff 2x bxb1,30,0.01,10,+,carb,12,829.9375,12.491246935354367
396,1x diff 2x bxb1,30,0.01,10,+,carb,13,865.0,12.478553029669984
397,1x diff 2x bxb1,30,0.01,10,+,carb,14,847.25,29.771750752301138
398,1x diff 2x bxb1,30,0.01,10,+,carb,15,869.375,11.372743104206895
399,1x diff 2x bxb1,30,0.01,10,+,carb,16,624.8125,39.00635250461502
400,1x diff 2x bxb1,30,0.01,10,+,kan,1,281.9375,34.29227057849292
401,1x diff 2x bxb1,30,0.01,10,+,kan,2,119.1875,18.267726224918402
402,1x diff 2x bxb1,30,0.01,10,+,kan,3,58.3125,6.870940359846784
403,1x diff 2x bxb1,30,0.01,10,+,kan,4,80.375,8.522030274529657
404,1x diff 2x bxb1,30,0.01,10,+,kan,5,279.4375,75.97482548280618
405,1x diff 2x bxb1,30,0.01,10,+,kan,6,437.625,79.88730902250461
406,1x diff 2x bxb1,30,0.01,10,+,kan,7,713.1875,49.339883533940935
407,1x diff 2x bxb1,30,0.01,10,+,kan,8,761.1875,55.30043754670609
408,1x diff 2x bxb1,30,0.01,10,+,kan,9,826.6875,20.264214587719486
409,1x diff 2x bxb1,30,0.01,10,+,kan,10,772.6875,96.9030950043835
410,1x diff 2x bxb1,30,0.01,10,+,kan,11,753.5625,72.44132477884625
411,1x diff 2x bxb1,30,0.01,10,+,kan,12,732.3125,65.80161607872127
412,1x diff 2x bxb1,30,0.01,10,+,kan,13,853.375,13.10329838519402
413,1x diff 2x bxb1,30,0.01,10,+,kan,14,836.375,20.900700603431602
414,1x diff 2x bxb1,30,0.01,10,+,kan,15,866.6875,20.982879926263674
415,1x diff 2x bxb1,30,0.01,10,+,kan,16,590.5,26.86739925741126
416,1x diff 2x bxb1,30,0.01,10,-,carb,1,416.5625,25.536301192056563
417,1x diff 2x bxb1,30,0.01,10,-,carb,2,83.375,5.829420456369817
418,1x diff 2x bxb1,30,0.01,10,-,carb,3,10.1875,1.2229209763045665
419,1x diff 2x bxb1,30,0.01,10,-,carb,4,4.625,2.38671920665766
420,1x diff 2x bxb1,30,0.01,10,-,carb,5,10.5625,9.155160527577564
421,1x diff 2x bxb1,30,0.01,10,-,carb,6,36.75,41.052231538440324
422,1x diff 2x bxb1,30,0.01,10,-,carb,7,101.125,104.91552724522171
423,1x diff 2x bxb1,30,0.01,10,-,carb,8,169.875,107.5130390763305
424,1x diff 2x bxb1,30,0.01,10,-,carb,9,323.5,48.307792923532084
425,1x diff 2x bxb1,30,0.01,10,-,carb,10,435.75,34.17914986822062
426,1x diff 2x bxb1,30,0.01,10,-,carb,11,514.5625,33.27100571711909
427,1x diff 2x bxb1,30,0.01,10,-,carb,12,537.1875,38.095685451242396
428,1x diff 2x bxb1,30,0.01,10,-,carb,13,485.0625,32.236223524830834
429,1x diff 2x bxb1,30,0.01,10,-,carb,14,622.625,37.66748313485102
430,1x diff 2x bxb1,30,0.01,10,-,carb,15,606.4375,37.93833106879789
431,1x diff 2x bxb1,30,0.01,10,-,carb,16,532.1875,80.5551884912272
432,1x diff 2x bxb1,30,0.01,10,-,kan,1,334.25,58.237812949516375
433,1x diff 2x bxb1,30,0.01,10,-,kan,2,98.0,24.105423219089694
434,1x diff 2x bxb1,30,0.01,10,-,kan,3,24.5625,7.988552076923218
435,1x diff 2x bxb1,30,0.01,10,-,kan,4,23.9375,7.247844507162113
436,1x diff 2x bxb1,30,0.01,10,-,kan,5,92.4375,14.7295560499484
437,1x diff 2x bxb1,30,0.01,10,-,kan,6,233.375,20.276217595991618
438,1x diff 2x bxb1,30,0.01,10,-,kan,7,460.75,76.9809809535539
439,1x diff 2x bxb1,30,0.01,10,-,kan,8,551.5625,27.674688667754562
440,1x diff 2x bxb1,30,0.01,10,-,kan,9,646.375,33.67783289600786
441,1x diff 2x bxb1,30,0.01,10,-,kan,10,645.3125,38.6744078355257
442,1x diff 2x bxb1,30,0.01,10,-,kan,11,626.625,59.14434521937474
443,1x diff 2x bxb1,30,0.01,10,-,kan,12,341.25,19.33538576954551
444,1x diff 2x bxb1,30,0.01,10,-,kan,13,450.75,37.653495379389625
445,1x diff 2x bxb1,30,0.01,10,-,kan,14,603.8125,44.65257751318986
446,1x diff 2x bxb1,30,0.01,10,-,kan,15,599.0625,34.657958785001426
447,1x diff 2x bxb1,30,0.01,10,-,kan,16,586.1875,38.28552272073611
448,1x diff 2x bxb1,30,0.01,50,+,carb,1,326.0,37.665823842235085
449,1x diff 2x bxb1,30,0.01,50,+,carb,2,216.3125,20.651768343516878
450,1x diff 2x bxb1,30,0.01,50,+,carb,3,174.125,16.489715409482194
451,1x diff 2x bxb1,30,0.01,50,+,carb,4,190.5,15.551756905801442
452,1x diff 2x bxb1,30,0.01,50,+,carb,5,450.4375,83.44905952564287
453,1x diff 2x bxb1,30,0.01,50,+,carb,6,544.9375,34.15556585055252
454,1x diff 2x bxb1,30,0.01,50,+,carb,7,807.1875,17.804368444690336
455,1x diff 2x bxb1,30,0.01,50,+,carb,8,846.5625,25.034886373105156
456,1x diff 2x bxb1,30,0.01,50,+,carb,9,857.0,25.77096927053497
457,1x diff 2x bxb1,30,0.01,50,+,carb,10,774.25,56.91597817334402
458,1x diff 2x bxb1,30,0.01,50,+,carb,11,794.875,62.49157086016824
459,1x diff 2x bxb1,30,0.01,50,+,carb,12,833.6875,20.55990810846614
460,1x diff 2x bxb1,30,0.01,50,+,carb,13,875.8125,20.577271615616525
461,1x diff 2x bxb1,30,0.01,50,+,carb,14,851.5,30.731556606012813
462,1x diff 2x bxb1,30,0.01,50,+,carb,15,882.3125,20.186518662569974
463,1x diff 2x bxb1,30,0.01,50,+,carb,16,614.6875,28.88145413335594
464,1x diff 2x bxb1,30,0.01,50,+,kan,1,350.125,58.11918173644813
465,1x diff 2x bxb1,30,0.01,50,+,kan,2,210.125,18.833386009197298
466,1x diff 2x bxb1,30,0.01,50,+,kan,3,148.0625,13.68898801435456
467,1x diff 2x bxb1,30,0.01,50,+,kan,4,148.5625,22.423580541156092
468,1x diff 2x bxb1,30,0.01,50,+,kan,5,287.0625,71.5279353519608
469,1x diff 2x bxb1,30,0.01,50,+,kan,6,384.6875,107.47024089752209
470,1x diff 2x bxb1,30,0.01,50,+,kan,7,710.0625,76.92177728984537
471,1x diff 2x bxb1,30,0.01,50,+,kan,8,790.6875,41.74834256761406
472,1x diff 2x bxb1,30,0.01,50,+,kan,9,825.375,50.17024587769697
473,1x diff 2x bxb1,30,0.01,50,+,kan,10,836.9375,92.98019662425818
474,1x diff 2x bxb1,30,0.01,50,+,kan,11,770.5625,91.95240908053626
475,1x diff 2x bxb1,30,0.01,50,+,kan,12,760.6875,60.51796516029645
476,1x diff 2x bxb1,30,0.01,50,+,kan,13,888.75,16.911534525287774
477,1x diff 2x bxb1,30,0.01,50,+,kan,14,877.3125,26.381727307253502
478,1x diff 2x bxb1,30,0.01,50,+,kan,15,890.5,26.676635041602577
479,1x diff 2x bxb1,30,0.01,50,+,kan,16,646.0,19.046934511509054
480,1x diff 2x bxb1,30,0.01,50,-,carb,1,467.4375,36.67272000898138
481,1x diff 2x bxb1,30,0.01,50,-,carb,2,222.125,22.69479172472335
482,1x diff 2x bxb1,30,0.01,50,-,carb,3,122.625,14.30222260449653
483,1x diff 2x bxb1,30,0.01,50,-,carb,4,120.375,20.04592940510082
484,1x diff 2x bxb1,30,0.01,50,-,carb,5,135.0,23.670355178697978
485,1x diff 2x bxb1,30,0.01,50,-,carb,6,183.4375,73.7773859564801
486,1x diff 2x bxb1,30,0.01,50,-,carb,7,419.5625,33.508461085011284
487,1x diff 2x bxb1,30,0.01,50,-,carb,8,571.3125,48.93869160198593
488,1x diff 2x bxb1,30,0.01,50,-,carb,9,718.75,30.33974291255612
489,1x diff 2x bxb1,30,0.01,50,-,carb,10,759.0,30.61278911080887
490,1x diff 2x bxb1,30,0.01,50,-,carb,11,800.6875,36.03067889214095
491,1x diff 2x bxb1,30,0.01,50,-,carb,12,748.4375,39.71994596097605
492,1x diff 2x bxb1,30,0.01,50,-,carb,13,645.5625,37.81953151859122
493,1x diff 2x bxb1,30,0.01,50,-,carb,14,803.8125,35.54367283457675
494,1x diff 2x bxb1,30,0.01,50,-,carb,15,768.875,33.167055513394175
495,1x diff 2x bxb1,30,0.01,50,-,carb,16,693.125,61.88684951471631
496,1x diff 2x bxb1,30,0.01,50,-,kan,1,402.125,27.506817336798523
497,1x diff 2x bxb1,30,0.01,50,-,kan,2,260.0,29.352537004004073
498,1x diff 2x bxb1,30,0.01,50,-,kan,3,124.75,7.695081917321328
499,1x diff 2x bxb1,30,0.01,50,-,kan,4,213.75,28.768782684410844
500,1x diff 2x bxb1,30,0.01,50,-,kan,5,545.625,81.43303559191617
501,1x diff 2x bxb1,30,0.01,50,-,kan,6,440.5,23.717082451262844
502,1x diff 2x bxb1,30,0.01,50,-,kan,7,570.25,78.48339223773942
503,1x diff 2x bxb1,30,0.01,50,-,kan,8,648.3125,36.47106240373513
504,1x diff 2x bxb1,30,0.01,50,-,kan,9,710.75,35.26937157688769
505,1x diff 2x bxb1,30,0.01,50,-,kan,10,717.6875,53.4194570625455
506,1x diff 2x bxb1,30,0.01,50,-,kan,11,696.25,54.53504770852804
507,1x diff 2x bxb1,30,0.01,50,-,kan,12,393.0,28.704155995753844
508,1x diff 2x bxb1,30,0.01,50,-,kan,13,493.125,37.93862524808043
509,1x diff 2x bxb1,30,0.01,50,-,kan,14,733.4375,45.96927351114936
510,1x diff 2x bxb1,30,0.01,50,-,kan,15,695.5,44.26220574195164
511,1x diff 2x bxb1,30,0.01,50,-,kan,16,685.0625,46.94635045909925
512,naive 1x,0,0.0,10,-,carb,1,2.1875,1.1630471062809844
513,naive 1x,0,0.0,10,-,carb,2,2.25,0.8017837257372731
514,naive 1x,0,0.0,10,-,carb,3,2.875,1.3562026818605377
515,naive 1x,0,0.0,10,-,carb,4,2.4375,1.2659694196261502
516,naive 1x,0,0.0,10,-,carb,5,1.9375,1.050085030570654
517,naive 1x,0,0.0,10,-,carb,6,2.0,1.0690449676496976
518,naive 1x,0,0.0,10,-,carb,7,2.4375,1.015504800579495
519,naive 1x,0,0.0,10,-,carb,8,2.1875,0.8425090080061036
520,naive 1x,0,0.0,10,-,carb,9,2.125,0.9910312089651149
521,naive 1x,0,0.0,10,-,carb,10,1.5625,0.7288689868556626
522,naive 1x,0,0.0,10,-,carb,11,2.1875,0.9234059624177068
523,naive 1x,0,0.0,10,-,carb,12,2.4375,0.9425459443140463
524,naive 1x,0,0.0,10,-,carb,13,2.125,1.093813773650968
525,naive 1x,0,0.0,10,-,carb,14,1.875,0.44320263021395917
526,naive 1x,0,0.0,10,-,carb,15,1.8125,0.9234059624177068
527,naive 1x,0,0.0,10,-,carb,16,2.125,0.8762745818846641
528,naive 1x,0,0.0,10,-,kan,1,2.0625,1.0835622468770048
529,naive 1x,0,0.0,10,-,kan,2,2.3125,1.032939633141398
530,naive 1x,0,0.0,10,-,kan,3,1.75,1.0690449676496976
531,naive 1x,0,0.0,10,-,kan,4,2.1875,0.8838834764831844
532,naive 1x,0,0.0,10,-,kan,5,1.5625,1.1160357137142674
533,naive 1x,0,0.0,10,-,kan,6,2.1875,1.1319231422671772
534,naive 1x,0,0.0,10,-,kan,7,2.3125,0.9613049166924837
535,naive 1x,0,0.0,10,-,kan,8,2.6875,1.4865468134476723
536,naive 1x,0,0.0,10,-,kan,9,2.25,1.4392458342578487
537,naive 1x,0,0.0,10,-,kan,10,2.375,1.8660500682304475
538,naive 1x,0,0.0,10,-,kan,11,1.875,1.1259916264596033
539,naive 1x,0,0.0,10,-,kan,12,2.0,0.9636241116594316
540,naive 1x,0,0.0,10,-,kan,13,2.0625,1.050085030570654
541,naive 1x,0,0.0,10,-,kan,14,2.5,1.362770287738494
542,naive 1x,0,0.0,10,-,kan,15,2.5625,1.015504800579495
543,naive 1x,0,0.0,10,-,kan,16,2.0625,0.8634441002668988
544,naive 1x,0,0.0,50,-,carb,1,2.5625,0.8210402808980464
545,naive 1x,0,0.0,50,-,carb,2,2.625,0.9161253813129043
546,naive 1x,0,0.0,50,-,carb,3,3.125,0.5824823725107175
547,naive 1x,0,0.0,50,-,carb,4,2.75,1.362770287738494
548,naive 1x,0,0.0,50,-,carb,5,2.9375,1.1160357137142676
549,naive 1x,0,0.0,50,-,carb,6,2.6875,1.2799972098183876
550,naive 1x,0,0.0,50,-,carb,7,2.75,0.7071067811865476
551,naive 1x,0,0.0,50,-,carb,8,2.4375,1.1783008347374015
552,naive 1x,0,0.0,50,-,carb,9,2.1875,1.2229209763045665
553,naive 1x,0,0.0,50,-,carb,10,2.0,1.4392458342578487
554,naive 1x,0,0.0,50,-,carb,11,2.6875,1.6021748611541393
555,naive 1x,0,0.0,50,-,carb,12,3.25,1.1019463300386796
556,naive 1x,0,0.0,50,-,carb,13,2.6875,0.7039429765866795
557,naive 1x,0,0.0,50,-,carb,14,2.125,1.827371257923719
558,naive 1x,0,0.0,50,-,carb,15,2.8125,1.5338443765351724
559,naive 1x,0,0.0,50,-,carb,16,2.75,0.9258200997725514
560,naive 1x,0,0.0,50,-,kan,1,2.3125,0.8425090080061035
561,naive 1x,0,0.0,50,-,kan,2,2.6875,1.334634781503914
562,naive 1x,0,0.0,50,-,kan,3,1.9375,0.6232117273791125
563,naive 1x,0,0.0,50,-,kan,4,2.1875,1.6021748611541393
564,naive 1x,0,0.0,50,-,kan,5,2.3125,1.1319231422671772
565,naive 1x,0,0.0,50,-,kan,6,2.0625,0.9797047660246574
566,naive 1x,0,0.0,50,-,kan,7,2.1875,1.0999188281738923
567,naive 1x,0,0.0,50,-,kan,8,2.25,1.2817398889233114
568,naive 1x,0,0.0,50,-,kan,9,1.75,1.558387444947959
569,naive 1x,0,0.0,50,-,kan,10,2.3125,1.8114220932736798
570,naive 1x,0,0.0,50,-,kan,11,2.5625,1.568381786610463
571,naive 1x,0,0.0,50,-,kan,12,2.25,1.0
572,naive 1x,0,0.0,50,-,kan,13,2.9375,1.6995272451899255
573,naive 1x,0,0.0,50,-,kan,14,2.125,0.7440238091428449
574,naive 1x,0,0.0,50,-,kan,15,2.8125,1.9074571704609404
575,naive 1x,0,0.0,50,-,kan,16,2.3125,0.9613049166924835
576,naive 2x,0,0.0,10,-,carb,1,2.25,0.9258200997725514
577,naive 2x,0,0.0,10,-,carb,2,1.9375,1.1783008347374015
578,naive 2x,0,0.0,10,-,carb,3,2.25,1.1952286093343936
579,naive 2x,0,0.0,10,-,carb,4,1.4375,1.3741880719693564
580,naive 2x,0,0.0,10,-,carb,5,2.1875,0.9234059624177068
581,naive 2x,0,0.0,10,-,carb,6,2.0625,0.8210402808980464
582,naive 2x,0,0.0,10,-,carb,7,2.6875,1.1630471062809844
583,naive 2x,0,0.0,10,-,carb,8,2.125,1.0606601717798214
584,naive 2x,0,0.0,10,-,carb,9,2.75,1.4142135623730951
585,naive 2x,0,0.0,10,-,carb,10,3.375,0.9161253813129043
586,naive 2x,0,0.0,10,-,carb,11,2.125,1.026436275942851
587,naive 2x,0,0.0,10,-,carb,12,2.0,1.558387444947959
588,naive 2x,0,0.0,10,-,carb,13,2.5625,1.7204131563585034
589,naive 2x,0,0.0,10,-,carb,14,3.0625,1.208230701716948
590,naive 2x,0,0.0,10,-,carb,15,2.375,1.093813773650968
591,naive 2x,0,0.0,10,-,carb,16,1.9375,1.1783008347374015
592,naive 2x,0,0.0,10,-,kan,1,3.25,1.0690449676496974
593,naive 2x,0,0.0,10,-,kan,2,2.0625,0.9038607667745545
594,naive 2x,0,0.0,10,-,kan,3,1.5625,1.1475906437899734
595,naive 2x,0,0.0,10,-,kan,4,2.375,0.9910312089651147
596,naive 2x,0,0.0,10,-,kan,5,1.875,1.433028760552777
597,naive 2x,0,0.0,10,-,kan,6,2.375,1.3024701806293193
598,naive 2x,0,0.0,10,-,kan,7,2.0,1.164964745021435
599,naive 2x,0,0.0,10,-,kan,8,3.0,1.889822365046136
600,naive 2x,0,0.0,10,-,kan,9,2.5625,1.050085030570654
601,naive 2x,0,0.0,10,-,kan,10,3.875,2.5177938188592237
602,naive 2x,0,0.0,10,-,kan,11,3.0625,1.498511165886232
603,naive 2x,0,0.0,10,-,kan,12,2.3125,1.032939633141398
604,naive 2x,0,0.0,10,-,kan,13,2.1875,1.1319231422671772
605,naive 2x,0,0.0,10,-,kan,14,3.125,1.3822858914545446
606,naive 2x,0,0.0,10,-,kan,15,3.6875,2.6449075058091758
607,naive 2x,0,0.0,10,-,kan,16,2.8125,1.6677080080157916
608,naive 2x,0,0.0,50,-,carb,1,2.875,1.5526475085202969
609,naive 2x,0,0.0,50,-,carb,2,2.25,0.8451542547285167
610,naive 2x,0,0.0,50,-,carb,3,1.9375,1.015504800579495
611,naive 2x,0,0.0,50,-,carb,4,1.9375,1.208230701716948
612,naive 2x,0,0.0,50,-,carb,5,2.375,0.5824823725107175
613,naive 2x,0,0.0,50,-,carb,6,2.0625,0.9797047660246574
614,naive 2x,0,0.0,50,-,carb,7,2.0625,1.3479481761975443
615,naive 2x,0,0.0,50,-,carb,8,2.4375,1.5683817866104632
616,naive 2x,0,0.0,50,-,carb,9,2.0,1.0690449676496976
617,naive 2x,0,0.0,50,-,carb,10,2.4375,1.9899300059478042
618,naive 2x,0,0.0,50,-,carb,11,1.75,0.9258200997725515
619,naive 2x,0,0.0,50,-,carb,12,2.6875,1.1630471062809844
620,naive 2x,0,0.0,50,-,carb,13,3.125,1.3024701806293193
621,naive 2x,0,0.0,50,-,carb,14,1.75,0.8864052604279183
622,naive 2x,0,0.0,50,-,carb,15,2.5625,1.2938729237669142
623,naive 2x,0,0.0,50,-,carb,16,2.875,1.3296078906418776
624,naive 2x,0,0.0,50,-,kan,1,2.5625,1.5683817866104632
625,naive 2x,0,0.0,50,-,kan,2,3.3125,0.7989949043284676
626,naive 2x,0,0.0,50,-,kan,3,1.8125,0.9613049166924836
627,naive 2x,0,0.0,50,-,kan,4,1.4375,1.2938729237669142
628,naive 2x,0,0.0,50,-,kan,5,2.5625,0.9038607667745545
629,naive 2x,0,0.0,50,-,kan,6,1.3125,1.1319231422671772
630,naive 2x,0,0.0,50,-,kan,7,2.5,0.8451542547285166
631,naive 2x,0,0.0,50,-,kan,8,2.6875,1.9074571704609404
632,naive 2x,0,0.0,50,-,kan,9,2.5,2.187627547301936
633,naive 2x,0,0.0,50,-,kan,10,3.1875,2.43394887843955
634,naive 2x,0,0.0,50,-,kan,11,3.5625,1.8980723303996008
635,naive 2x,0,0.0,50,-,kan,12,3.1875,2.17021230034562
636,naive 2x,0,0.0,50,-,kan,13,3.125,2.065879266282796
637,naive 2x,0,0.0,50,-,kan,14,2.4375,1.9353386562267894
638,naive 2x,0,0.0,50,-,kan,15,2.75,1.5118578920369088
639,naive 2x,0,0.0,50,-,kan,16,2.375,0.8345229603962802
640,split pir 2x bxb1,10,0.01,10,+,carb,1,1071.625,126.15544549709864
641,split pir 2x bxb1,10,0.01,10,+,carb,2,1061.25,168.16382318611645
642,split pir 2x bxb1,10,0.01,10,+,carb,3,784.375,128.89911614459248
643,split pir 2x bxb1,10,0.01,10,+,carb,4,849.375,76.23635709329993
644,split pir 2x bxb1,10,0.01,10,+,carb,5,1402.5625,131.1014976213904
645,split pir 2x bxb1,10,0.01,10,+,carb,6,875.25,62.192098717257814
646,split pir 2x bxb1,10,0.01,10,+,carb,7,1001.0,57.83288733188803
647,split pir 2x bxb1,10,0.01,10,+,carb,8,1095.6875,50.84144646419323
648,split pir 2x bxb1,10,0.01,10,+,carb,9,1076.8125,95.9839783877646
649,split pir 2x bxb1,10,0.01,10,+,carb,10,914.1875,53.40340913408858
650,split pir 2x bxb1,10,0.01,10,+,carb,11,853.5625,85.29002516623584
651,split pir 2x bxb1,10,0.01,10,+,carb,12,1021.5625,65.53812276617542
652,split pir 2x bxb1,10,0.01,10,+,carb,13,1015.1875,50.98244620875472
653,split pir 2x bxb1,10,0.01,10,+,carb,14,936.3125,60.31283771185985
654,split pir 2x bxb1,10,0.01,10,+,carb,15,920.0,56.24499977775802
655,split pir 2x bxb1,10,0.01,10,+,carb,16,741.3125,46.83934358146853
656,split pir 2x bxb1,10,0.01,10,+,kan,1,681.1875,156.12264810078005
657,split pir 2x bxb1,10,0.01,10,+,kan,2,798.9375,200.93663491260125
658,split pir 2x bxb1,10,0.01,10,+,kan,3,549.125,132.2218779173855
659,split pir 2x bxb1,10,0.01,10,+,kan,4,383.0,70.41712454063592
660,split pir 2x bxb1,10,0.01,10,+,kan,5,693.9375,101.8228284465578
661,split pir 2x bxb1,10,0.01,10,+,kan,6,469.75,73.70452593197479
662,split pir 2x bxb1,10,0.01,10,+,kan,7,661.25,122.42081989129605
663,split pir 2x bxb1,10,0.01,10,+,kan,8,783.625,132.9558868841198
664,split pir 2x bxb1,10,0.01,10,+,kan,9,582.8125,128.51790800729455
665,split pir 2x bxb1,10,0.01,10,+,kan,10,483.4375,64.7503102584955
666,split pir 2x bxb1,10,0.01,10,+,kan,11,550.6875,127.6812262461255
667,split pir 2x bxb1,10,0.01,10,+,kan,12,593.6875,124.48262572400559
668,split pir 2x bxb1,10,0.01,10,+,kan,13,510.25,83.09031231136396
669,split pir 2x bxb1,10,0.01,10,+,kan,14,452.3125,54.005910721486245
670,split pir 2x bxb1,10,0.01,10,+,kan,15,415.0,98.42945261890438
671,split pir 2x bxb1,10,0.01,10,+,kan,16,323.4375,57.74045221011498
672,split pir 2x bxb1,10,0.01,10,-,carb,1,1354.5625,308.2227206675625
673,split pir 2x bxb1,10,0.01,10,-,carb,2,1303.4375,239.5138584567856
674,split pir 2x bxb1,10,0.01,10,-,carb,3,937.3125,106.3326779163261
675,split pir 2x bxb1,10,0.01,10,-,carb,4,972.5625,122.2191934599472
676,split pir 2x bxb1,10,0.01,10,-,carb,5,1577.0,211.737202345603
677,split pir 2x bxb1,10,0.01,10,-,carb,6,1057.5,205.36726683119267
678,split pir 2x bxb1,10,0.01,10,-,carb,7,1221.125,249.1727384194117
679,split pir 2x bxb1,10,0.01,10,-,carb,8,1043.6875,347.02726709459427
680,split pir 2x bxb1,10,0.01,10,-,carb,9,1044.3125,255.58377680182622
681,split pir 2x bxb1,10,0.01,10,-,carb,10,591.5,184.14920192992577
682,split pir 2x bxb1,10,0.01,10,-,carb,11,424.5,227.92103895867095
683,split pir 2x bxb1,10,0.01,10,-,carb,12,425.9375,288.7715901019351
684,split pir 2x bxb1,10,0.01,10,-,carb,13,304.75,218.79164909631655
