,strain,sal,las,iptg,chlor,cole1,plate,measurement,std
685,split pir 2x bxb1,10,0.01,10,-,carb,14,228.6875,222.56474780226478
686,split pir 2x bxb1,10,0.01,10,-,carb,15,179.0625,205.4504524036322
687,split pir 2x bxb1,10,0.01,10,-,carb,16,100.0625,118.0076987500634
688,split pir 2x bxb1,10,0.01,10,-,kan,1,1165.5,204.23935537920767
689,split pir 2x bxb1,10,0.01,10,-,kan,2,1334.9375,198.31674475444578
690,split pir 2x bxb1,10,0.01,10,-,kan,3,748.4375,123.94078006969985
691,split pir 2x bxb1,10,0.01,10,-,kan,4,682.5,144.78333566303232
692,split pir 2x bxb1,10,0.01,10,-,kan,5,1004.1875,208.1656170147771
693,split pir 2x bxb1,10,0.01,10,-,kan,6,629.0,143.80120206133788
694,split pir 2x bxb1,10,0.01,10,-,kan,7,791.25,235.8848084492574
695,split pir 2x bxb1,10,0.01,10,-,kan,8,816.4375,259.23602559113135
696,split pir 2x bxb1,10,0.01,10,-,kan,9,721.8125,243.0581849064129
697,split pir 2x bxb1,10,0.01,10,-,kan,10,502.0625,182.55047002717592
698,split pir 2x bxb1,10,0.01,10,-,kan,11,488.9375,265.00302390458006
699,split pir 2x bxb1,10,0.01,10,-,kan,12,439.4375,215.07431232350498
700,split pir 2x bxb1,10,0.01,10,-,kan,13,408.1875,207.65027905798044
701,split pir 2x bxb1,10,0.01,10,-,kan,14,315.75,173.80469334448776
702,split pir 2x bxb1,10,0.01,10,-,kan,15,280.9375,171.89229133800202
703,split pir 2x bxb1,10,0.01,10,-,kan,16,207.125,139.66867682381144
704,split pir 2x bxb1,10,0.01,50,+,carb,1,1024.0,145.0120684632834
705,split pir 2x bxb1,10,0.01,50,+,carb,2,1194.75,159.28299164873638
706,split pir 2x bxb1,10,0.01,50,+,carb,3,989.5625,81.2695855515105
707,split pir 2x bxb1,10,0.01,50,+,carb,4,1051.625,92.48503739987969
708,split pir 2x bxb1,10,0.01,50,+,carb,5,1785.125,152.6985241766085
709,split pir 2x bxb1,10,0.01,50,+,carb,6,1082.6875,67.18680647482594
710,split pir 2x bxb1,10,0.01,50,+,carb,7,1230.5625,123.57977108503063
711,split pir 2x bxb1,10,0.01,50,+,carb,8,1358.4375,97.82398095559186
712,split pir 2x bxb1,10,0.01,50,+,carb,9,1319.9375,155.10260141043963
713,split pir 2x bxb1,10,0.01,50,+,carb,10,965.375,105.9001382705154
714,split pir 2x bxb1,10,0.01,50,+,carb,11,1003.9375,122.2069198122594
715,split pir 2x bxb1,10,0.01,50,+,carb,12,1231.5,105.64191538264667
716,split pir 2x bxb1,10,0.01,50,+,carb,13,1205.0625,67.45603727084561
717,split pir 2x bxb1,10,0.01,50,+,carb,14,1098.5,89.2632543179363
718,split pir 2x bxb1,10,0.01,50,+,carb,15,995.5625,89.68931991682653
719,split pir 2x bxb1,10,0.01,50,+,carb,16,759.3125,72.72155187523748
720,split pir 2x bxb1,10,0.01,50,+,kan,1,649.375,113.0549013280084
721,split pir 2x bxb1,10,0.01,50,+,kan,2,690.0,147.14691395239754
722,split pir 2x bxb1,10,0.01,50,+,kan,3,493.625,112.22673160042703
723,split pir 2x bxb1,10,0.01,50,+,kan,4,376.75,73.62258970102664
724,split pir 2x bxb1,10,0.01,50,+,kan,5,718.6875,147.4051601878306
725,split pir 2x bxb1,10,0.01,50,+,kan,6,481.25,91.28096343550656
726,split pir 2x bxb1,10,0.01,50,+,kan,7,663.1875,129.89059613492316
727,split pir 2x bxb1,10,0.01,50,+,kan,8,775.8125,150.3833049007008
728,split pir 2x bxb1,10,0.01,50,+,kan,9,563.5,106.9555982639525
729,split pir 2x bxb1,10,0.01,50,+,kan,10,464.5625,66.35857006769035
730,split pir 2x bxb1,10,0.01,50,+,kan,11,535.5625,136.91432083606156
731,split pir 2x bxb1,10,0.01,50,+,kan,12,599.875,125.76473216741988
732,split pir 2x bxb1,10,0.01,50,+,kan,13,497.625,91.96457004116937
733,split pir 2x bxb1,10,0.01,50,+,kan,14,429.9375,72.49060899769806
734,split pir 2x bxb1,10,0.01,50,+,kan,15,384.3125,95.03493248725515
735,split pir 2x bxb1,10,0.01,50,+,kan,16,300.875,69.29633571017405
736,split pir 2x bxb1,10,0.01,50,-,carb,1,1354.5,213.43634045909667
737,split pir 2x bxb1,10,0.01,50,-,carb,2,1294.9375,162.71083849665865
738,split pir 2x bxb1,10,0.01,50,-,carb,3,1020.9375,96.16668471981342
739,split pir 2x bxb1,10,0.01,50,-,carb,4,1033.1875,126.53258685300906
740,split pir 2x bxb1,10,0.01,50,-,carb,5,1644.5625,245.54493878776182
741,split pir 2x bxb1,10,0.01,50,-,carb,6,1016.5625,166.14482441102828
742,split pir 2x bxb1,10,0.01,50,-,carb,7,1095.125,208.59423187477782
743,split pir 2x bxb1,10,0.01,50,-,carb,8,903.0625,250.93445893015857
744,split pir 2x bxb1,10,0.01,50,-,carb,9,728.75,264.3743287732107
745,split pir 2x bxb1,10,0.01,50,-,carb,10,408.625,143.9066537725063
746,split pir 2x bxb1,10,0.01,50,-,carb,11,285.4375,187.67856972950932
747,split pir 2x bxb1,10,0.01,50,-,carb,12,249.6875,162.28038731511228
748,split pir 2x bxb1,10,0.01,50,-,carb,13,173.1875,127.68821891623362
749,split pir 2x bxb1,10,0.01,50,-,carb,14,104.875,90.09707066745923
750,split pir 2x bxb1,10,0.01,50,-,carb,15,62.625,53.13644834628245
751,split pir 2x bxb1,10,0.01,50,-,carb,16,32.25,31.885957500352497
752,split pir 2x bxb1,10,0.01,50,-,kan,1,1189.125,189.50193176550243
753,split pir 2x bxb1,10,0.01,50,-,kan,2,1381.5,232.7050555040497
754,split pir 2x bxb1,10,0.01,50,-,kan,3,762.9375,163.21883590093742
755,split pir 2x bxb1,10,0.01,50,-,kan,4,731.4375,149.09451400753434
756,split pir 2x bxb1,10,0.01,50,-,kan,5,1073.3125,234.82165535024356
757,split pir 2x bxb1,10,0.01,50,-,kan,6,683.6875,169.86484911330453
758,split pir 2x bxb1,10,0.01,50,-,kan,7,801.8125,224.04430963220517
759,split pir 2x bxb1,10,0.01,50,-,kan,8,806.5,263.1259882913235
760,split pir 2x bxb1,10,0.01,50,-,kan,9,693.4375,268.2020077558811
761,split pir 2x bxb1,10,0.01,50,-,kan,10,522.375,234.41915298395372
762,split pir 2x bxb1,10,0.01,50,-,kan,11,479.625,266.36880313902054
763,split pir 2x bxb1,10,0.01,50,-,kan,12,459.3125,268.1597255235341
764,split pir 2x bxb1,10,0.01,50,-,kan,13,405.0,243.4279007368359
765,split pir 2x bxb1,10,0.01,50,-,kan,14,305.1875,177.2961480324456
766,split pir 2x bxb1,10,0.01,50,-,kan,15,265.125,181.79123623384206
767,split pir 2x bxb1,10,0.01,50,-,kan,16,228.4375,157.0428598231342
768,split pir 2x bxb1,15,0.01,10,+,carb,1,547.3125,145.02609063298132
769,split pir 2x bxb1,15,0.01,10,+,carb,2,294.6875,81.41294101238276
770,split pir 2x bxb1,15,0.01,10,+,carb,3,218.8125,94.79863527498694
771,split pir 2x bxb1,15,0.01,10,+,carb,4,287.5625,118.38328715900496
772,split pir 2x bxb1,15,0.01,10,+,carb,5,1097.5625,1285.744626874137
773,split pir 2x bxb1,15,0.01,10,+,carb,6,494.0625,176.36578010730182
774,split pir 2x bxb1,15,0.01,10,+,carb,7,523.75,261.5874614732136
775,split pir 2x bxb1,15,0.01,10,+,carb,8,810.9375,597.1947778393339
776,split pir 2x bxb1,15,0.01,10,+,carb,9,955.875,642.7253218021788
777,split pir 2x bxb1,15,0.01,10,+,carb,10,1040.0625,378.9761995448112
778,split pir 2x bxb1,15,0.01,10,+,carb,11,1225.9375,321.83518824525254
779,split pir 2x bxb1,15,0.01,10,+,carb,12,1692.5625,450.61255431594765
780,split pir 2x bxb1,15,0.01,10,+,carb,13,1698.4375,365.67085487791184
781,split pir 2x bxb1,15,0.01,10,+,carb,14,1615.5,350.42362118686333
782,split pir 2x bxb1,15,0.01,10,+,carb,15,1567.6875,340.00703117729785
783,split pir 2x bxb1,15,0.01,10,+,carb,16,1228.25,281.31286598985935
784,split pir 2x bxb1,15,0.01,10,+,kan,1,494.375,79.32921908099185
785,split pir 2x bxb1,15,0.01,10,+,kan,2,391.25,72.90208697776961
786,split pir 2x bxb1,15,0.01,10,+,kan,3,268.0625,69.10005039278708
787,split pir 2x bxb1,15,0.01,10,+,kan,4,188.5,46.05819300468856
788,split pir 2x bxb1,15,0.01,10,+,kan,5,325.1875,94.16169129291836
789,split pir 2x bxb1,15,0.01,10,+,kan,6,225.9375,65.21910187974073
790,split pir 2x bxb1,15,0.01,10,+,kan,7,359.5,92.05471975174021
791,split pir 2x bxb1,15,0.01,10,+,kan,8,443.25,97.19053451854248
792,split pir 2x bxb1,15,0.01,10,+,kan,9,421.5,82.63603503142129
793,split pir 2x bxb1,15,0.01,10,+,kan,10,301.9375,34.52477112782316
794,split pir 2x bxb1,15,0.01,10,+,kan,11,332.25,64.78480862495024
795,split pir 2x bxb1,15,0.01,10,+,kan,12,434.75,78.49294781789544
796,split pir 2x bxb1,15,0.01,10,+,kan,13,449.25,72.50664994132802
797,split pir 2x bxb1,15,0.01,10,+,kan,14,420.25,80.58181290730911
798,split pir 2x bxb1,15,0.01,10,+,kan,15,459.9375,108.60032803817859
799,split pir 2x bxb1,15,0.01,10,+,kan,16,379.0625,66.5509673107762
800,split pir 2x bxb1,15,0.01,10,-,carb,1,751.8125,160.74245983204668
801,split pir 2x bxb1,15,0.01,10,-,carb,2,339.6875,130.34677307091263
802,split pir 2x bxb1,15,0.01,10,-,carb,3,138.0625,22.90888395984655
803,split pir 2x bxb1,15,0.01,10,-,carb,4,134.5625,31.28833363138043
804,split pir 2x bxb1,15,0.01,10,-,carb,5,235.4375,52.084023804947
805,split pir 2x bxb1,15,0.01,10,-,carb,6,148.3125,37.23279804151173
806,split pir 2x bxb1,15,0.01,10,-,carb,7,128.1875,43.91382592240008
807,split pir 2x bxb1,15,0.01,10,-,carb,8,91.8125,34.08281668021502
808,split pir 2x bxb1,15,0.01,10,-,carb,9,59.625,27.678963130868905
809,split pir 2x bxb1,15,0.01,10,-,carb,10,24.75,15.6684396159924
810,split pir 2x bxb1,15,0.01,10,-,carb,11,17.375,12.805551251591742
811,split pir 2x bxb1,15,0.01,10,-,carb,12,33.3125,46.93303550196356
812,split pir 2x bxb1,15,0.01,10,-,carb,13,33.25,46.86073592495717
813,split pir 2x bxb1,15,0.01,10,-,carb,14,29.5,34.88552708502482
814,split pir 2x bxb1,15,0.01,10,-,carb,15,31.0625,28.316372724727902
815,split pir 2x bxb1,15,0.01,10,-,carb,16,18.125,15.849177536119297
816,split pir 2x bxb1,15,0.01,10,-,kan,1,799.3125,150.22862041853793
817,split pir 2x bxb1,15,0.01,10,-,kan,2,702.6875,173.26196876818804
818,split pir 2x bxb1,15,0.01,10,-,kan,3,365.0625,94.83912600519142
819,split pir 2x bxb1,15,0.01,10,-,kan,4,291.4375,86.11099046330514
820,split pir 2x bxb1,15,0.01,10,-,kan,5,436.125,143.49334230449261
821,split pir 2x bxb1,15,0.01,10,-,kan,6,275.4375,100.72573706428193
822,split pir 2x bxb1,15,0.01,10,-,kan,7,354.125,139.73335576835515
823,split pir 2x bxb1,15,0.01,10,-,kan,8,347.0,149.45615697301622
824,split pir 2x bxb1,15,0.01,10,-,kan,9,281.6875,132.446468296764
825,split pir 2x bxb1,15,0.01,10,-,kan,10,164.4375,85.8859033419172
826,split pir 2x bxb1,15,0.01,10,-,kan,11,129.5,79.16844609529011
827,split pir 2x bxb1,15,0.01,10,-,kan,12,121.75,73.13832296213994
828,split pir 2x bxb1,15,0.01,10,-,kan,13,103.125,71.54057290397226
829,split pir 2x bxb1,15,0.01,10,-,kan,14,103.6875,77.61854412997673
830,split pir 2x bxb1,15,0.01,10,-,kan,15,81.4375,64.54314033486219
831,split pir 2x bxb1,15,0.01,10,-,kan,16,63.125,40.13259273956768
832,split pir 2x bxb1,15,0.01,50,+,carb,1,531.4375,114.06559438072713
833,split pir 2x bxb1,15,0.01,50,+,carb,2,431.8125,135.4919442781958
834,split pir 2x bxb1,15,0.01,50,+,carb,3,450.25,79.67881955522614
835,split pir 2x bxb1,15,0.01,50,+,carb,4,558.1875,81.57115101904245
836,split pir 2x bxb1,15,0.01,50,+,carb,5,900.0,147.92227688891217
837,split pir 2x bxb1,15,0.01,50,+,carb,6,542.5,66.89864401786161
838,split pir 2x bxb1,15,0.01,50,+,carb,7,538.9375,32.02057095502382
839,split pir 2x bxb1,15,0.01,50,+,carb,8,667.375,84.77185769548083
840,split pir 2x bxb1,15,0.01,50,+,carb,9,868.0,184.32308591166762
841,split pir 2x bxb1,15,0.01,50,+,carb,10,876.0,267.2383900992841
842,split pir 2x bxb1,15,0.01,50,+,carb,11,1112.625,238.6537764209902
843,split pir 2x bxb1,15,0.01,50,+,carb,12,1506.25,275.6685380255477
844,split pir 2x bxb1,15,0.01,50,+,carb,13,1616.875,403.5382571702465
845,split pir 2x bxb1,15,0.01,50,+,carb,14,1586.625,344.2602576540022
846,split pir 2x bxb1,15,0.01,50,+,carb,15,1489.4375,183.01452664825737
847,split pir 2x bxb1,15,0.01,50,+,carb,16,1201.5625,149.12972241355132
848,split pir 2x bxb1,15,0.01,50,+,kan,1,457.0625,82.24459925820577
849,split pir 2x bxb1,15,0.01,50,+,kan,2,401.5,98.9844865189923
850,split pir 2x bxb1,15,0.01,50,+,kan,3,239.0,57.23073599786344
851,split pir 2x bxb1,15,0.01,50,+,kan,4,177.75,44.14181690868648
852,split pir 2x bxb1,15,0.01,50,+,kan,5,320.75,90.55306258132379
853,split pir 2x bxb1,15,0.01,50,+,kan,6,243.5625,75.21513786656057
854,split pir 2x bxb1,15,0.01,50,+,kan,7,357.75,100.97878136378101
855,split pir 2x bxb1,15,0.01,50,+,kan,8,432.875,124.78402770959337
856,split pir 2x bxb1,15,0.01,50,+,kan,9,330.625,80.73932923745582
857,split pir 2x bxb1,15,0.01,50,+,kan,10,243.0625,51.12270777257402
858,split pir 2x bxb1,15,0.01,50,+,kan,11,277.8125,64.2639298407079
859,split pir 2x bxb1,15,0.01,50,+,kan,12,351.4375,74.84146935833292
860,split pir 2x bxb1,15,0.01,50,+,kan,13,373.4375,67.94190664509959
861,split pir 2x bxb1,15,0.01,50,+,kan,14,323.3125,44.98248667140196
862,split pir 2x bxb1,15,0.01,50,+,kan,15,367.75,66.02650982749277
863,split pir 2x bxb1,15,0.01,50,+,kan,16,277.875,50.54259165722085
864,split pir 2x bxb1,15,0.01,50,-,carb,1,662.25,158.56454296504717
865,split pir 2x bxb1,15,0.01,50,-,carb,2,334.6875,93.19983809765213
866,split pir 2x bxb1,15,0.01,50,-,carb,3,215.75,32.466466216258105
867,split pir 2x bxb1,15,0.01,50,-,carb,4,158.8125,44.09076474404006
868,split pir 2x bxb1,15,0.01,50,-,carb,5,109.5625,51.762119008843854
869,split pir 2x bxb1,15,0.01,50,-,carb,6,26.5,14.589624493356327
870,split pir 2x bxb1,15,0.01,50,-,carb,7,10.625,3.739270364274675
871,split pir 2x bxb1,15,0.01,50,-,carb,8,14.625,5.376868446011515
872,split pir 2x bxb1,15,0.01,50,-,carb,9,26.125,14.63545108875803
873,split pir 2x bxb1,15,0.01,50,-,carb,10,30.1875,23.946275433621345
874,split pir 2x bxb1,15,0.01,50,-,carb,11,74.0,132.09114818401508
875,split pir 2x bxb1,15,0.01,50,-,carb,12,109.75,179.40914931280082
876,split pir 2x bxb1,15,0.01,50,-,carb,13,107.8125,166.13912790618764
877,split pir 2x bxb1,15,0.01,50,-,carb,14,102.6875,194.30552846704373
878,split pir 2x bxb1,15,0.01,50,-,carb,15,90.4375,149.33434144802155
879,split pir 2x bxb1,15,0.01,50,-,carb,16,69.8125,138.2042839681276
880,split pir 2x bxb1,15,0.01,50,-,kan,1,776.5625,144.49380547770406
881,split pir 2x bxb1,15,0.01,50,-,kan,2,765.125,128.34182872314076
882,split pir 2x bxb1,15,0.01,50,-,kan,3,377.875,100.49724587555339
883,split pir 2x bxb1,15,0.01,50,-,kan,4,292.75,75.0390374595593
884,split pir 2x bxb1,15,0.01,50,-,kan,5,442.8125,140.47443526950275
885,split pir 2x bxb1,15,0.01,50,-,kan,6,262.875,94.04016998830113
886,split pir 2x bxb1,15,0.01,50,-,kan,7,367.4375,152.61539837588006
887,split pir 2x bxb1,15,0.01,50,-,kan,8,335.875,138.44822394774778
888,split pir 2x bxb1,15,0.01,50,-,kan,9,249.5625,123.03148188863811
889,split pir 2x bxb1,15,0.01,50,-,kan,10,140.5625,74.62211348808455
890,split pir 2x bxb1,15,0.01,50,-,kan,11,119.0,63.53176933067199
891,split pir 2x bxb1,15,0.01,50,-,kan,12,101.4375,51.413198347172624
892,split pir 2x bxb1,15,0.01,50,-,kan,13,88.125,45.22700678640079
893,split pir 2x bxb1,15,0.01,50,-,kan,14,95.25,45.06978715598416
894,split pir 2x bxb1,15,0.01,50,-,kan,15,77.25,41.35128258504894
895,split pir 2x bxb1,15,0.01,50,-,kan,16,61.6875,32.18244585839571
896,split pir 2x bxb1,20,0.01,10,+,carb,1,378.1875,116.20761516109248
897,split pir 2x bxb1,20,0.01,10,+,carb,2,218.3125,72.02278285376093
898,split pir 2x bxb1,20,0.01,10,+,carb,3,158.875,38.68254497463017
899,split pir 2x bxb1,20,0.01,10,+,carb,4,199.8125,20.24834649333831
900,split pir 2x bxb1,20,0.01,10,+,carb,5,370.75,72.45786953218303
901,split pir 2x bxb1,20,0.01,10,+,carb,6,332.1875,74.95328902532755
902,split pir 2x bxb1,20,0.01,10,+,carb,7,558.125,125.70707162742617
903,split pir 2x bxb1,20,0.01,10,+,carb,8,741.625,153.7982792955946
904,split pir 2x bxb1,20,0.01,10,+,carb,9,936.125,233.08532312683886
905,split pir 2x bxb1,20,0.01,10,+,carb,10,777.8125,143.9268012120844
906,split pir 2x bxb1,20,0.01,10,+,carb,11,1222.625,149.89275928381028
907,split pir 2x bxb1,20,0.01,10,+,carb,12,1319.125,182.8130876058933
908,split pir 2x bxb1,20,0.01,10,+,carb,13,1572.5,215.55344050672386
909,split pir 2x bxb1,20,0.01,10,+,carb,14,1330.0625,172.90179654937077
910,split pir 2x bxb1,20,0.01,10,+,carb,15,1544.0,203.58694176479702
911,split pir 2x bxb1,20,0.01,10,+,carb,16,818.8125,101.68857833742054
912,split pir 2x bxb1,20,0.01,10,+,kan,1,535.25,164.27698734585002
913,split pir 2x bxb1,20,0.01,10,+,kan,2,306.125,86.90214118683811
914,split pir 2x bxb1,20,0.01,10,+,kan,3,209.125,61.54310336202239
915,split pir 2x bxb1,20,0.01,10,+,kan,4,248.3125,35.791995813110425
916,split pir 2x bxb1,20,0.01,10,+,kan,5,355.625,50.730203739277165
917,split pir 2x bxb1,20,0.01,10,+,kan,6,302.25,65.93665791608532
918,split pir 2x bxb1,20,0.01,10,+,kan,7,844.6875,158.8402021574783
919,split pir 2x bxb1,20,0.01,10,+,kan,8,1136.5625,182.35100326803013
920,split pir 2x bxb1,20,0.01,10,+,kan,9,1488.875,255.07194363271597
921,split pir 2x bxb1,20,0.01,10,+,kan,10,1256.125,189.99374989720056
922,split pir 2x bxb1,20,0.01,10,+,kan,11,1388.1875,187.05651122817713
923,split pir 2x bxb1,20,0.01,10,+,kan,12,1442.8125,215.56386814584675
924,split pir 2x bxb1,20,0.01,10,+,kan,13,1083.9375,167.44603341716655
925,split pir 2x bxb1,20,0.01,10,+,kan,14,1350.625,161.5314542567042
926,split pir 2x bxb1,20,0.01,10,+,kan,15,1120.3125,150.75048862749526
927,split pir 2x bxb1,20,0.01,10,+,kan,16,986.625,149.95779168057354
928,split pir 2x bxb1,20,0.01,10,-,carb,1,343.3125,109.51579713186847
929,split pir 2x bxb1,20,0.01,10,-,carb,2,118.6875,74.19036205214645
930,split pir 2x bxb1,20,0.01,10,-,carb,3,9.25,4.026696625558687
931,split pir 2x bxb1,20,0.01,10,-,carb,4,3.0,1.1338934190276817
932,split pir 2x bxb1,20,0.01,10,-,carb,5,5.1875,2.852786857993926
933,split pir 2x bxb1,20,0.01,10,-,carb,6,7.0625,4.9456871543367384
934,split pir 2x bxb1,20,0.01,10,-,carb,7,9.0,7.015289424840982
935,split pir 2x bxb1,20,0.01,10,-,carb,8,7.5625,6.002603601771485
936,split pir 2x bxb1,20,0.01,10,-,carb,9,20.6875,19.44578084976643
937,split pir 2x bxb1,20,0.01,10,-,carb,10,53.125,48.26174912465801
938,split pir 2x bxb1,20,0.01,10,-,carb,11,61.375,81.89573074517203
939,split pir 2x bxb1,20,0.01,10,-,carb,12,39.4375,45.50701476538691
940,split pir 2x bxb1,20,0.01,10,-,carb,13,25.9375,31.61762336328993
941,split pir 2x bxb1,20,0.01,10,-,carb,14,25.875,38.745276209770765
942,split pir 2x bxb1,20,0.01,10,-,carb,15,15.5625,18.640274177934494
943,split pir 2x bxb1,20,0.01,10,-,carb,16,8.625,9.508454884244562
944,split pir 2x bxb1,20,0.01,10,-,kan,1,447.75,117.04852473592798
945,split pir 2x bxb1,20,0.01,10,-,kan,2,247.75,59.696254967483995
946,split pir 2x bxb1,20,0.01,10,-,kan,3,108.25,41.69018383950146
947,split pir 2x bxb1,20,0.01,10,-,kan,4,55.25,21.95612508097521
948,split pir 2x bxb1,20,0.01,10,-,kan,5,72.5,28.69544513382867
949,split pir 2x bxb1,20,0.01,10,-,kan,6,64.8125,26.716684861711414
950,split pir 2x bxb1,20,0.01,10,-,kan,7,133.5,62.165102750659074
951,split pir 2x bxb1,20,0.01,10,-,kan,8,149.25,88.92010860477912
952,split pir 2x bxb1,20,0.01,10,-,kan,9,146.0625,113.06901732380729
953,split pir 2x bxb1,20,0.01,10,-,kan,10,102.5625,96.63496760637794
954,split pir 2x bxb1,20,0.01,10,-,kan,11,90.875,105.53900768368605
955,split pir 2x bxb1,20,0.01,10,-,kan,12,78.8125,96.37721185158718
956,split pir 2x bxb1,20,0.01,10,-,kan,13,65.1875,85.93724350611073
957,split pir 2x bxb1,20,0.01,10,-,kan,14,50.625,71.65480245095729
958,split pir 2x bxb1,20,0.01,10,-,kan,15,34.375,48.35933208802619
959,split pir 2x bxb1,20,0.01,10,-,kan,16,24.1875,34.644044530461095
960,split pir 2x bxb1,20,0.01,50,+,carb,1,410.5,97.98979538707079
961,split pir 2x bxb1,20,0.01,50,+,carb,2,361.125,99.64929574692007
962,split pir 2x bxb1,20,0.01,50,+,carb,3,369.5625,45.97937231597914
963,split pir 2x bxb1,20,0.01,50,+,carb,4,350.4375,15.12433587680086
964,split pir 2x bxb1,20,0.01,50,+,carb,5,588.5625,68.36688708724421
965,split pir 2x bxb1,20,0.01,50,+,carb,6,466.9375,65.67802279736676
966,split pir 2x bxb1,20,0.01,50,+,carb,7,702.9375,108.29933303448497
967,split pir 2x bxb1,20,0.01,50,+,carb,8,849.6875,154.12933750124088
968,split pir 2x bxb1,20,0.01,50,+,carb,9,1036.25,296.7361743078473
969,split pir 2x bxb1,20,0.01,50,+,carb,10,854.125,164.5875255644503
970,split pir 2x bxb1,20,0.01,50,+,carb,11,1318.5,196.52299029448366
971,split pir 2x bxb1,20,0.01,50,+,carb,12,1422.8125,251.52618970425897
972,split pir 2x bxb1,20,0.01,50,+,carb,13,1653.875,212.31071401536548
973,split pir 2x bxb1,20,0.01,50,+,carb,14,1273.5625,177.47906063613735
974,split pir 2x bxb1,20,0.01,50,+,carb,15,1467.75,177.66461179907012
975,split pir 2x bxb1,20,0.01,50,+,carb,16,765.9375,87.29360862710888
976,split pir 2x bxb1,20,0.01,50,+,kan,1,697.3125,134.73040209989725
977,split pir 2x bxb1,20,0.01,50,+,kan,2,597.375,140.01549659132124
978,split pir 2x bxb1,20,0.01,50,+,kan,3,486.125,108.08487075309978
979,split pir 2x bxb1,20,0.01,50,+,kan,4,463.875,105.34662175070311
980,split pir 2x bxb1,20,0.01,50,+,kan,5,660.0,126.48320046551636
981,split pir 2x bxb1,20,0.01,50,+,kan,6,399.6875,91.39784988874581
982,split pir 2x bxb1,20,0.01,50,+,kan,7,871.0,160.80045309104608
983,split pir 2x bxb1,20,0.01,50,+,kan,8,1037.3125,190.10390720791165
984,split pir 2x bxb1,20,0.01,50,+,kan,9,1357.9375,292.16463527802756
985,split pir 2x bxb1,20,0.01,50,+,kan,10,1185.25,228.75688904536688
986,split pir 2x bxb1,20,0.01,50,+,kan,11,1293.5625,231.38749773300813
987,split pir 2x bxb1,20,0.01,50,+,kan,12,1337.375,244.7308652960869
988,split pir 2x bxb1,20,0.01,50,+,kan,13,1068.375,225.06201526309516
989,split pir 2x bxb1,20,0.01,50,+,kan,14,1264.5,178.41084207925414
990,split pir 2x bxb1,20,0.01,50,+,kan,15,1054.6875,178.49428512260155
991,split pir 2x bxb1,20,0.01,50,+,kan,16,926.5,171.57130962289202
992,split pir 2x bxb1,20,0.01,50,-,carb,1,280.8125,94.97140077036727
993,split pir 2x bxb1,20,0.01,50,-,carb,2,73.6875,43.133461902730296
994,split pir 2x bxb1,20,0.01,50,-,carb,3,10.125,7.940627898886299
995,split pir 2x bxb1,20,0.01,50,-,carb,4,4.1875,2.827637832942139
996,split pir 2x bxb1,20,0.01,50,-,carb,5,3.5,1.1952286093343936
997,split pir 2x bxb1,20,0.01,50,-,carb,6,4.0,1.4392458342578491
998,split pir 2x bxb1,20,0.01,50,-,carb,7,22.5,13.820274961085254
999,split pir 2x bxb1,20,0.01,50,-,carb,8,102.0625,53.24635299382351
1000,split pir 2x bxb1,20,0.01,50,-,carb,9,151.5625,101.52038412485024
1001,split pir 2x bxb1,20,0.01,50,-,carb,10,82.375,63.94403244802666
1002,split pir 2x bxb1,20,0.01,50,-,carb,11,70.8125,65.12237792911786
1003,split pir 2x bxb1,20,0.01,50,-,carb,12,60.8125,65.12128108383618
1004,split pir 2x bxb1,20,0.01,50,-,carb,13,58.8125,73.8772812072252
1005,split pir 2x bxb1,20,0.01,50,-,carb,14,46.375,59.34328100130629
1006,split pir 2x bxb1,20,0.01,50,-,carb,15,41.5625,53.72844252083142
1007,split pir 2x bxb1,20,0.01,50,-,carb,16,25.3125,32.79474859965061
1008,split pir 2x bxb1,20,0.01,50,-,kan,1,496.5625,110.6937336915303
1009,split pir 2x bxb1,20,0.01,50,-,kan,2,314.125,79.71545378048458
1010,split pir 2x bxb1,20,0.01,50,-,kan,3,134.5,47.75009349280301
1011,split pir 2x bxb1,20,0.01,50,-,kan,4,63.0625,25.181395484989086
1012,split pir 2x bxb1,20,0.01,50,-,kan,5,84.875,30.80091603461541
1013,split pir 2x bxb1,20,0.01,50,-,kan,6,62.4375,23.065802609057418
1014,split pir 2x bxb1,20,0.01,50,-,kan,7,128.625,41.93511143932458
1015,split pir 2x bxb1,20,0.01,50,-,kan,8,132.8125,49.31092134898429
1016,split pir 2x bxb1,20,0.01,50,-,kan,9,126.875,70.10132972042277
1017,split pir 2x bxb1,20,0.01,50,-,kan,10,83.0625,55.39432507035355
1018,split pir 2x bxb1,20,0.01,50,-,kan,11,63.75,42.133291892686074
1019,split pir 2x bxb1,20,0.01,50,-,kan,12,55.6875,51.44271258955371
1020,split pir 2x bxb1,20,0.01,50,-,kan,13,45.625,44.36274981815905
1021,split pir 2x bxb1,20,0.01,50,-,kan,14,36.375,38.833665439005
1022,split pir 2x bxb1,20,0.01,50,-,kan,15,26.375,31.09289078138051
1023,split pir 2x bxb1,20,0.01,50,-,kan,16,16.25,20.406581571360046
1024,split pir 2x bxb1,30,0.01,10,+,carb,1,241.25,66.67940354519423
1025,split pir 2x bxb1,30,0.01,10,+,carb,2,40.9375,17.04288184048025
1026,split pir 2x bxb1,30,0.01,10,+,carb,3,7.8125,3.918249426903368
