,well,strain,sal,las,iptg,chlor,cole1,rep,plate,channel,measurement
611,A5,1x diff 2x bxb1,30,0.01,10,+,carb,1,9,sfGFP,1169.5
615,A5,1x diff 2x bxb1,30,0.01,10,+,carb,1,10,sfGFP,751.5
619,A5,1x diff 2x bxb1,30,0.01,10,+,carb,1,11,sfGFP,647.0
623,A5,1x diff 2x bxb1,30,0.01,10,+,carb,1,12,sfGFP,414.5
627,A5,1x diff 2x bxb1,30,0.01,10,+,carb,1,13,sfGFP,356.0
631,A5,1x diff 2x bxb1,30,0.01,10,+,carb,1,14,sfGFP,366.5
635,A5,1x diff 2x bxb1,30,0.01,10,+,carb,1,15,sfGFP,310.5
639,A5,1x diff 2x bxb1,30,0.01,10,+,carb,1,16,sfGFP,294.5
643,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,1,sfGFP,18756.0
647,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,2,sfGFP,25934.5
651,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,3,sfGFP,20759.0
655,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,4,sfGFP,20584.5
659,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,5,sfGFP,18246.5
663,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,6,sfGFP,7846.0
667,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,7,sfGFP,2283.5
671,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,8,sfGFP,701.5
675,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,9,sfGFP,351.0
679,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,10,sfGFP,281.5
683,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,11,sfGFP,283.5
687,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,12,sfGFP,256.0
691,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,13,sfGFP,264.5
695,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,14,sfGFP,272.0
699,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,15,sfGFP,266.5
703,A7,1x diff 2x bxb1,30,0.01,50,+,carb,1,16,sfGFP,248.0
707,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,1,sfGFP,16902.0
711,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,2,sfGFP,23623.0
715,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,3,sfGFP,17182.5
719,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,4,sfGFP,17946.0
723,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,5,sfGFP,19494.5
727,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,6,sfGFP,16835.0
731,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,7,sfGFP,17924.0
735,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,8,sfGFP,17408.5
739,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,9,sfGFP,17070.0
743,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,10,sfGFP,15072.0
747,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,11,sfGFP,14096.0
751,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,12,sfGFP,12726.5
755,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,13,sfGFP,10483.5
759,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,14,sfGFP,9447.0
763,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,15,sfGFP,7970.0
767,A9,split pir 2x bxb1,20,0.01,10,+,carb,1,16,sfGFP,8283.5
771,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,1,sfGFP,10421.5
775,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,2,sfGFP,16980.5
779,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,3,sfGFP,14387.0
783,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,4,sfGFP,14112.5
787,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,5,sfGFP,15691.5
791,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,6,sfGFP,13961.5
795,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,7,sfGFP,14361.5
799,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,8,sfGFP,14607.0
803,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,9,sfGFP,14567.5
807,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,10,sfGFP,13823.0
811,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,11,sfGFP,12790.0
815,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,12,sfGFP,9901.5
819,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,13,sfGFP,6583.5
823,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,14,sfGFP,4721.5
827,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,15,sfGFP,2881.5
831,B1,1x diff 2x bxb1,20,0.01,10,+,carb,2,16,sfGFP,2426.0
835,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,1,sfGFP,24201.0
839,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,2,sfGFP,22693.0
843,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,3,sfGFP,19392.0
847,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,4,sfGFP,21079.5
851,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,5,sfGFP,21418.5
855,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,6,sfGFP,18903.0
859,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,7,sfGFP,19561.5
863,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,8,sfGFP,17964.0
867,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,9,sfGFP,16252.5
871,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,10,sfGFP,11842.5
875,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,11,sfGFP,10121.0
879,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,12,sfGFP,8488.0
883,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,13,sfGFP,7064.0
887,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,14,sfGFP,6826.0
891,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,15,sfGFP,6328.5
895,B11,split pir 2x bxb1,20,0.01,50,+,carb,2,16,sfGFP,6728.0
899,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,1,sfGFP,22690.5
903,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,2,sfGFP,28451.5
907,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,3,sfGFP,14149.5
911,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,4,sfGFP,10568.5
915,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,5,sfGFP,11510.5
919,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,6,sfGFP,7169.0
923,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,7,sfGFP,4717.0
927,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,8,sfGFP,3020.0
931,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,9,sfGFP,2060.5
935,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,10,sfGFP,1540.5
939,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,11,sfGFP,1549.0
943,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,12,sfGFP,1244.5
947,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,13,sfGFP,1139.5
951,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,14,sfGFP,1195.0
955,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,15,sfGFP,1182.5
959,B13,split pir 2x bxb1,30,0.01,10,+,carb,2,16,sfGFP,1395.0
963,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,1,sfGFP,33690.0
967,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,2,sfGFP,28764.5
971,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,3,sfGFP,22521.0
975,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,4,sfGFP,20404.0
979,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,5,sfGFP,18281.0
983,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,6,sfGFP,11940.0
987,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,7,sfGFP,8657.5
991,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,8,sfGFP,5646.0
995,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,9,sfGFP,3622.0
999,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,10,sfGFP,2521.5
1003,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,11,sfGFP,2055.0
1007,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,12,sfGFP,1610.5
1011,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,13,sfGFP,1251.0
1015,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,14,sfGFP,1150.5
1019,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,15,sfGFP,1108.5
1023,B15,split pir 2x bxb1,30,0.01,50,+,carb,2,16,sfGFP,1281.0
1027,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,1,sfGFP,9752.0
1031,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,2,sfGFP,13249.0
1035,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,3,sfGFP,9845.5
1039,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,4,sfGFP,11150.5
1043,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,5,sfGFP,11304.5
1047,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,6,sfGFP,10350.0
1051,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,7,sfGFP,10985.5
1055,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,8,sfGFP,10760.0
1059,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,9,sfGFP,11111.0
1063,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,10,sfGFP,9186.5
1067,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,11,sfGFP,7229.5
1071,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,12,sfGFP,4923.5
1075,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,13,sfGFP,3013.5
1079,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,14,sfGFP,2043.0
1083,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,15,sfGFP,1433.0
1087,B17,1x diff 2x bxb1,20,0.01,10,+,kan,2,16,sfGFP,1224.5
1091,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,1,sfGFP,9496.5
1095,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,2,sfGFP,11079.5
1099,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,3,sfGFP,8398.0
1103,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,4,sfGFP,10224.5
1107,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,5,sfGFP,9362.0
1111,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,6,sfGFP,8963.5
1115,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,7,sfGFP,9701.5
1119,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,8,sfGFP,9862.0
1123,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,9,sfGFP,11616.0
1127,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,10,sfGFP,9509.0
1131,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,11,sfGFP,9499.0
1135,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,12,sfGFP,5359.0
1139,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,13,sfGFP,2617.0
1143,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,14,sfGFP,1494.0
1147,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,15,sfGFP,1007.0
1151,B19,1x diff 2x bxb1,20,0.01,50,+,kan,2,16,sfGFP,716.0
1155,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,1,sfGFP,14019.5
1159,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,2,sfGFP,19566.0
1163,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,3,sfGFP,15545.5
1167,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,4,sfGFP,15434.0
1171,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,5,sfGFP,12961.0
1175,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,6,sfGFP,5633.0
1179,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,7,sfGFP,2719.5
1183,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,8,sfGFP,1422.5
1187,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,9,sfGFP,945.0
1191,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,10,sfGFP,785.0
1195,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,11,sfGFP,827.5
1199,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,12,sfGFP,605.0
1203,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,13,sfGFP,584.5
1207,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,14,sfGFP,558.5
1211,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,15,sfGFP,556.0
1215,B21,1x diff 2x bxb1,30,0.01,10,+,kan,2,16,sfGFP,503.5
1219,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,1,sfGFP,14300.0
1223,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,2,sfGFP,19343.0
1227,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,3,sfGFP,14968.5
1231,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,4,sfGFP,15071.0
1235,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,5,sfGFP,14093.5
1239,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,6,sfGFP,8402.5
1243,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,7,sfGFP,3832.0
1247,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,8,sfGFP,1444.5
1251,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,9,sfGFP,781.0
1255,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,10,sfGFP,606.0
1259,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,11,sfGFP,637.5
1263,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,12,sfGFP,517.5
1267,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,13,sfGFP,541.5
1271,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,14,sfGFP,533.5
1275,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,15,sfGFP,538.5
1279,B23,1x diff 2x bxb1,30,0.01,50,+,kan,2,16,sfGFP,493.0
1283,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,1,sfGFP,11573.0
1287,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,2,sfGFP,14980.0
1291,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,3,sfGFP,11857.5
1295,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,4,sfGFP,13631.5
1299,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,5,sfGFP,14862.0
1303,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,6,sfGFP,13308.5
1307,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,7,sfGFP,13643.0
1311,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,8,sfGFP,13135.0
1315,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,9,sfGFP,14932.0
1319,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,10,sfGFP,12259.0
1323,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,11,sfGFP,9525.5
1327,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,12,sfGFP,5502.0
1331,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,13,sfGFP,2623.5
1335,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,14,sfGFP,1564.5
1339,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,15,sfGFP,784.5
1343,B3,1x diff 2x bxb1,20,0.01,50,+,carb,2,16,sfGFP,546.5
1347,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,1,sfGFP,16350.0
1351,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,2,sfGFP,23646.0
1355,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,3,sfGFP,18851.5
1359,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,4,sfGFP,16925.5
1363,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,5,sfGFP,16270.0
1367,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,6,sfGFP,6516.0
1371,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,7,sfGFP,2847.5
1375,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,8,sfGFP,1378.0
1379,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,9,sfGFP,761.5
1383,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,10,sfGFP,517.0
1387,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,11,sfGFP,506.0
1391,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,12,sfGFP,350.5
1395,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,13,sfGFP,328.5
1399,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,14,sfGFP,337.5
1403,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,15,sfGFP,298.0
1407,B5,1x diff 2x bxb1,30,0.01,10,+,carb,2,16,sfGFP,281.5
1411,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,1,sfGFP,20209.5
1415,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,2,sfGFP,26265.5
1419,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,3,sfGFP,20339.5
1423,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,4,sfGFP,20621.0
1427,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,5,sfGFP,14944.0
1431,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,6,sfGFP,4276.0
1435,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,7,sfGFP,1089.5
1439,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,8,sfGFP,421.5
1443,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,9,sfGFP,283.0
1447,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,10,sfGFP,264.0
1451,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,11,sfGFP,286.0
1455,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,12,sfGFP,251.5
1459,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,13,sfGFP,262.0
1463,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,14,sfGFP,263.5
1467,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,15,sfGFP,262.0
1471,B7,1x diff 2x bxb1,30,0.01,50,+,carb,2,16,sfGFP,247.0
1475,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,1,sfGFP,17754.0
1479,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,2,sfGFP,24643.0
1483,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,3,sfGFP,17375.0
1487,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,4,sfGFP,18541.5
1491,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,5,sfGFP,19760.0
1495,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,6,sfGFP,16917.5
1499,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,7,sfGFP,18091.0
1503,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,8,sfGFP,16778.5
1507,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,9,sfGFP,14914.5
1511,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,10,sfGFP,13155.5
1515,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,11,sfGFP,12523.5
1519,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,12,sfGFP,10546.5
1523,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,13,sfGFP,9078.5
1527,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,14,sfGFP,8091.0
1531,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,15,sfGFP,6911.0
1535,B9,split pir 2x bxb1,20,0.01,10,+,carb,2,16,sfGFP,7074.0
1539,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,1,sfGFP,10768.5
1543,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,2,sfGFP,15333.0
1547,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,3,sfGFP,12004.0
1551,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,4,sfGFP,12678.5
1555,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,5,sfGFP,13253.5
1559,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,6,sfGFP,11806.5
1563,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,7,sfGFP,12148.0
1567,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,8,sfGFP,12272.0
1571,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,9,sfGFP,11875.5
1575,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,10,sfGFP,10505.5
1579,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,11,sfGFP,8852.5
1583,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,12,sfGFP,5594.5
1587,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,13,sfGFP,3262.5
1591,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,14,sfGFP,2171.0
1595,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,15,sfGFP,1325.5
1599,C1,1x diff 2x bxb1,20,0.01,10,+,carb,3,16,sfGFP,1101.5
1603,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,1,sfGFP,26865.0
1607,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,2,sfGFP,23550.5
1611,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,3,sfGFP,20006.0
1615,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,4,sfGFP,21455.0
1619,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,5,sfGFP,22269.5
1623,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,6,sfGFP,18799.0
1627,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,7,sfGFP,19815.5
1631,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,8,sfGFP,17026.0
1635,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,9,sfGFP,15844.5
1639,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,10,sfGFP,11256.5
1643,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,11,sfGFP,10738.0
1647,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,12,sfGFP,8546.5
1651,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,13,sfGFP,7229.5
1655,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,14,sfGFP,6754.5
1659,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,15,sfGFP,5969.0
1663,C11,split pir 2x bxb1,20,0.01,50,+,carb,3,16,sfGFP,6178.0
1667,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,1,sfGFP,23166.5
1671,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,2,sfGFP,27128.5
1675,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,3,sfGFP,9475.5
1679,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,4,sfGFP,5194.0
1683,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,5,sfGFP,15622.0
1687,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,6,sfGFP,12592.5
1691,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,7,sfGFP,11647.0
1695,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,8,sfGFP,10771.0
1699,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,9,sfGFP,8604.5
1703,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,10,sfGFP,6715.5
1707,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,11,sfGFP,5630.5
1711,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,12,sfGFP,5052.5
1715,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,13,sfGFP,4523.5
1719,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,14,sfGFP,4350.5
1723,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,15,sfGFP,3679.0
1727,C13,split pir 2x bxb1,30,0.01,10,+,carb,3,16,sfGFP,3661.0
1731,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,1,sfGFP,33690.5
1735,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,2,sfGFP,25627.0
1739,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,3,sfGFP,19418.0
1743,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,4,sfGFP,15736.0
1747,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,5,sfGFP,15462.0
1751,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,6,sfGFP,10079.0
1755,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,7,sfGFP,8921.5
1759,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,8,sfGFP,7657.5
1763,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,9,sfGFP,7706.5
1767,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,10,sfGFP,6323.0
1771,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,11,sfGFP,6632.5
1775,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,12,sfGFP,5803.5
1779,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,13,sfGFP,4664.5
1783,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,14,sfGFP,3642.5
1787,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,15,sfGFP,3321.5
1791,C15,split pir 2x bxb1,30,0.01,50,+,carb,3,16,sfGFP,2692.0
1795,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,1,sfGFP,10396.5
1799,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,2,sfGFP,13944.5
1803,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,3,sfGFP,11136.0
1807,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,4,sfGFP,11469.0
1811,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,5,sfGFP,12197.5
1815,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,6,sfGFP,11126.5
1819,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,7,sfGFP,11528.5
1823,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,8,sfGFP,10634.5
1827,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,9,sfGFP,11080.0
1831,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,10,sfGFP,8722.0
1835,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,11,sfGFP,6603.0
1839,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,12,sfGFP,3853.5
1843,C17,1x diff 2x bxb1,20,0.01,10,+,kan,3,13,sfGFP,2189.5
