,well,strain,sal,las,iptg,chlor,cole1,rep,plate,channel,measurement
3,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,1,sfGFP,1897.0
7,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,2,sfGFP,5062.5
11,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,3,sfGFP,5985.0
15,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,4,sfGFP,5758.5
19,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,5,sfGFP,4433.5
23,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,6,sfGFP,4430.5
27,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,7,sfGFP,4738.0
31,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,8,sfGFP,5684.5
35,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,9,sfGFP,7090.0
39,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,10,sfGFP,8593.0
43,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,11,sfGFP,8354.5
47,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,12,sfGFP,8137.0
51,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,13,sfGFP,9773.5
55,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,14,sfGFP,9426.0
59,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,15,sfGFP,8855.5
63,A1,1x diff 2x bxb1,10,0.01,10,-,carb,1,16,sfGFP,9918.0
67,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,1,sfGFP,10746.5
71,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,2,sfGFP,16111.0
75,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,3,sfGFP,16799.0
79,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,4,sfGFP,16032.0
83,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,5,sfGFP,16459.5
87,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,6,sfGFP,12326.5
91,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,7,sfGFP,13735.0
95,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,8,sfGFP,10860.5
99,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,9,sfGFP,8494.5
103,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,10,sfGFP,6802.5
107,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,11,sfGFP,4059.0
111,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,12,sfGFP,1807.0
115,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,13,sfGFP,919.5
119,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,14,sfGFP,634.0
123,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,15,sfGFP,560.0
127,A10,1x diff 2x bxb1,20,0.01,10,-,kan,1,16,sfGFP,509.0
131,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,1,sfGFP,14990.0
135,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,2,sfGFP,27191.5
139,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,3,sfGFP,20937.5
143,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,4,sfGFP,20016.5
147,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,5,sfGFP,15688.5
151,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,6,sfGFP,11131.0
155,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,7,sfGFP,5651.0
159,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,8,sfGFP,1854.5
163,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,9,sfGFP,623.0
167,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,10,sfGFP,420.5
171,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,11,sfGFP,354.0
175,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,12,sfGFP,312.0
179,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,13,sfGFP,283.5
183,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,14,sfGFP,269.0
187,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,15,sfGFP,257.0
191,A11,1x diff 2x bxb1,20,0.01,50,-,carb,1,16,sfGFP,251.0
195,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,1,sfGFP,12694.0
199,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,2,sfGFP,14939.0
203,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,3,sfGFP,15285.0
207,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,4,sfGFP,15867.0
211,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,5,sfGFP,13904.0
215,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,6,sfGFP,11399.5
219,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,7,sfGFP,12623.5
223,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,8,sfGFP,9731.0
227,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,9,sfGFP,8136.5
231,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,10,sfGFP,5353.5
235,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,11,sfGFP,2324.5
239,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,12,sfGFP,850.5
243,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,13,sfGFP,523.0
247,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,14,sfGFP,470.0
251,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,15,sfGFP,447.0
255,A12,1x diff 2x bxb1,20,0.01,50,-,kan,1,16,sfGFP,430.0
259,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,1,sfGFP,17312.0
263,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,2,sfGFP,26608.0
267,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,3,sfGFP,24986.5
271,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,4,sfGFP,25403.5
275,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,5,sfGFP,26482.0
279,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,6,sfGFP,22022.0
283,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,7,sfGFP,22931.5
287,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,8,sfGFP,19945.0
291,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,9,sfGFP,15216.5
295,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,10,sfGFP,10980.5
299,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,11,sfGFP,6369.5
303,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,12,sfGFP,3496.5
307,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,13,sfGFP,2270.5
311,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,14,sfGFP,1118.0
315,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,15,sfGFP,665.5
319,A13,1x diff 2x bxb1,30,0.01,10,-,carb,1,16,sfGFP,441.0
323,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,1,sfGFP,16199.5
327,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,2,sfGFP,23000.0
331,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,3,sfGFP,21200.0
335,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,4,sfGFP,20245.5
339,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,5,sfGFP,19483.5
343,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,6,sfGFP,5677.5
347,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,7,sfGFP,1672.0
351,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,8,sfGFP,725.5
355,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,9,sfGFP,518.0
359,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,10,sfGFP,490.0
363,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,11,sfGFP,493.0
367,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,12,sfGFP,388.0
371,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,13,sfGFP,444.5
375,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,14,sfGFP,467.0
379,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,15,sfGFP,457.5
383,A14,1x diff 2x bxb1,30,0.01,10,-,kan,1,16,sfGFP,432.5
387,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,1,sfGFP,21522.5
391,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,2,sfGFP,33222.5
395,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,3,sfGFP,24072.0
399,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,4,sfGFP,11584.5
403,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,5,sfGFP,2572.0
407,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,6,sfGFP,767.0
411,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,7,sfGFP,604.5
415,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,8,sfGFP,405.0
419,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,9,sfGFP,310.5
423,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,10,sfGFP,282.5
427,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,11,sfGFP,268.5
431,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,12,sfGFP,251.0
435,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,13,sfGFP,245.0
439,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,14,sfGFP,249.5
443,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,15,sfGFP,306.5
447,A15,1x diff 2x bxb1,30,0.01,50,-,carb,1,16,sfGFP,254.0
451,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,1,sfGFP,19256.0
455,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,2,sfGFP,25217.5
459,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,3,sfGFP,19492.5
463,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,4,sfGFP,20949.5
467,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,5,sfGFP,8882.5
471,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,6,sfGFP,1672.5
475,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,7,sfGFP,661.5
479,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,8,sfGFP,486.0
483,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,9,sfGFP,425.0
487,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,10,sfGFP,420.0
491,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,11,sfGFP,444.0
495,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,12,sfGFP,334.0
499,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,13,sfGFP,390.0
503,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,14,sfGFP,440.0
507,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,15,sfGFP,433.5
511,A16,1x diff 2x bxb1,30,0.01,50,-,kan,1,16,sfGFP,419.5
515,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,1,sfGFP,2349.0
519,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,2,sfGFP,5941.0
523,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,3,sfGFP,5537.5
527,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,4,sfGFP,4514.0
531,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,5,sfGFP,4541.0
535,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,6,sfGFP,3869.0
539,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,7,sfGFP,4719.5
543,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,8,sfGFP,5443.0
547,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,9,sfGFP,6276.0
551,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,10,sfGFP,7099.0
555,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,11,sfGFP,6539.0
559,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,12,sfGFP,6720.5
563,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,13,sfGFP,8377.5
567,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,14,sfGFP,8124.0
571,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,15,sfGFP,7404.5
575,A17,1x diff 2x bxb1,10,0.01,10,+,carb,1,16,sfGFP,7679.5
579,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,1,sfGFP,2084.0
583,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,2,sfGFP,2328.5
587,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,3,sfGFP,2886.5
591,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,4,sfGFP,3150.5
595,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,5,sfGFP,2360.0
599,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,6,sfGFP,1826.5
603,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,7,sfGFP,1899.5
607,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,8,sfGFP,1886.0
611,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,9,sfGFP,2491.5
615,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,10,sfGFP,3352.5
619,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,11,sfGFP,3404.5
623,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,12,sfGFP,3906.0
627,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,13,sfGFP,5269.0
631,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,14,sfGFP,4397.0
635,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,15,sfGFP,3332.0
639,A18,1x diff 2x bxb1,10,0.01,10,+,kan,1,16,sfGFP,3338.5
643,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,1,sfGFP,2160.0
647,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,2,sfGFP,3957.0
651,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,3,sfGFP,3376.0
655,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,4,sfGFP,2897.5
659,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,5,sfGFP,2669.0
663,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,6,sfGFP,2492.0
667,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,7,sfGFP,3209.5
671,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,8,sfGFP,3448.0
675,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,9,sfGFP,4375.5
679,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,10,sfGFP,4750.5
683,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,11,sfGFP,4696.5
687,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,12,sfGFP,4835.5
691,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,13,sfGFP,5545.5
695,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,14,sfGFP,5362.5
699,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,15,sfGFP,5192.0
703,A19,1x diff 2x bxb1,10,0.01,50,+,carb,1,16,sfGFP,5871.5
707,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,1,sfGFP,1470.0
711,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,2,sfGFP,1753.5
715,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,3,sfGFP,1925.5
719,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,4,sfGFP,2146.5
723,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,5,sfGFP,1498.5
727,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,6,sfGFP,1272.0
731,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,7,sfGFP,1309.5
735,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,8,sfGFP,1508.0
739,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,9,sfGFP,1822.5
743,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,10,sfGFP,2534.0
747,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,11,sfGFP,3336.5
751,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,12,sfGFP,3188.0
755,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,13,sfGFP,3787.5
759,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,14,sfGFP,3205.0
763,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,15,sfGFP,2712.0
767,A2,1x diff 2x bxb1,10,0.01,10,-,kan,1,16,sfGFP,2658.5
771,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,1,sfGFP,1624.5
775,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,2,sfGFP,1753.0
779,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,3,sfGFP,2128.0
783,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,4,sfGFP,2437.5
787,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,5,sfGFP,1579.0
791,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,6,sfGFP,1314.5
795,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,7,sfGFP,1558.5
799,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,8,sfGFP,1414.0
803,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,9,sfGFP,2116.0
807,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,10,sfGFP,2467.0
811,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,11,sfGFP,2430.5
815,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,12,sfGFP,3165.5
819,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,13,sfGFP,4248.0
823,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,14,sfGFP,3005.0
827,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,15,sfGFP,2547.5
831,A20,1x diff 2x bxb1,10,0.01,50,+,kan,1,16,sfGFP,2564.0
835,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,1,sfGFP,6893.0
839,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,2,sfGFP,15101.5
843,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,3,sfGFP,13098.5
847,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,4,sfGFP,11333.5
851,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,5,sfGFP,10277.5
855,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,6,sfGFP,9868.5
859,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,7,sfGFP,11467.5
863,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,8,sfGFP,12526.0
867,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,9,sfGFP,12718.5
871,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,10,sfGFP,14275.0
875,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,11,sfGFP,14388.0
879,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,12,sfGFP,13065.5
883,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,13,sfGFP,13878.5
887,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,14,sfGFP,12573.0
891,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,15,sfGFP,10356.0
895,A21,1x diff 2x bxb1,15,0.01,10,+,carb,1,16,sfGFP,8152.5
899,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,1,sfGFP,5873.5
903,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,2,sfGFP,7962.5
907,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,3,sfGFP,9444.0
911,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,4,sfGFP,9172.5
915,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,5,sfGFP,6791.0
919,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,6,sfGFP,5564.5
923,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,7,sfGFP,6607.0
927,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,8,sfGFP,6332.5
931,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,9,sfGFP,7888.5
935,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,10,sfGFP,9512.5
939,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,11,sfGFP,9070.0
943,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,12,sfGFP,9111.5
947,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,13,sfGFP,11954.5
951,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,14,sfGFP,9731.0
955,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,15,sfGFP,7502.0
959,A22,1x diff 2x bxb1,15,0.01,10,+,kan,1,16,sfGFP,6776.5
963,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,1,sfGFP,6796.0
967,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,2,sfGFP,12406.5
971,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,3,sfGFP,9572.5
975,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,4,sfGFP,9136.5
979,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,5,sfGFP,7164.0
983,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,6,sfGFP,7838.5
987,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,7,sfGFP,8917.5
991,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,8,sfGFP,9277.0
995,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,9,sfGFP,10582.5
999,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,10,sfGFP,12168.5
1003,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,11,sfGFP,11550.0
1007,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,12,sfGFP,11557.5
1011,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,13,sfGFP,12461.0
1015,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,14,sfGFP,11896.5
1019,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,15,sfGFP,10788.5
1023,A23,1x diff 2x bxb1,15,0.01,50,+,carb,1,16,sfGFP,10040.5
1027,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,1,sfGFP,5317.5
1031,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,2,sfGFP,6231.5
1035,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,3,sfGFP,8669.5
1039,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,4,sfGFP,8135.0
1043,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,5,sfGFP,5452.5
1047,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,6,sfGFP,4876.0
1051,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,7,sfGFP,5582.0
1055,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,8,sfGFP,5365.0
1059,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,9,sfGFP,7355.0
1063,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,10,sfGFP,7991.5
1067,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,11,sfGFP,7321.0
1071,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,12,sfGFP,8127.5
1075,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,13,sfGFP,10282.5
1079,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,14,sfGFP,7855.0
1083,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,15,sfGFP,7320.0
1087,A24,1x diff 2x bxb1,15,0.01,50,+,kan,1,16,sfGFP,7092.5
1091,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,1,sfGFP,2069.5
1095,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,2,sfGFP,4455.0
1099,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,3,sfGFP,4082.0
1103,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,4,sfGFP,3429.0
1107,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,5,sfGFP,2506.5
1111,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,6,sfGFP,3061.5
1115,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,7,sfGFP,2965.5
1119,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,8,sfGFP,3990.0
1123,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,9,sfGFP,5710.5
1127,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,10,sfGFP,5875.5
1131,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,11,sfGFP,5618.0
1135,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,12,sfGFP,5089.0
1139,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,13,sfGFP,6360.5
1143,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,14,sfGFP,6077.5
1147,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,15,sfGFP,5779.0
1151,A3,1x diff 2x bxb1,10,0.01,50,-,carb,1,16,sfGFP,6741.0
1155,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,1,sfGFP,1484.5
1159,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,2,sfGFP,1502.5
1163,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,3,sfGFP,2229.5
1167,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,4,sfGFP,2110.5
1171,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,5,sfGFP,1428.0
1175,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,6,sfGFP,1353.0
1179,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,7,sfGFP,1367.0
1183,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,8,sfGFP,1371.5
1187,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,9,sfGFP,1905.5
1191,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,10,sfGFP,2608.0
1195,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,11,sfGFP,2680.5
1199,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,12,sfGFP,3060.0
1203,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,13,sfGFP,3436.0
1207,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,14,sfGFP,2562.0
1211,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,15,sfGFP,2311.0
1215,A4,1x diff 2x bxb1,10,0.01,50,-,kan,1,16,sfGFP,2409.5
1219,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,1,sfGFP,7565.5
1223,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,2,sfGFP,16775.5
1227,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,3,sfGFP,17335.0
1231,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,4,sfGFP,17468.0
1235,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,5,sfGFP,15341.0
1239,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,6,sfGFP,14643.5
