,strain,sal,las,iptg,chlor,cole1,plate,measurement,std
307,1x diff 2x bxb1,20,0.01,10,-,kan,4,1.2161875,0.018625898827784343
308,1x diff 2x bxb1,20,0.01,10,-,kan,5,1.226375,0.01279997209818381
309,1x diff 2x bxb1,20,0.01,10,-,kan,6,1.234625,0.014456214679408504
310,1x diff 2x bxb1,20,0.01,10,-,kan,7,1.2461875,0.014427002213112213
311,1x diff 2x bxb1,20,0.01,10,-,kan,8,1.3213749999999997,0.02059949721993927
312,1x diff 2x bxb1,20,0.01,10,-,kan,9,1.44225,0.01129475225808099
313,1x diff 2x bxb1,20,0.01,10,-,kan,10,1.4435000000000002,0.010226017238956197
314,1x diff 2x bxb1,20,0.01,10,-,kan,11,1.450625,0.011271804266778741
315,1x diff 2x bxb1,20,0.01,10,-,kan,12,1.2666875000000002,0.028555631793796114
316,1x diff 2x bxb1,20,0.01,10,-,kan,13,1.4019374999999998,0.015714955342875578
317,1x diff 2x bxb1,20,0.01,10,-,kan,14,1.448625,0.013829962297231985
318,1x diff 2x bxb1,20,0.01,10,-,kan,15,1.43925,0.01206825824810093
319,1x diff 2x bxb1,20,0.01,10,-,kan,16,1.4689999999999999,0.010226017238956117
320,1x diff 2x bxb1,20,0.01,50,+,carb,1,1.2851249999999999,0.02251626396312538
321,1x diff 2x bxb1,20,0.01,50,+,carb,2,1.3180625,0.010008701571275685
322,1x diff 2x bxb1,20,0.01,50,+,carb,3,1.3413125,0.014738039945276709
323,1x diff 2x bxb1,20,0.01,50,+,carb,4,1.301875,0.015493662298777886
324,1x diff 2x bxb1,20,0.01,50,+,carb,5,1.2793124999999999,0.01780436844469038
325,1x diff 2x bxb1,20,0.01,50,+,carb,6,1.2625625,0.02973026055817782
326,1x diff 2x bxb1,20,0.01,50,+,carb,7,1.3090624999999998,0.024620603305826157
327,1x diff 2x bxb1,20,0.01,50,+,carb,8,1.3236875000000001,0.021877805942487574
328,1x diff 2x bxb1,20,0.01,50,+,carb,9,1.3676875000000002,0.04967461086194553
329,1x diff 2x bxb1,20,0.01,50,+,carb,10,1.3861875,0.04932612861644137
330,1x diff 2x bxb1,20,0.01,50,+,carb,11,1.4308125,0.028033064023959806
331,1x diff 2x bxb1,20,0.01,50,+,carb,12,1.4676250000000002,0.015574131482319438
332,1x diff 2x bxb1,20,0.01,50,+,carb,13,1.453625,0.011621255157192405
333,1x diff 2x bxb1,20,0.01,50,+,carb,14,1.4695,0.017285419123808224
334,1x diff 2x bxb1,20,0.01,50,+,carb,15,1.4577499999999999,0.00950563742508333
335,1x diff 2x bxb1,20,0.01,50,+,carb,16,1.4396875,0.023810168146043375
336,1x diff 2x bxb1,20,0.01,50,+,kan,1,1.2453750000000001,0.026621352868917748
337,1x diff 2x bxb1,20,0.01,50,+,kan,2,1.2460624999999999,0.028341586683075508
338,1x diff 2x bxb1,20,0.01,50,+,kan,3,1.3165624999999999,0.014768299786076591
339,1x diff 2x bxb1,20,0.01,50,+,kan,4,1.2699375000000002,0.01536563303516757
340,1x diff 2x bxb1,20,0.01,50,+,kan,5,1.2525000000000002,0.018888772175176267
341,1x diff 2x bxb1,20,0.01,50,+,kan,6,1.2305625,0.01346274621740614
342,1x diff 2x bxb1,20,0.01,50,+,kan,7,1.2695625000000001,0.02339327971265005
343,1x diff 2x bxb1,20,0.01,50,+,kan,8,1.2763125,0.011819890922871234
344,1x diff 2x bxb1,20,0.01,50,+,kan,9,1.34525,0.02027489651197831
345,1x diff 2x bxb1,20,0.01,50,+,kan,10,1.3615625,0.02713779323063279
346,1x diff 2x bxb1,20,0.01,50,+,kan,11,1.3708125,0.03207907361950644
347,1x diff 2x bxb1,20,0.01,50,+,kan,12,1.4065625,0.017306971138821545
348,1x diff 2x bxb1,20,0.01,50,+,kan,13,1.4168124999999998,0.01547564330534549
349,1x diff 2x bxb1,20,0.01,50,+,kan,14,1.427875,0.014199471821162978
350,1x diff 2x bxb1,20,0.01,50,+,kan,15,1.4181875,0.010508287545687708
351,1x diff 2x bxb1,20,0.01,50,+,kan,16,1.3846249999999998,0.01982738005889825
352,1x diff 2x bxb1,20,0.01,50,-,carb,1,1.2900625000000001,0.016990412212270035
353,1x diff 2x bxb1,20,0.01,50,-,carb,2,1.2326249999999999,0.02312813685288359
354,1x diff 2x bxb1,20,0.01,50,-,carb,3,1.2533124999999998,0.023185490382687877
355,1x diff 2x bxb1,20,0.01,50,-,carb,4,1.2678125,0.02924152807713234
356,1x diff 2x bxb1,20,0.01,50,-,carb,5,1.3191875,0.016217137099817786
357,1x diff 2x bxb1,20,0.01,50,-,carb,6,1.3745,0.015475787540542203
358,1x diff 2x bxb1,20,0.01,50,-,carb,7,1.3894375,0.0069818003204249425
359,1x diff 2x bxb1,20,0.01,50,-,carb,8,1.4092500000000001,0.013752921767495681
360,1x diff 2x bxb1,20,0.01,50,-,carb,9,1.3919374999999998,0.03504327681596001
361,1x diff 2x bxb1,20,0.01,50,-,carb,10,1.46575,0.0329631829253704
362,1x diff 2x bxb1,20,0.01,50,-,carb,11,1.45275,0.018795896208633273
363,1x diff 2x bxb1,20,0.01,50,-,carb,12,1.4213125000000002,0.013269022732881035
364,1x diff 2x bxb1,20,0.01,50,-,carb,13,1.4450625,0.018791026543843414
365,1x diff 2x bxb1,20,0.01,50,-,carb,14,1.4823125000000001,0.011856093972540685
366,1x diff 2x bxb1,20,0.01,50,-,carb,15,1.4296875,0.01485630577999019
367,1x diff 2x bxb1,20,0.01,50,-,carb,16,1.437625,0.025599595420910094
368,1x diff 2x bxb1,20,0.01,50,-,kan,1,1.2566875,0.02339098956558148
369,1x diff 2x bxb1,20,0.01,50,-,kan,2,1.2271874999999999,0.027863106046731864
370,1x diff 2x bxb1,20,0.01,50,-,kan,3,1.0756875,0.04520424877312816
371,1x diff 2x bxb1,20,0.01,50,-,kan,4,1.2109375,0.02555307851176785
372,1x diff 2x bxb1,20,0.01,50,-,kan,5,1.2302499999999998,0.014257829929050062
373,1x diff 2x bxb1,20,0.01,50,-,kan,6,1.2444375,0.011611070763961203
374,1x diff 2x bxb1,20,0.01,50,-,kan,7,1.2633125,0.020281831243046684
375,1x diff 2x bxb1,20,0.01,50,-,kan,8,1.3355624999999998,0.028452262651676687
376,1x diff 2x bxb1,20,0.01,50,-,kan,9,1.431,0.010267841614895131
377,1x diff 2x bxb1,20,0.01,50,-,kan,10,1.4536250000000002,0.016760391233074302
378,1x diff 2x bxb1,20,0.01,50,-,kan,11,1.4368125,0.006881328256334568
379,1x diff 2x bxb1,20,0.01,50,-,kan,12,1.2518125,0.027229104045907553
380,1x diff 2x bxb1,20,0.01,50,-,kan,13,1.3829375,0.013759250135298514
381,1x diff 2x bxb1,20,0.01,50,-,kan,14,1.4709374999999998,0.012686994184146736
382,1x diff 2x bxb1,20,0.01,50,-,kan,15,1.4038750000000002,0.008838834764831806
383,1x diff 2x bxb1,20,0.01,50,-,kan,16,1.4625,0.015146899729930564
384,1x diff 2x bxb1,30,0.01,10,+,carb,1,1.276625,0.03376996763820933
385,1x diff 2x bxb1,30,0.01,10,+,carb,2,1.2826875000000002,0.03695551138096426
386,1x diff 2x bxb1,30,0.01,10,+,carb,3,1.24375,0.02835867214300213
387,1x diff 2x bxb1,30,0.01,10,+,carb,4,1.2120625,0.022563303804439407
388,1x diff 2x bxb1,30,0.01,10,+,carb,5,1.2768125,0.02080339515559891
389,1x diff 2x bxb1,30,0.01,10,+,carb,6,1.331,0.017484687178050407
390,1x diff 2x bxb1,30,0.01,10,+,carb,7,1.38825,0.012424055008617053
391,1x diff 2x bxb1,30,0.01,10,+,carb,8,1.394125,0.012999313168669466
392,1x diff 2x bxb1,30,0.01,10,+,carb,9,1.4636875000000003,0.022201894224206594
393,1x diff 2x bxb1,30,0.01,10,+,carb,10,1.4594999999999998,0.03633082123250962
394,1x diff 2x bxb1,30,0.01,10,+,carb,11,1.4686249999999998,0.013241574140346175
395,1x diff 2x bxb1,30,0.01,10,+,carb,12,1.4854375,0.012152123565157472
396,1x diff 2x bxb1,30,0.01,10,+,carb,13,1.4618125,0.009801375632313758
397,1x diff 2x bxb1,30,0.01,10,+,carb,14,1.4850624999999997,0.014905505933810423
398,1x diff 2x bxb1,30,0.01,10,+,carb,15,1.457625,0.010253048327204948
399,1x diff 2x bxb1,30,0.01,10,+,carb,16,1.45275,0.027298613256249635
400,1x diff 2x bxb1,30,0.01,10,+,kan,1,1.2169375,0.019743782927436032
401,1x diff 2x bxb1,30,0.01,10,+,kan,2,1.1551875000000003,0.014159644618220033
402,1x diff 2x bxb1,30,0.01,10,+,kan,3,1.2064375,0.02924946580708783
403,1x diff 2x bxb1,30,0.01,10,+,kan,4,1.176625,0.012031951510160666
404,1x diff 2x bxb1,30,0.01,10,+,kan,5,1.2181250000000001,0.02727210767694454
405,1x diff 2x bxb1,30,0.01,10,+,kan,6,1.2679375,0.030752976046462342
406,1x diff 2x bxb1,30,0.01,10,+,kan,7,1.3188125000000002,0.031237497498999484
407,1x diff 2x bxb1,30,0.01,10,+,kan,8,1.3331250000000001,0.012891719379951896
408,1x diff 2x bxb1,30,0.01,10,+,kan,9,1.4090624999999997,0.012459756647474653
409,1x diff 2x bxb1,30,0.01,10,+,kan,10,1.3979374999999998,0.038707176798551055
410,1x diff 2x bxb1,30,0.01,10,+,kan,11,1.4105,0.023804261323192896
411,1x diff 2x bxb1,30,0.01,10,+,kan,12,1.3968125,0.04659854189932182
412,1x diff 2x bxb1,30,0.01,10,+,kan,13,1.413125,0.015183990629230927
413,1x diff 2x bxb1,30,0.01,10,+,kan,14,1.4126875,0.026179241367377804
414,1x diff 2x bxb1,30,0.01,10,+,kan,15,1.4070625,0.016262220679494302
415,1x diff 2x bxb1,30,0.01,10,+,kan,16,1.3881875,0.027659843894818226
416,1x diff 2x bxb1,30,0.01,10,-,carb,1,1.3198750000000001,0.017610366265356264
417,1x diff 2x bxb1,30,0.01,10,-,carb,2,1.2501875,0.031851146536887504
418,1x diff 2x bxb1,30,0.01,10,-,carb,3,1.257,0.029757352032733008
419,1x diff 2x bxb1,30,0.01,10,-,carb,4,1.271625,0.023874298792993753
420,1x diff 2x bxb1,30,0.01,10,-,carb,5,1.2566249999999999,0.030487409579318777
421,1x diff 2x bxb1,30,0.01,10,-,carb,6,1.2981875,0.023227043197839116
422,1x diff 2x bxb1,30,0.01,10,-,carb,7,1.3086875,0.016692465152192016
423,1x diff 2x bxb1,30,0.01,10,-,carb,8,1.3211249999999999,0.03938251062155831
424,1x diff 2x bxb1,30,0.01,10,-,carb,9,1.432,0.013016473079470202
425,1x diff 2x bxb1,30,0.01,10,-,carb,10,1.4587500000000002,0.009776064063386061
426,1x diff 2x bxb1,30,0.01,10,-,carb,11,1.4588124999999998,0.006111683775476981
427,1x diff 2x bxb1,30,0.01,10,-,carb,12,1.4668750000000002,0.010776131031126198
428,1x diff 2x bxb1,30,0.01,10,-,carb,13,1.4689374999999998,0.013270368441434829
429,1x diff 2x bxb1,30,0.01,10,-,carb,14,1.483,0.012966991059720007
430,1x diff 2x bxb1,30,0.01,10,-,carb,15,1.4595624999999999,0.013289194052741808
431,1x diff 2x bxb1,30,0.01,10,-,carb,16,1.4686249999999998,0.025359909305831495
432,1x diff 2x bxb1,30,0.01,10,-,kan,1,1.267875,0.03136279643144086
433,1x diff 2x bxb1,30,0.01,10,-,kan,2,1.185875,0.02437907475098851
434,1x diff 2x bxb1,30,0.01,10,-,kan,3,0.8901874999999999,0.06893264699276079
435,1x diff 2x bxb1,30,0.01,10,-,kan,4,1.1924375,0.017694707643005222
436,1x diff 2x bxb1,30,0.01,10,-,kan,5,1.2245,0.021280440382124212
437,1x diff 2x bxb1,30,0.01,10,-,kan,6,1.27475,0.020532204669041907
438,1x diff 2x bxb1,30,0.01,10,-,kan,7,1.3464999999999998,0.03234081896657186
439,1x diff 2x bxb1,30,0.01,10,-,kan,8,1.3735,0.012781124475457603
440,1x diff 2x bxb1,30,0.01,10,-,kan,9,1.4465,0.014451890632617672
441,1x diff 2x bxb1,30,0.01,10,-,kan,10,1.4499375,0.02062494588737491
442,1x diff 2x bxb1,30,0.01,10,-,kan,11,1.4620625,0.010711934265774993
443,1x diff 2x bxb1,30,0.01,10,-,kan,12,1.2630000000000001,0.028460498941515443
444,1x diff 2x bxb1,30,0.01,10,-,kan,13,1.4245625,0.020114737844959103
445,1x diff 2x bxb1,30,0.01,10,-,kan,14,1.4376874999999998,0.019379550156949324
446,1x diff 2x bxb1,30,0.01,10,-,kan,15,1.4435624999999999,0.013939761988130038
447,1x diff 2x bxb1,30,0.01,10,-,kan,16,1.4656875,0.02008897618809158
448,1x diff 2x bxb1,30,0.01,50,+,carb,1,1.218375,0.03439866068821368
449,1x diff 2x bxb1,30,0.01,50,+,carb,2,1.1990625,0.0321196841071461
450,1x diff 2x bxb1,30,0.01,50,+,carb,3,1.2210625000000002,0.026988671565253884
451,1x diff 2x bxb1,30,0.01,50,+,carb,4,1.2138125,0.026202422870523143
452,1x diff 2x bxb1,30,0.01,50,+,carb,5,1.2844375,0.02342074401038526
453,1x diff 2x bxb1,30,0.01,50,+,carb,6,1.3346874999999998,0.015006992417822114
454,1x diff 2x bxb1,30,0.01,50,+,carb,7,1.389875,0.012073436012289792
455,1x diff 2x bxb1,30,0.01,50,+,carb,8,1.394125,0.0077862057511987205
456,1x diff 2x bxb1,30,0.01,50,+,carb,9,1.4745,0.018807293418094125
457,1x diff 2x bxb1,30,0.01,50,+,carb,10,1.4924375,0.019021486910484
458,1x diff 2x bxb1,30,0.01,50,+,carb,11,1.471,0.021755130757725068
459,1x diff 2x bxb1,30,0.01,50,+,carb,12,1.4898749999999998,0.015291804527729482
460,1x diff 2x bxb1,30,0.01,50,+,carb,13,1.46225,0.018888772175176368
461,1x diff 2x bxb1,30,0.01,50,+,carb,14,1.4850625,0.01607224204290481
462,1x diff 2x bxb1,30,0.01,50,+,carb,15,1.4605,0.011777702904823398
463,1x diff 2x bxb1,30,0.01,50,+,carb,16,1.4518749999999998,0.01851977707363516
464,1x diff 2x bxb1,30,0.01,50,+,kan,1,1.2181250000000001,0.04773045598537092
465,1x diff 2x bxb1,30,0.01,50,+,kan,2,1.1836874999999998,0.022546677772377698
466,1x diff 2x bxb1,30,0.01,50,+,kan,3,1.2421250000000001,0.03135026771359828
467,1x diff 2x bxb1,30,0.01,50,+,kan,4,1.1899374999999999,0.02823047681900838
468,1x diff 2x bxb1,30,0.01,50,+,kan,5,1.216,0.02587055689941204
469,1x diff 2x bxb1,30,0.01,50,+,kan,6,1.215625,0.134554489758929
470,1x diff 2x bxb1,30,0.01,50,+,kan,7,1.3111875,0.034209373715401406
471,1x diff 2x bxb1,30,0.01,50,+,kan,8,1.3250625000000003,0.024017014058490212
472,1x diff 2x bxb1,30,0.01,50,+,kan,9,1.39625,0.020613795657970682
473,1x diff 2x bxb1,30,0.01,50,+,kan,10,1.420375,0.03438308346514947
474,1x diff 2x bxb1,30,0.01,50,+,kan,11,1.4061874999999997,0.027531718720673483
475,1x diff 2x bxb1,30,0.01,50,+,kan,12,1.4215,0.019003759026646787
476,1x diff 2x bxb1,30,0.01,50,+,kan,13,1.410875,0.023064738083428214
477,1x diff 2x bxb1,30,0.01,50,+,kan,14,1.411625,0.026741821179568186
478,1x diff 2x bxb1,30,0.01,50,+,kan,15,1.4271875,0.021828777696295407
479,1x diff 2x bxb1,30,0.01,50,+,kan,16,1.4169999999999998,0.03184336665618132
480,1x diff 2x bxb1,30,0.01,50,-,carb,1,1.2591875,0.021570378995279655
481,1x diff 2x bxb1,30,0.01,50,-,carb,2,1.1360625,0.03818698123332452
482,1x diff 2x bxb1,30,0.01,50,-,carb,3,1.21475,0.020695064974184416
483,1x diff 2x bxb1,30,0.01,50,-,carb,4,1.35275,0.015276031646246975
484,1x diff 2x bxb1,30,0.01,50,-,carb,5,1.3823125,0.012112382978942234
485,1x diff 2x bxb1,30,0.01,50,-,carb,6,1.3836249999999999,0.02916670068025225
486,1x diff 2x bxb1,30,0.01,50,-,carb,7,1.36975,0.017140178362132493
487,1x diff 2x bxb1,30,0.01,50,-,carb,8,1.39475,0.018402251415054045
488,1x diff 2x bxb1,30,0.01,50,-,carb,9,1.4739375,0.013497188860753915
489,1x diff 2x bxb1,30,0.01,50,-,carb,10,1.5054375000000002,0.02195358333914023
490,1x diff 2x bxb1,30,0.01,50,-,carb,11,1.4703125000000001,0.012008739377160741
491,1x diff 2x bxb1,30,0.01,50,-,carb,12,1.4886249999999999,0.01778392130951031
492,1x diff 2x bxb1,30,0.01,50,-,carb,13,1.4725625,0.008981876593611044
493,1x diff 2x bxb1,30,0.01,50,-,carb,14,1.4985,0.018483583449722545
494,1x diff 2x bxb1,30,0.01,50,-,carb,15,1.4625,0.009157354577449952
495,1x diff 2x bxb1,30,0.01,50,-,carb,16,1.4816875,0.01893586449797613
496,1x diff 2x bxb1,30,0.01,50,-,kan,1,1.2075,0.017590581895678435
497,1x diff 2x bxb1,30,0.01,50,-,kan,2,1.1405625,0.026598116877489083
498,1x diff 2x bxb1,30,0.01,50,-,kan,3,0.9101249999999999,0.04546328974332716
499,1x diff 2x bxb1,30,0.01,50,-,kan,4,1.2046249999999998,0.025591223383920385
500,1x diff 2x bxb1,30,0.01,50,-,kan,5,1.3464375,0.024234623254462035
501,1x diff 2x bxb1,30,0.01,50,-,kan,6,1.35275,0.009837973078114981
502,1x diff 2x bxb1,30,0.01,50,-,kan,7,1.373125,0.019160506256359712
503,1x diff 2x bxb1,30,0.01,50,-,kan,8,1.3854375,0.011974489252454262
504,1x diff 2x bxb1,30,0.01,50,-,kan,9,1.4595625,0.0065924063458323865
505,1x diff 2x bxb1,30,0.01,50,-,kan,10,1.464,0.009231158416704077
506,1x diff 2x bxb1,30,0.01,50,-,kan,11,1.4619375,0.0053146529251010865
507,1x diff 2x bxb1,30,0.01,50,-,kan,12,1.2746250000000001,0.018290805652801927
508,1x diff 2x bxb1,30,0.01,50,-,kan,13,1.4221249999999999,0.01576784703122144
509,1x diff 2x bxb1,30,0.01,50,-,kan,14,1.4724374999999998,0.011555572248919638
510,1x diff 2x bxb1,30,0.01,50,-,kan,15,1.4468750000000001,0.006901086870921047
511,1x diff 2x bxb1,30,0.01,50,-,kan,16,1.4720625000000003,0.005354820925377212
512,naive 1x,0,0.0,10,-,carb,1,1.1766249999999996,0.01605070091927454
513,naive 1x,0,0.0,10,-,carb,2,1.2291249999999998,0.016771042219935438
514,naive 1x,0,0.0,10,-,carb,3,1.310875,0.03532375768718358
515,naive 1x,0,0.0,10,-,carb,4,1.33975,0.028594455006921465
516,naive 1x,0,0.0,10,-,carb,5,1.357,0.03646720640324878
517,naive 1x,0,0.0,10,-,carb,6,1.350625,0.152711387450782
518,naive 1x,0,0.0,10,-,carb,7,1.41175,0.01230563169563321
519,naive 1x,0,0.0,10,-,carb,8,1.3906250000000002,0.019338617914865172
520,naive 1x,0,0.0,10,-,carb,9,1.4709374999999998,0.01604555456905658
521,naive 1x,0,0.0,10,-,carb,10,1.5331249999999998,0.008442029207652512
522,naive 1x,0,0.0,10,-,carb,11,1.487125,0.022900015595752592
523,naive 1x,0,0.0,10,-,carb,12,1.5236875,0.01337625161032999
524,naive 1x,0,0.0,10,-,carb,13,1.4751249999999998,0.01414655435079512
525,naive 1x,0,0.0,10,-,carb,14,1.518875,0.029849323993302465
526,naive 1x,0,0.0,10,-,carb,15,1.4858125,0.01397686225772535
527,naive 1x,0,0.0,10,-,carb,16,1.5043125000000002,0.011786607109039348
528,naive 1x,0,0.0,10,-,kan,1,1.0931875,0.042723310382038436
529,naive 1x,0,0.0,10,-,kan,2,1.09,0.0464950074124708
530,naive 1x,0,0.0,10,-,kan,3,1.108125,0.03015288424962741
531,naive 1x,0,0.0,10,-,kan,4,1.261875,0.053950870508004116
532,naive 1x,0,0.0,10,-,kan,5,1.3159375,0.029802250034902743
533,naive 1x,0,0.0,10,-,kan,6,1.3355625,0.020307348247793122
534,naive 1x,0,0.0,10,-,kan,7,1.3583125,0.01806721082909194
535,naive 1x,0,0.0,10,-,kan,8,1.3721875000000001,0.02214068249690083
536,naive 1x,0,0.0,10,-,kan,9,1.4536875,0.021240018664237165
537,naive 1x,0,0.0,10,-,kan,10,1.4660625,0.01876630243662457
538,naive 1x,0,0.0,10,-,kan,11,1.460125,0.017898024631625854
539,naive 1x,0,0.0,10,-,kan,12,1.4656250000000002,0.014915835305377328
540,naive 1x,0,0.0,10,-,kan,13,1.4368124999999998,0.02370493845473672
541,naive 1x,0,0.0,10,-,kan,14,1.454,0.012755950992156026
542,naive 1x,0,0.0,10,-,kan,15,1.4491875,0.01667319812496347
543,naive 1x,0,0.0,10,-,kan,16,1.4468124999999998,0.01575240911280381
544,naive 1x,0,0.0,50,-,carb,1,1.134125,0.026195351277878084
545,naive 1x,0,0.0,50,-,carb,2,1.3611875,0.012688401621728627
546,naive 1x,0,0.0,50,-,carb,3,1.3960000000000001,0.013196319833304136
547,naive 1x,0,0.0,50,-,carb,4,1.3108125,0.035508487415988756
548,naive 1x,0,0.0,50,-,carb,5,1.1312499999999999,0.0754808395744055
549,naive 1x,0,0.0,50,-,carb,6,1.2086875,0.0823879921469142
550,naive 1x,0,0.0,50,-,carb,7,1.3985625,0.013428215230838248
551,naive 1x,0,0.0,50,-,carb,8,1.368125,0.010739612921995212
552,naive 1x,0,0.0,50,-,carb,9,1.4676875,0.011695351640716082
553,naive 1x,0,0.0,50,-,carb,10,1.5046249999999999,0.02144386359111351
554,naive 1x,0,0.0,50,-,carb,11,1.4575624999999999,0.014816586988912106
555,naive 1x,0,0.0,50,-,carb,12,1.5067499999999998,0.010515294982615884
556,naive 1x,0,0.0,50,-,carb,13,1.4633749999999999,0.018425041190107034
557,naive 1x,0,0.0,50,-,carb,14,1.5069375,0.03722464381485553
558,naive 1x,0,0.0,50,-,carb,15,1.4669375,0.011989392633252393
559,naive 1x,0,0.0,50,-,carb,16,1.48425,0.014367622330384796
560,naive 1x,0,0.0,50,-,kan,1,0.8674375,0.07194712219996809
561,naive 1x,0,0.0,50,-,kan,2,0.8261875000000001,0.13779512159620994
562,naive 1x,0,0.0,50,-,kan,3,1.3280625,0.04356722023002416
563,naive 1x,0,0.0,50,-,kan,4,1.3630625,0.027510306510210275
564,naive 1x,0,0.0,50,-,kan,5,1.3380625,0.023762872451428437
565,naive 1x,0,0.0,50,-,kan,6,1.3518125,0.02707125188408223
566,naive 1x,0,0.0,50,-,kan,7,1.3589375000000001,0.02966411673096923
567,naive 1x,0,0.0,50,-,kan,8,1.3734375,0.019422809676107117
568,naive 1x,0,0.0,50,-,kan,9,1.4339374999999999,0.02440204543534359
569,naive 1x,0,0.0,50,-,kan,10,1.444125,0.024343890403959765
570,naive 1x,0,0.0,50,-,kan,11,1.4192500000000001,0.021434284952584082
571,naive 1x,0,0.0,50,-,kan,12,1.4463124999999997,0.016091118890333784
572,naive 1x,0,0.0,50,-,kan,13,1.387625,0.04147352856254897
573,naive 1x,0,0.0,50,-,kan,14,1.4365625,0.020939432213614807
574,naive 1x,0,0.0,50,-,kan,15,1.4135625,0.03138748328781483
575,naive 1x,0,0.0,50,-,kan,16,1.412375,0.027984370637911423
576,naive 2x,0,0.0,10,-,carb,1,1.1465625000000002,0.05629605257666195
577,naive 2x,0,0.0,10,-,carb,2,1.2292500000000002,0.061822326064294914
578,naive 2x,0,0.0,10,-,carb,3,1.2885000000000002,0.06283652259179029
579,naive 2x,0,0.0,10,-,carb,4,1.3235000000000001,0.09717326204848147
580,naive 2x,0,0.0,10,-,carb,5,1.3659375,0.023257007392550363
581,naive 2x,0,0.0,10,-,carb,6,1.4096875,0.024322149664158372
582,naive 2x,0,0.0,10,-,carb,7,1.3582500000000002,0.0412933754631763
583,naive 2x,0,0.0,10,-,carb,8,1.3966875,0.01534586379824497
584,naive 2x,0,0.0,10,-,carb,9,1.479625,0.037848145831165095
585,naive 2x,0,0.0,10,-,carb,10,1.4889999999999999,0.02338955810979395
586,naive 2x,0,0.0,10,-,carb,11,1.4549374999999998,0.024765237012508417
587,naive 2x,0,0.0,10,-,carb,12,1.490875,0.02634625210537542
588,naive 2x,0,0.0,10,-,carb,13,1.4539374999999999,0.0162666123876924
589,naive 2x,0,0.0,10,-,carb,14,1.481,0.026851443164195056
590,naive 2x,0,0.0,10,-,carb,15,1.4474375,0.01729871485730329
591,naive 2x,0,0.0,10,-,carb,16,1.4756875,0.013548688655575234
592,naive 2x,0,0.0,10,-,kan,1,1.0425625,0.07012816710444222
593,naive 2x,0,0.0,10,-,kan,2,1.0755625,0.04435766764124808
594,naive 2x,0,0.0,10,-,kan,3,1.058125,0.00943681998496168
595,naive 2x,0,0.0,10,-,kan,4,1.0984375,0.01497483007296854
596,naive 2x,0,0.0,10,-,kan,5,1.1205625000000001,0.03509521487529124
597,naive 2x,0,0.0,10,-,kan,6,1.260625,0.04651555039523271
598,naive 2x,0,0.0,10,-,kan,7,1.322,0.021825607502590577
599,naive 2x,0,0.0,10,-,kan,8,1.3536249999999999,0.014443856825654303
600,naive 2x,0,0.0,10,-,kan,9,1.4373125,0.017171274809152322
601,naive 2x,0,0.0,10,-,kan,10,1.4668124999999999,0.023217815665684826
602,naive 2x,0,0.0,10,-,kan,11,1.4625,0.01775025150727247
603,naive 2x,0,0.0,10,-,kan,12,1.4630625,0.028189964653097054
604,naive 2x,0,0.0,10,-,kan,13,1.4250625,0.016032194172975828
605,naive 2x,0,0.0,10,-,kan,14,1.45275,0.015748015748023734
606,naive 2x,0,0.0,10,-,kan,15,1.4591249999999998,0.014879876151558351
607,naive 2x,0,0.0,10,-,kan,16,1.4453125000000002,0.019370333539424866
608,naive 2x,0,0.0,50,-,carb,1,1.20025,0.044214574197074155
609,naive 2x,0,0.0,50,-,carb,2,1.3709375,0.006224591208608416
610,naive 2x,0,0.0,50,-,carb,3,1.380625,0.013246967307921517
611,naive 2x,0,0.0,50,-,carb,4,0.8065,0.22234464881607308
612,naive 2x,0,0.0,50,-,carb,5,0.6539999999999999,0.13269809988950754
613,naive 2x,0,0.0,50,-,carb,6,1.2951249999999999,0.09058490492350263
614,naive 2x,0,0.0,50,-,carb,7,1.4004999999999999,0.010931605554537684
615,naive 2x,0,0.0,50,-,carb,8,1.3710625,0.015449081109983744
616,naive 2x,0,0.0,50,-,carb,9,1.469125,0.00875764971732869
617,naive 2x,0,0.0,50,-,carb,10,1.5056875,0.012546876389877074
618,naive 2x,0,0.0,50,-,carb,11,1.4548749999999997,0.011070391656512057
619,naive 2x,0,0.0,50,-,carb,12,1.5106875,0.012293835563287106
620,naive 2x,0,0.0,50,-,carb,13,1.4605,0.01607571371443809
621,naive 2x,0,0.0,50,-,carb,14,1.495875,0.011642747589318004
622,naive 2x,0,0.0,50,-,carb,15,1.46425,0.010843035948083392
623,naive 2x,0,0.0,50,-,carb,16,1.4953750000000001,0.008806450557890522
624,naive 2x,0,0.0,50,-,kan,1,0.665875,0.08202601939106187
625,naive 2x,0,0.0,50,-,kan,2,0.3574375,0.02008808726583992
626,naive 2x,0,0.0,50,-,kan,3,1.0458749999999999,0.23467785670695773
627,naive 2x,0,0.0,50,-,kan,4,1.3205,0.06562501700680057
628,naive 2x,0,0.0,50,-,kan,5,1.2985625,0.05504182662822373
629,naive 2x,0,0.0,50,-,kan,6,1.3283125,0.037481364417153024
630,naive 2x,0,0.0,50,-,kan,7,1.3234375,0.028522469212885402
631,naive 2x,0,0.0,50,-,kan,8,1.3614999999999997,0.024590939097852316
632,naive 2x,0,0.0,50,-,kan,9,1.4314375,0.019060875223496844
633,naive 2x,0,0.0,50,-,kan,10,1.43625,0.027613402542968138
634,naive 2x,0,0.0,50,-,kan,11,1.4204375000000002,0.023964911105316344
