Channel,Gain,Time (sec),Time (hr),Well,Measurement,Units,Excitation,Emission,strain,cole1,carb,sal,rep,ChanStr
sfGFP,61,50244,13.956666666666667,B1,219,AFU,485,515,diff split T7RNAP,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B2,203,AFU,485,515,diff split T7RNAP,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B3,206,AFU,485,515,diff split T7RNAP,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B4,1939,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B5,1945,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B6,11234,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B7,341,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B8,353,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B9,329,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B10,2142,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B11,2030,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,B12,2035,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C1,220,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C2,336,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C3,334,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C4,371,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C5,209,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C6,395,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C7,200,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C8,376,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C9,344,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C10,431,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C11,421,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,C12,433,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D1,213,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D2,313,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D3,391,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D4,2093,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D5,210,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D6,2006,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D7,207,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D8,396,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D9,334,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D10,2382,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D11,2326,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,D12,2383,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E1,367,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E2,404,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E3,413,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E4,452,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E5,584,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E6,471,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E7,200,AFU,485,515,JS006,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E8,214,AFU,485,515,JS006,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E9,222,AFU,485,515,JS006,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E10,195,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E11,195,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,E12,193,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F1,396,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F2,379,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F3,389,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F4,2319,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F5,2989,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F6,2318,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F7,206,AFU,485,515,JS006,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F8,205,AFU,485,515,JS006,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F9,208,AFU,485,515,JS006,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F10,202,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F11,215,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50244,13.956666666666667,F12,214,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A1,203,AFU,485,515,diff split T7RNAP,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A2,202,AFU,485,515,diff split T7RNAP,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A3,204,AFU,485,515,diff split T7RNAP,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A4,252,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A5,243,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A6,1092,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A7,310,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A8,312,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A9,302,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A10,357,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A11,346,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,A12,365,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B1,220,AFU,485,515,diff split T7RNAP,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B2,213,AFU,485,515,diff split T7RNAP,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B3,215,AFU,485,515,diff split T7RNAP,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B4,1922,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B5,1888,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B6,11218,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B7,353,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B8,356,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B9,344,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B10,2148,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B11,2047,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,B12,2046,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C1,211,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C2,356,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C3,348,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C4,375,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C5,211,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C6,406,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C7,202,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C8,386,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C9,341,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C10,432,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C11,419,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,C12,447,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D1,223,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D2,317,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D3,363,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D4,2028,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D5,211,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D6,2057,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D7,198,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D8,402,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D9,340,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D10,2399,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D11,2363,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,D12,2399,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E1,374,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E2,387,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E3,452,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E4,452,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E5,576,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E6,490,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E7,199,AFU,485,515,JS006,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E8,217,AFU,485,515,JS006,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E9,219,AFU,485,515,JS006,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E10,189,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E11,194,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,E12,207,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F1,383,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F2,389,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F3,385,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F4,2342,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F5,2999,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F6,2327,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F7,222,AFU,485,515,JS006,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F8,219,AFU,485,515,JS006,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F9,210,AFU,485,515,JS006,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F10,199,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F11,194,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,50844,14.123333333333333,F12,207,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,A1,197,AFU,485,515,diff split T7RNAP,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,A2,201,AFU,485,515,diff split T7RNAP,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,A3,210,AFU,485,515,diff split T7RNAP,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,A4,261,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,A5,241,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,A6,1080,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,A7,328,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,A8,318,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,A9,315,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,A10,358,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,A11,350,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,A12,357,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,B1,210,AFU,485,515,diff split T7RNAP,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,B2,211,AFU,485,515,diff split T7RNAP,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,51444,14.29,B3,205,AFU,485,515,diff split T7RNAP,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,B4,1958,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,B5,1894,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,51444,14.29,B6,11216,AFU,485,515,diff split T7RNAP,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,B7,340,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,B8,350,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,51444,14.29,B9,340,AFU,485,515,diff FL T7RNAP 1,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,B10,2165,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,B11,2049,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,51444,14.29,B12,2061,AFU,485,515,diff FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,C1,215,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,C2,380,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,C3,355,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,C4,363,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,C5,215,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,C6,409,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,C7,200,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,C8,391,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,C9,346,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,C10,439,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,C11,420,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,C12,442,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,D1,216,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,D2,321,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,51444,14.29,D3,349,AFU,485,515,diff FL T7RNAP 2,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,D4,2036,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,D5,220,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,51444,14.29,D6,2051,AFU,485,515,diff FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,D7,205,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,D8,392,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,51444,14.29,D9,337,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,D10,2393,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,D11,2354,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
sfGFP,61,51444,14.29,D12,2404,AFU,485,515,diff T13m FL T7RNAP 1,pT7 GFP/pSal Bxb1,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,E1,357,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,E2,380,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,E3,478,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,E4,457,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,E5,571,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,E6,491,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,E7,204,AFU,485,515,JS006,pT7 GFP,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,E8,219,AFU,485,515,JS006,pT7 GFP,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,E9,231,AFU,485,515,JS006,pT7 GFP,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,E10,197,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,0,1,sfGFP61485515
sfGFP,61,51444,14.29,E11,207,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,0,2,sfGFP61485515
sfGFP,61,51444,14.29,E12,201,AFU,485,515,JS006,pT7 GFP/pSal Bxb1,+,0,3,sfGFP61485515
sfGFP,61,51444,14.29,F1,394,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,F2,375,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,100,2,sfGFP61485515
sfGFP,61,51444,14.29,F3,381,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP,+,100,3,sfGFP61485515
sfGFP,61,51444,14.29,F4,2327,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,1,sfGFP61485515
sfGFP,61,51444,14.29,F5,3020,AFU,485,515,diff T13m FL T7RNAP 2,pT7 GFP/pSal Bxb1,+,100,2,sfGFP61485515
