channel,mode,excitation,emission,num_flashes,gain,time_sec,time_h,well,measurement,strain,chlor,sal,iptg,rep
OD700,Absorbance,700,-1,20,-1,0.0,0.0,A1,0.117399998,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,601.0,0.16694444444444445,A1,0.099200003,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,1201.1,0.3336388888888889,A1,0.101899996,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,1801.2,0.5003333333333333,A1,0.106299996,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,2401.1,0.6669722222222222,A1,0.1127,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,3001.2,0.8336666666666666,A1,0.1215,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,3601.4,1.000388888888889,A1,0.132499993,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,4201.5,1.1670833333333335,A1,0.146400005,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,4801.6,1.333777777777778,A1,0.1664,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,5401.6,1.5004444444444445,A1,0.187299997,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,6001.6,1.6671111111111112,A1,0.209800005,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,6601.6,1.833777777777778,A1,0.244900003,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,7201.9,2.0005277777777777,A1,0.277099997,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,7802.0,2.167222222222222,A1,0.320899993,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,8402.0,2.3338888888888887,A1,0.354400009,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,9002.1,2.500583333333333,A1,0.385399997,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,9602.0,2.667222222222222,A1,0.415899992,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,10202.1,2.8339166666666666,A1,0.444900006,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,10802.4,3.0006666666666666,A1,0.468400002,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,11402.4,3.167333333333333,A1,0.492900014,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,12002.5,3.3340277777777776,A1,0.517499983,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,12602.6,3.5007222222222225,A1,0.541999996,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,13202.5,3.667361111111111,A1,0.568400025,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,13802.6,3.834055555555556,A1,0.593699992,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,14402.8,4.0007777777777775,A1,0.617699981,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,15002.9,4.167472222222222,A1,0.638199985,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,15603.0,4.3341666666666665,A1,0.658399999,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,16203.1,4.500861111111111,A1,0.677399993,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,16803.0,4.6675,A1,0.696099997,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,17403.1,4.834194444444444,A1,0.715300024,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,18003.3,5.000916666666667,A1,0.73360002,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,18603.4,5.167611111111111,A1,0.750800014,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,19203.5,5.334305555555556,A1,0.767099977,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,19803.6,5.501,A1,0.782800019,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,20403.5,5.667638888888889,A1,0.800000012,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,21003.6,5.834333333333333,A1,0.816299975,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,21603.8,6.001055555555555,A1,0.83130002,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,22203.9,6.16775,A1,0.844799995,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,22803.9,6.334416666666667,A1,0.85680002,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,23404.0,6.501111111111111,A1,0.869899988,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,24004.0,6.667777777777777,A1,0.880800009,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,24604.0,6.834444444444444,A1,0.893400013,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,25204.3,7.001194444444445,A1,0.904500008,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,25804.3,7.167861111111111,A1,0.915300012,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,26404.4,7.334555555555556,A1,0.926900029,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,27004.5,7.50125,A1,0.938600004,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,27604.4,7.66788888888889,A1,0.949500024,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,28204.5,7.834583333333333,A1,0.960799992,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,28804.7,8.001305555555556,A1,0.970300019,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,0.0,0.0,A2,0.169200003,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,601.0,0.16694444444444445,A2,0.094099998,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,1201.1,0.3336388888888889,A2,0.096500002,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,1801.2,0.5003333333333333,A2,0.100500003,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,2401.1,0.6669722222222222,A2,0.106899999,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,3001.2,0.8336666666666666,A2,0.119400002,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,3601.4,1.000388888888889,A2,0.124899998,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,4201.5,1.1670833333333335,A2,0.139300004,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,4801.6,1.333777777777778,A2,0.157100007,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,5401.6,1.5004444444444445,A2,0.178100005,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,6001.6,1.6671111111111112,A2,0.199000001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,6601.6,1.833777777777778,A2,0.231000006,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,7201.9,2.0005277777777777,A2,0.261000007,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,7802.0,2.167222222222222,A2,0.305299997,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,8402.0,2.3338888888888887,A2,0.340900004,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,9002.1,2.500583333333333,A2,0.372099996,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,9602.0,2.667222222222222,A2,0.4005,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,10202.1,2.8339166666666666,A2,0.426299989,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,10802.4,3.0006666666666666,A2,0.448900014,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,11402.4,3.167333333333333,A2,0.47330001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,12002.5,3.3340277777777776,A2,0.498299986,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,12602.6,3.5007222222222225,A2,0.522599995,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,13202.5,3.667361111111111,A2,0.548300028,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,13802.6,3.834055555555556,A2,0.574000001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,14402.8,4.0007777777777775,A2,0.597599983,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,15002.9,4.167472222222222,A2,0.617200017,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,15603.0,4.3341666666666665,A2,0.636500001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,16203.1,4.500861111111111,A2,0.654600024,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,16803.0,4.6675,A2,0.673099995,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,17403.1,4.834194444444444,A2,0.689700007,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,18003.3,5.000916666666667,A2,0.704299986,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,18603.4,5.167611111111111,A2,0.718200028,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,19203.5,5.334305555555556,A2,0.731599987,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,19803.6,5.501,A2,0.744300008,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,20403.5,5.667638888888889,A2,0.756900012,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,21003.6,5.834333333333333,A2,0.771099985,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,21603.8,6.001055555555555,A2,0.78670001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,22203.9,6.16775,A2,0.801100016,diff1X,-,0,10,2
