channel,mode,excitation,emission,num_flashes,gain,time_sec,time_h,well,measurement,strain,chlor,sal,iptg,rep
OD700,Absorbance,700,-1,20,-1,0.0,0.0,A1,0.0898,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,600.7,0.1668611111111111,A1,0.0911,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,1200.8,0.33355555555555555,A1,0.092399999,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,1800.7,0.5001944444444445,A1,0.094499998,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,2400.9,0.6669166666666667,A1,0.097999997,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,3001.0,0.8336111111111111,A1,0.103,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,3601.1,1.0003055555555556,A1,0.109800003,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,4201.2,1.167,A1,0.1184,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,4801.3,1.3336944444444445,A1,0.129199997,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,5401.2,1.5003333333333333,A1,0.143800005,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,6001.4,1.6670555555555555,A1,0.160799995,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,6601.5,1.83375,A1,0.178900003,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,7201.6,2.0004444444444447,A1,0.204699993,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,7801.7,2.1671388888888887,A1,0.239899993,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,8401.6,2.3337777777777777,A1,0.273099989,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,9001.7,2.500472222222222,A1,0.305099994,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,9601.9,2.6671944444444446,A1,0.338200003,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,10202.0,2.8338888888888887,A1,0.363599986,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,10802.1,3.000583333333333,A1,0.383599997,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,11402.1,3.16725,A1,0.405499995,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,12002.1,3.3339166666666666,A1,0.425599992,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,12602.1,3.500583333333333,A1,0.442600012,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,13202.4,3.667333333333333,A1,0.463,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,13802.5,3.8340277777777776,A1,0.481400013,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,14402.5,4.000694444444444,A1,0.500999987,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,15002.6,4.1673888888888895,A1,0.519999981,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,15602.7,4.334083333333334,A1,0.540199995,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,16202.6,4.5007222222222225,A1,0.56190002,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,16802.9,4.667472222222222,A1,0.584299982,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,17402.9,4.834138888888889,A1,0.603799999,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,18003.0,5.0008333333333335,A1,0.620899975,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,18603.1,5.167527777777777,A1,0.635900021,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,19203.0,5.3341666666666665,A1,0.649600029,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,19803.1,5.50086111111111,A1,0.662500024,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,20403.3,5.667583333333334,A1,0.675899982,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,21003.4,5.8342777777777775,A1,0.68870002,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,21603.5,6.000972222222222,A1,0.702600002,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,22203.6,6.167666666666666,A1,0.714699984,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,22803.6,6.334333333333333,A1,0.726599991,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,23403.6,6.501,A1,0.736299992,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,24003.8,6.667722222222222,A1,0.745299995,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,24603.9,6.834416666666667,A1,0.754299998,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,25204.0,7.001111111111111,A1,0.763400018,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,25804.0,7.167777777777777,A1,0.774100006,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,26404.0,7.334444444444444,A1,0.784200013,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,27004.1,7.501138888888889,A1,0.794200003,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,27604.3,7.667861111111111,A1,0.805199981,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,28204.4,7.834555555555556,A1,0.815599978,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,28804.4,8.001222222222223,A1,0.826200008,diff1X,-,0,10,1
OD700,Absorbance,700,-1,20,-1,0.0,0.0,A2,0.090999998,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,600.7,0.1668611111111111,A2,0.090300001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,1200.8,0.33355555555555555,A2,0.091700003,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,1800.7,0.5001944444444445,A2,0.0933,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,2400.9,0.6669166666666667,A2,0.096000001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,3001.0,0.8336111111111111,A2,0.100400001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,3601.1,1.0003055555555556,A2,0.106600001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,4201.2,1.167,A2,0.114299998,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,4801.3,1.3336944444444445,A2,0.125,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,5401.2,1.5003333333333333,A2,0.138799995,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,6001.4,1.6670555555555555,A2,0.156100005,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,6601.5,1.83375,A2,0.173299998,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,7201.6,2.0004444444444447,A2,0.1963,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,7801.7,2.1671388888888887,A2,0.229300007,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,8401.6,2.3337777777777777,A2,0.25940001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,9001.7,2.500472222222222,A2,0.291200012,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,9601.9,2.6671944444444446,A2,0.32280001,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,10202.0,2.8338888888888887,A2,0.353700012,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,10802.1,3.000583333333333,A2,0.370900005,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,11402.1,3.16725,A2,0.39289999,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,12002.1,3.3339166666666666,A2,0.414200008,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,12602.1,3.500583333333333,A2,0.435900003,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,13202.4,3.667333333333333,A2,0.453099996,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,13802.5,3.8340277777777776,A2,0.470099986,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,14402.5,4.000694444444444,A2,0.488900006,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,15002.6,4.1673888888888895,A2,0.506200016,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,15602.7,4.334083333333334,A2,0.525399983,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,16202.6,4.5007222222222225,A2,0.54549998,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,16802.9,4.667472222222222,A2,0.564400017,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,17402.9,4.834138888888889,A2,0.583100021,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,18003.0,5.0008333333333335,A2,0.600399971,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,18603.1,5.167527777777777,A2,0.61589998,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,19203.0,5.3341666666666665,A2,0.630699992,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,19803.1,5.50086111111111,A2,0.64380002,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,20403.3,5.667583333333334,A2,0.659300029,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,21003.4,5.8342777777777775,A2,0.672599971,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,21603.5,6.000972222222222,A2,0.686699986,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,22203.6,6.167666666666666,A2,0.699500024,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,22803.6,6.334333333333333,A2,0.712599993,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,23403.6,6.501,A2,0.722000003,diff1X,-,0,10,2
OD700,Absorbance,700,-1,20,-1,24003.8,6.667722222222222,A2,0.732800007,diff1X,-,0,10,2
